"","RT1","RT2","RT3","RT4","Order1","Order2","Order3","Order4","Value1","Value2","Value3","Value4","trialNGlobal","id","choiceCondition","phase","firstRT","firstValue","meanValue","valueDiff","bestValue","worstValue","secondValue","thirdValue","isBestFirst","conflict","confrt","participant"
"34",-1,0.730999999999995,-1,-1,-1,1,-1,-1,7.63696676587302,8.19122023809524,8.29154265873016,8.76122271825397,33,17766,1,"XOR",0.730999999999995,8.19122023809524,8.2202380952381,0.721312830687831,8.76122271825397,7.63696676587302,8.29154265873016,8.19122023809524,FALSE,2,2.8396,17766
"35",-1,-1,1.41340000003584,-1,-1,-1,1,-1,1.68433779761905,8.73325892857143,2.6227058531746,0.701202876984127,34,17766,1,"XOR",1.41340000003584,2.6227058531746,3.4353763640873,7.06384341931217,8.73325892857143,0.701202876984127,2.6227058531746,1.68433779761905,FALSE,3,1.8675,17766
"36",7.48240000003557,-1,-1,-1,1,-1,-1,-1,4.56671626984127,1.47433035714286,0.72203621031746,7.43880208333333,35,17766,1,"XOR",7.48240000003557,4.56671626984127,3.55047123015873,5.18444113756614,7.43880208333333,0.72203621031746,4.56671626984127,1.47433035714286,FALSE,4,2.7357,17766
"37",-1,-1,1.22350000000006,-1,-1,-1,1,-1,1.49906994047619,1.42999751984127,1.33116319444444,1.4272693452381,36,17766,1,"XOR",1.22350000000006,1.33116319444444,1.421875,0.102926587301587,1.49906994047619,1.33116319444444,1.42999751984127,1.4272693452381,FALSE,4,2.3197,17766
"38",-1,3.69580000001224,-1,-1,-1,1,-1,-1,2.18948412698413,1.26364087301587,2.57285466269841,6.38231646825397,37,17766,1,"XOR",3.69580000001224,1.26364087301587,3.1020740327381,4.37365658068783,6.38231646825397,1.26364087301587,2.57285466269841,2.18948412698413,FALSE,2,2.3363,17766
"39",-1,0.985199999987799,-1,-1,-1,1,-1,-1,8.37797619047619,8.59567212301587,8.18563988095238,8.3991195436508,38,17766,1,"XOR",0.985199999987799,8.59567212301587,8.38960193452381,0.274760251322752,8.59567212301587,8.18563988095238,8.3991195436508,8.37797619047619,TRUE,2,1.8513,17766
"40",1.91319999998814,-1,-1,-1,1,-1,-1,-1,8.79005456349206,2.25303819444444,2.20938740079365,1.56758432539683,39,17766,1,"XOR",1.91319999998814,8.79005456349206,3.70501612103175,6.78005125661376,8.79005456349206,1.56758432539683,2.25303819444444,2.20938740079365,TRUE,2,2.1031,17766
"41",-1,-1,1.26639999997633,-1,-1,-1,1,-1,1.87518601190476,3.25365823412698,1.38064236111111,1.75440228174603,40,17766,1,"XOR",1.26639999997633,1.38064236111111,2.06597222222222,1.58358134920635,3.25365823412698,1.38064236111111,1.87518601190476,1.75440228174603,FALSE,3,1.9763,17766
"42",-1,2.14649999999983,-1,-1,-1,1,-1,-1,5.42609126984127,8.0804191468254,8.7023189484127,4.77027529761905,41,17766,1,"XOR",2.14649999999983,8.0804191468254,6.7447761656746,2.61005704365079,8.7023189484127,4.77027529761905,8.0804191468254,5.42609126984127,FALSE,3,2.1688,17766
"43",-1,3.65049999999974,-1,-1,-1,1,-1,-1,3.32967509920635,3.58339533730159,4.21137152777778,2.53125,42,17766,1,"XOR",3.65049999999974,3.58339533730159,3.41392299107143,1.06326471560847,4.21137152777778,2.53125,3.58339533730159,3.32967509920635,FALSE,3,2.2218,17766
