"","value","rating.rt","participant","pic_path"
"1",4.986083984,2.9876,"5589be79fdf99b18be320155","EC_0234.jpg"
"2",0.997753906,3.5369,"5589be79fdf99b18be320155","EC_0176.jpg"
"3",8.009716797,2.6537,"5589be79fdf99b18be320155","EC_0092.jpg"
"4",6.931005859,2.5718,"5589be79fdf99b18be320155","EC_0038.jpg"
"5",7.99765625,2.3854,"5589be79fdf99b18be320155","EC_0152.jpg"
"6",8.942041016,2.4823,"5589be79fdf99b18be320155","EC_0232.jpg"
"7",7.036279297,2.1907,"5589be79fdf99b18be320155","EC_0095.jpg"
"8",0,3.057,"5589be79fdf99b18be320155","EC_0142.jpg"
"9",9.958447266,2.5885,"5589be79fdf99b18be320155","EC_0248.jpg"
"10",1.030761719,3.0515,"5589be79fdf99b18be320155","EC_0131.jpg"
"11",9.991064453,3.7539,"5589be79fdf99b18be320155","EC_0172.jpg"
"12",9.989550781,2.8884,"5589be79fdf99b18be320155","EC_0157.jpg"
"13",9.984326172,3.7171,"5589be79fdf99b18be320155","EC_0053.jpg"
"14",3.899560547,2.589,"5589be79fdf99b18be320155","EC_0230.jpg"
"15",8.077880859,2.514,"5589be79fdf99b18be320155","EC_0109.jpg"
"16",8.843408203,2.3527,"5589be79fdf99b18be320155","EC_0211.jpg"
"17",9.982861328,3.5094,"5589be79fdf99b18be320155","EC_0188.jpg"
"18",0,3.722,"5589be79fdf99b18be320155","EC_0129.jpeg"
"19",6.906933594,2.3568,"5589be79fdf99b18be320155","EC_0113.jpg"
"20",8.977734375,2.6803,"5589be79fdf99b18be320155","EC_0138.png"
"21",8.0828125,3.2714,"5589be79fdf99b18be320155","EC_0006.jpg"
"22",8.980419922,2.4645,"5589be79fdf99b18be320155","EC_0030.jpg"
"23",9.958203125,3.218,"5589be79fdf99b18be320155","EC_0151.jpg"
"24",5.051660156,2.1909,"5589be79fdf99b18be320155","EC_0238.jpg"
"25",0.9828125,3.8505,"5589be79fdf99b18be320155","EC_0009.jpg"
"26",7.919921875,2.6729,"5589be79fdf99b18be320155","EC_0031.jpg"
"27",6.023925781,3.5836,"5589be79fdf99b18be320155","EC_0014.jpg"
"28",0,3.5283,"5589be79fdf99b18be320155","EC_0185.jpg"
"29",7.995507812,2.8748,"5589be79fdf99b18be320155","EC_0013.jpg"
"30",0.020117188,3.4367,"5589be79fdf99b18be320155","EC_0121.jpg"
"31",2.939355469,2.7806,"5589be79fdf99b18be320155","EC_0105.jpg"
"32",0.085449219,4.4344,"5589be79fdf99b18be320155","EC_0005.jpg"
"33",3.951025391,3.0032,"5589be79fdf99b18be320155","EC_0076.jpg"
"34",9.141552734,2.7665,"5589be79fdf99b18be320155","EC_0249.jpg"
"35",7.889208984,2.6866,"5589be79fdf99b18be320155","EC_0141.jpg"
"36",9.075195313,2.506,"5589be79fdf99b18be320155","EC_0233.jpg"
"37",4.025878906,3.9961,"5589be79fdf99b18be320155","EC_0115.jpg"
"38",9.970166016,2.9859,"5589be79fdf99b18be320155","EC_0219.jpg"
"39",0.012060547,3.8567,"5589be79fdf99b18be320155","EC_0161.jpg"
"40",1.991308594,2.2887,"5589be79fdf99b18be320155","EC_0221.jpg"
"41",8.032226563,3.0531,"5589be79fdf99b18be320155","EC_0099.jpg"
"42",2.995117188,2.3,"5589be79fdf99b18be320155","EC_0163.jpg"
"43",8.672363281,2.4658,"5589be79fdf99b18be320155","EC_0081.jpg"
"44",6.232177734,2.4895,"5589be79fdf99b18be320155","EC_0177.jpg"
"45",1.067236328,2.4553,"5589be79fdf99b18be320155","EC_0214.jpg"
"46",9.033642578,2.3962,"5589be79fdf99b18be320155","EC_0046.jpg"
"47",3.068505859,2.8542,"5589be79fdf99b18be320155","EC_0198.jpg"
"48",9.945800781,2.6013,"5589be79fdf99b18be320155","EC_0088.jpg"
"49",5.045947266,2.4987,"5589be79fdf99b18be320155","EC_0074.jpg"
"50",7.121142578,3.0718,"5589be79fdf99b18be320155","EC_0135.jpg"
"51",7.919335938,2.5371,"5589be79fdf99b18be320155","EC_0125.jpeg"
"52",3.960791016,3.1383,"5589be79fdf99b18be320155","EC_0120.jpg"
"53",1.047314453,3.2567,"5589be79fdf99b18be320155","EC_0001.jpg"
"54",5.000439453,2.854,"5589be79fdf99b18be320155","EC_0236.jpg"
"55",8.995751953,2.4379,"5589be79fdf99b18be320155","EC_0134.jpg"
"56",7.018408203,2.7539,"5589be79fdf99b18be320155","EC_0167.jpg"
"57",7.070654297,2.7526,"5589be79fdf99b18be320155","EC_0027.jpg"
"58",9.034570312,6.674,"5589be79fdf99b18be320155","EC_0063.jpg"
"59",3.91953125,2.736,"5589be79fdf99b18be320155","EC_0244.jpg"
"60",8.927685547,2.2709,"5589be79fdf99b18be320155","EC_0132.jpg"
"61",5.925634766,2.6732,"5589be79fdf99b18be320155","EC_0080.jpg"
"62",3.968945313,3.3957,"5589be79fdf99b18be320155","EC_0029.jpg"
"63",6.022900391,3.0707,"5589be79fdf99b18be320155","EC_0097.jpg"
"64",9.990332031,3.5862,"5589be79fdf99b18be320155","EC_0017.jpg"
"65",3.025488281,3.2002,"5589be79fdf99b18be320155","EC_0007.jpg"
"66",0.026269531,4.7415,"5589be79fdf99b18be320155","EC_0033.jpeg"
"67",3.912939453,3.3696,"5589be79fdf99b18be320155","EC_0069.jpg"
"68",0.869921875,2.5218,"5589be79fdf99b18be320155","EC_0103.jpg"
"69",9.958398437,3.3358,"5589be79fdf99b18be320155","EC_0039.jpg"
"70",7.925244141,2.5936,"5589be79fdf99b18be320155","EC_0060.jpg"
"71",6.074951172,3.0181,"5589be79fdf99b18be320155","EC_0084.jpg"
"72",4.939990234,2.9068,"5589be79fdf99b18be320155","EC_0229.jpg"
"73",1.864697266,3.497,"5589be79fdf99b18be320155","EC_0011.jpg"
"74",9.996484375,2.8048,"5589be79fdf99b18be320155","EC_0168.jpeg"
"75",9.957128906,2.5355,"5589be79fdf99b18be320155","EC_0246.jpg"
"76",4.075195313,2.2557,"5589be79fdf99b18be320155","EC_0061.jpg"
"77",7.981445313,2.6972,"5589be79fdf99b18be320155","EC_0164.jpg"
"78",9.057470703,2.355,"5589be79fdf99b18be320155","EC_0096.jpg"
"79",6.924121094,2.7554,"5589be79fdf99b18be320155","EC_0067.jpg"
"80",8.102441406,2.5158,"5589be79fdf99b18be320155","EC_0183.jpg"
"81",9.942822266,3.0229,"5589be79fdf99b18be320155","EC_0012.jpg"
"82",0.021240234,2.9731,"5589be79fdf99b18be320155","EC_0019.jpg"
"83",9.947705078,2.5729,"5589be79fdf99b18be320155","EC_0102.jpg"
"84",9.951611328,2.4367,"5589be79fdf99b18be320155","EC_0209.jpg"
"85",1.087207031,3.1407,"5589be79fdf99b18be320155","EC_0077.jpg"
"86",9.969677734,3.2197,"5589be79fdf99b18be320155","EC_0193.png"
"87",9.948535156,2.5517,"5589be79fdf99b18be320155","EC_0024.jpg"
"88",6.962207031,2.6383,"5589be79fdf99b18be320155","EC_0083.jpg"
"89",6.011572266,3.2133,"5589be79fdf99b18be320155","EC_0194.jpg"
"90",0.067529297,2.9881,"5589be79fdf99b18be320155","EC_0201.jpg"
"91",9.970068359,4.0629,"5589be79fdf99b18be320155","EC_0243.jpg"
"92",9.971679688,3.69,"5589be79fdf99b18be320155","EC_0057.jpeg"
"93",9.968798828,2.0885,"5589be79fdf99b18be320155","EC_0054.jpg"
"94",9.963769531,2.5548,"5589be79fdf99b18be320155","EC_0101.jpg"
"95",3.017871094,2.6225,"5589be79fdf99b18be320155","EC_0016.jpg"
"96",0.014306641,2.652,"5589be79fdf99b18be320155","EC_0184.jpg"
"97",8.011474609,3.1702,"5589be79fdf99b18be320155","EC_0049.jpg"
"98",4.026269531,3.0144,"5589be79fdf99b18be320155","EC_0204.jpg"
"99",7.886914062,3.4529,"5589be79fdf99b18be320155","EC_0170.jpg"
"100",9.023095703,2.2555,"5589be79fdf99b18be320155","EC_0153.jpg"
"101",9.996435547,2.6688,"5589be79fdf99b18be320155","EC_0055.jpg"
"102",8.012548828,4.3507,"5589be79fdf99b18be320155","EC_0213.jpg"
"103",9.990478516,3.2704,"5589be79fdf99b18be320155","EC_0223.jpg"
"104",5.054492188,2.5019,"5589be79fdf99b18be320155","EC_0200.png"
"105",6.894042969,2.9056,"5589be79fdf99b18be320155","EC_0085.jpg"
"106",9.084277344,2.9882,"5589be79fdf99b18be320155","EC_0239.jpg"
"107",2.835107422,3.1413,"5589be79fdf99b18be320155","EC_0156.jpg"
"108",9.980175781,4.7421,"5589be79fdf99b18be320155","EC_0123.jpeg"
"109",9.982080078,3.8212,"5589be79fdf99b18be320155","EC_0203.jpg"
"110",1.033154297,3.0864,"5589be79fdf99b18be320155","EC_0222.jpg"
"111",9.971386719,3.2196,"5589be79fdf99b18be320155","EC_0119.jpg"
"112",8.968359375,2.2726,"5589be79fdf99b18be320155","EC_0032.jpg"
"113",9.1046875,2.7215,"5589be79fdf99b18be320155","EC_0159.jpg"
"114",9.964599609,2.9672,"5589be79fdf99b18be320155","EC_0034.jpg"
"115",10,7.3832,"5589be79fdf99b18be320155","EC_0098.jpg"
"116",10,2.812,"5589be79fdf99b18be320155","EC_0041.jpg"
"117",1.032519531,3.188,"5589be79fdf99b18be320155","EC_0100.jpg"
"118",5.966015625,2.886,"5589be79fdf99b18be320155","EC_0139.png"
"119",7.211914063,2.7381,"5589be79fdf99b18be320155","EC_0228.jpg"
"120",10,3.3224,"5589be79fdf99b18be320155","EC_0205.jpg"
"121",10,3.977,"5589be79fdf99b18be320155","EC_0174.jpg"
"122",8.026611328,2.3576,"5589be79fdf99b18be320155","EC_0158.jpg"
"123",8.023730469,2.0176,"5589be79fdf99b18be320155","EC_0062.jpg"
"124",2.996923828,3.0554,"5589be79fdf99b18be320155","EC_0136.jpg"
"125",8.881591797,2.3744,"5589be79fdf99b18be320155","EC_0003.jpg"
"126",7.151611328,2.3631,"5589be79fdf99b18be320155","EC_0166.jpg"
"127",7.926757813,3.356,"5589be79fdf99b18be320155","EC_0070.jpg"
"128",0.014550781,4.1823,"5589be79fdf99b18be320155","EC_0140.jpg"
"129",3.982177734,3.1045,"5589be79fdf99b18be320155","EC_0124.jpeg"
"130",0.078417969,3.1346,"5589be79fdf99b18be320155","EC_0162.jpg"
"131",9.945019531,3.3384,"5589be79fdf99b18be320155","EC_0207.jpg"
"132",9.903466797,2.9592,"5589be79fdf99b18be320155","EC_0066.jpg"
"133",8.076220703,3.1527,"5589be79fdf99b18be320155","EC_0036.jpeg"
"134",7.818310547,3.0177,"5589be79fdf99b18be320155","EC_0197.jpg"
"135",6.808398438,3.4045,"5589be79fdf99b18be320155","EC_0199.jpg"
"136",7.001806641,3.3971,"5589be79fdf99b18be320155","EC_0051.jpg"
"137",7.894189453,3.0395,"5589be79fdf99b18be320155","EC_0165.jpg"
"138",0,3.5105,"5589be79fdf99b18be320155","EC_0227.jpg"
"139",9.023339844,3.8874,"5589be79fdf99b18be320155","EC_0002.jpg"
"140",8.923779297,2.5341,"5589be79fdf99b18be320155","EC_0231.jpg"
"141",6.999609375,2.598,"5589be79fdf99b18be320155","EC_0133.jpg"
