"","RT1","RT2","RT3","RT4","Order1","Order2","Order3","Order4","Value1","Value2","Value3","Value4","choiceCondition","trialN","participant","endTime","firstRT","firstValue","meanValue","valueDiff","bestValue","worstValue","secondValue","thirdValue","NChosen","minValue","maxValue","isWorstFirst","isSecondFirst","isThirdFirst","isBestFirst","catChoiceCondition","conflict"
"928",2.22540000000595,-1,-1,-1,1,-1,-1,-1,8.56481481481481,7.67592592592593,6.83333333333333,3.7037037037037,1,87,"5b184a76c9d3cb00010ff605",2.1744,2.22540000000595,8.56481481481481,6.69444444444444,3.98765432098766,8.56481481481481,3.7037037037037,7.67592592592593,6.83333333333333,1,0,9.990740741,FALSE,FALSE,FALSE,TRUE,"XOR",1
"929",-1,2.08350000000019,-1,-1,-1,1,-1,-1,6.24074074074074,3.9537037037037,9.28703703703704,7.82407407407407,1,88,"5b184a76c9d3cb00010ff605",1.5491,2.08350000000019,3.9537037037037,6.82638888888889,3.83024691358025,9.28703703703704,3.9537037037037,7.82407407407407,6.24074074074074,1,0,9.990740741,TRUE,FALSE,FALSE,FALSE,"XOR",5
"930",-1,-1,2.94970000000308,1.78300000000013,-1,-1,2,1,7.84259259259259,8.94444444444444,7.91666666666667,6.19444444444444,0,89,"5b184a76c9d3cb00010ff605",2.5712,1.78300000000013,6.19444444444444,7.72453703703704,2.04012345679012,8.94444444444444,6.19444444444444,7.91666666666667,7.84259259259259,2,0,9.990740741,TRUE,FALSE,FALSE,FALSE,"OR",5
"931",2.94309999999405,-1,-1,-1,1,-1,-1,-1,4.02777777777778,9.19444444444444,7.47222222222222,7.43518518518519,0,90,"5b184a76c9d3cb00010ff605",0.1002,2.94309999999405,4.02777777777778,7.03240740740741,4.00617283950617,9.19444444444444,4.02777777777778,7.47222222222222,7.43518518518519,1,0,9.990740741,TRUE,FALSE,FALSE,FALSE,"OR",4
"932",1.73420000000306,-1,-1,-1,1,-1,-1,-1,5.02777777777778,6.91666666666667,7.32407407407407,9.13888888888889,1,91,"5b184a76c9d3cb00010ff605",0.151,1.73420000000306,5.02777777777778,7.10185185185185,2.76543209876543,9.13888888888889,5.02777777777778,7.32407407407407,6.91666666666667,1,0,9.990740741,TRUE,FALSE,FALSE,FALSE,"XOR",5
"933",-1,1.42569999998818,-1,-1,-1,1,-1,-1,7.0462962962963,3.7037037037037,6.05555555555556,9.19444444444444,0,92,"5b184a76c9d3cb00010ff605",0.7648,1.42569999998818,3.7037037037037,6.5,3.7283950617284,9.19444444444444,3.7037037037037,7.0462962962963,6.05555555555556,1,0,9.990740741,TRUE,FALSE,FALSE,FALSE,"OR",3
"934",-1,-1,1.73299999999995,-1,-1,-1,1,-1,6.0462962962963,7.43518518518519,5.71296296296296,7.56481481481481,1,93,"5b184a76c9d3cb00010ff605",0.867,1.73299999999995,5.71296296296296,6.68981481481481,1.30246913580247,7.56481481481481,5.71296296296296,7.43518518518519,6.0462962962963,1,0,9.990740741,TRUE,FALSE,FALSE,FALSE,"XOR",2
"935",-1,-1,-1,2.09969999998793,-1,-1,-1,1,7.56481481481481,8.58333333333333,9,6.94444444444444,0,94,"5b184a76c9d3cb00010ff605",0.201,2.09969999998793,6.94444444444444,8.02314814814815,1.43827160493827,9,6.94444444444444,8.58333333333333,7.56481481481481,1,0,9.990740741,TRUE,FALSE,FALSE,FALSE,"OR",4
"936",4.11650000000009,-1,-1,-1,1,-1,-1,-1,6.02777777777778,7.14814814814815,8.23148148148148,7.00925925925926,0,95,"5b184a76c9d3cb00010ff605",0.168,4.11650000000009,6.02777777777778,7.10416666666667,1.43518518518518,8.23148148148148,6.02777777777778,7.14814814814815,7.00925925925926,1,0,9.990740741,TRUE,FALSE,FALSE,FALSE,"OR",3
"937",-1,-1,-1,4.04809999999407,-1,-1,-1,1,8.80555555555556,8.24074074074074,9.38888888888889,7.00925925925926,0,96,"5b184a76c9d3cb00010ff605",0.169,4.04809999999407,7.00925925925926,8.36111111111111,1.80246913580247,9.38888888888889,7.00925925925926,8.80555555555556,8.24074074074074,1,0,9.990740741,TRUE,FALSE,FALSE,FALSE,"OR",5
"938",1.84989999999107,-1,-1,-1,1,-1,-1,-1,5.96296296296296,5.72222222222222,6.89814814814815,8.11111111111111,1,97,"5b184a76c9d3cb00010ff605",0.2165,1.84989999999107,5.96296296296296,6.67361111111111,1.26851851851852,8.11111111111111,5.72222222222222,6.89814814814815,5.96296296296296,1,0,9.990740741,FALSE,FALSE,TRUE,FALSE,"XOR",5
"939",-1,-1,-1,3.93290000000593,-1,-1,-1,1,7.2962962962963,7.2037037037037,8.24074074074074,5.87962962962963,0,98,"5b184a76c9d3cb00010ff605",0.1176,3.93290000000593,5.87962962962963,7.15509259259259,1.70061728395062,8.24074074074074,5.87962962962963,7.2962962962963,7.2037037037037,1,0,9.990740741,TRUE,FALSE,FALSE,FALSE,"OR",4
"940",-1,-1,3.58260000000905,-1,-1,-1,1,-1,7.13888888888889,5.99074074074074,7.62037037037037,3.9537037037037,1,99,"5b184a76c9d3cb00010ff605",0.8369,3.58260000000905,7.62037037037037,6.17592592592593,2.96296296296296,7.62037037037037,3.9537037037037,7.13888888888889,5.99074074074074,1,0,9.990740741,FALSE,FALSE,FALSE,TRUE,"XOR",3
"941",-1,-1,2.81620000000294,-1,-1,-1,1,-1,5.06481481481481,7.84259259259259,2.85185185185185,7.73148148148148,1,100,"5b184a76c9d3cb00010ff605",0.3505,2.81620000000294,2.85185185185185,5.87268518518519,4.02777777777778,7.84259259259259,2.85185185185185,7.73148148148148,5.06481481481481,1,0,9.990740741,TRUE,FALSE,FALSE,FALSE,"XOR",4
"942",1.20800000000008,1.62459999999396,2.1244999999999,-1,1,2,3,-1,4.28703703703704,2.81481481481481,4.37962962962963,6.11111111111111,0,101,"5b184a76c9d3cb00010ff605",1.2014,1.20800000000008,4.28703703703704,4.39814814814815,2.11111111111111,6.11111111111111,2.81481481481481,4.37962962962963,4.28703703703704,3,0,9.990740741,FALSE,FALSE,TRUE,FALSE,"OR",1
"943",-1,-1,-1,2.29970000000299,-1,-1,-1,1,4.89814814814815,9.17592592592593,8.14814814814815,5.96296296296296,1,102,"5b184a76c9d3cb00010ff605",0.4506,2.29970000000299,5.96296296296296,7.0462962962963,2.8641975308642,9.17592592592593,4.89814814814815,8.14814814814815,5.96296296296296,1,0,9.990740741,FALSE,FALSE,TRUE,FALSE,"XOR",5
"944",0.900499999999965,-1,-1,-1,1,-1,-1,-1,0.00925925925925941,0.37962962962963,1.03703703703704,0.231481481481481,1,103,"5b184a76c9d3cb00010ff605",1.05,0.900499999999965,0.00925925925925941,0.414351851851852,0.540123456790123,1.03703703703704,0.00925925925925941,0.37962962962963,0.231481481481481,1,0,9.990740741,TRUE,FALSE,FALSE,FALSE,"XOR",1
"945",-1,2.06630000001178,-1,-1,-1,1,-1,-1,7.84259259259259,6.74074074074074,6.7037037037037,8.48148148148148,0,104,"5b184a76c9d3cb00010ff605",0.1172,2.06630000001178,6.74074074074074,7.44212962962963,0.984567901234568,8.48148148148148,6.7037037037037,7.84259259259259,6.74074074074074,1,0,9.990740741,FALSE,FALSE,TRUE,FALSE,"OR",4
"946",-1,-1,4.39959999999428,-1,-1,-1,1,-1,6.90740740740741,7.12962962962963,5.78703703703704,6.93518518518519,0,105,"5b184a76c9d3cb00010ff605",0.5818,4.39959999999428,5.78703703703704,6.68981481481481,1.2037037037037,7.12962962962963,5.78703703703704,6.93518518518519,6.90740740740741,1,0,9.990740741,TRUE,FALSE,FALSE,FALSE,"OR",3
"947",-1,5.0992999999969,-1,-1,-1,1,-1,-1,7.91666666666667,7.2962962962963,6.11111111111111,8.80555555555556,0,106,"5b184a76c9d3cb00010ff605",0.1821,5.0992999999969,7.2962962962963,7.53240740740741,1.89506172839506,8.80555555555556,6.11111111111111,7.91666666666667,7.2962962962963,1,0,9.990740741,FALSE,FALSE,TRUE,FALSE,"OR",5
"948",1.99970000000303,-1,-1,-1,1,-1,-1,-1,6.59259259259259,7.12962962962963,7.58333333333333,7.36111111111111,1,107,"5b184a76c9d3cb00010ff605",1.369,1.99970000000303,6.59259259259259,7.16666666666667,0.765432098765433,7.58333333333333,6.59259259259259,7.36111111111111,7.12962962962963,1,0,9.990740741,TRUE,FALSE,FALSE,FALSE,"XOR",4
"949",-1,-1,-1,4.26609999999391,-1,-1,-1,1,8.00925925925926,7.58333333333333,8.22222222222222,4.91666666666667,0,108,"5b184a76c9d3cb00010ff605",0.284,4.26609999999391,4.91666666666667,7.18287037037037,3.02160493827161,8.22222222222222,4.91666666666667,8.00925925925926,7.58333333333333,1,0,9.990740741,TRUE,FALSE,FALSE,FALSE,"OR",5
"950",1.36620000000312,2.4497000000033,1.8495999999941,3.26709999999412,1,3,2,4,2.12037037037037,1,2.02777777777778,2.01851851851852,0,109,"5b184a76c9d3cb00010ff605",2.1544,1.36620000000312,2.12037037037037,1.79166666666667,1.05555555555556,2.12037037037037,1,2.02777777777778,2.01851851851852,4,0,9.990740741,FALSE,FALSE,FALSE,TRUE,"OR",1
"951",2.79990000000635,-1,-1,-1,1,-1,-1,-1,4.03703703703704,5.9537037037037,8.00925925925926,5.94444444444444,1,110,"5b184a76c9d3cb00010ff605",0.2502,2.79990000000635,4.03703703703704,5.98611111111111,2.59876543209876,8.00925925925926,4.03703703703704,5.9537037037037,5.94444444444444,1,0,9.990740741,TRUE,FALSE,FALSE,FALSE,"XOR",4
"952",2.09970000000294,-1,-1,-1,1,-1,-1,-1,7.08333333333333,7.24074074074074,7.00925925925926,4.38888888888889,1,111,"5b184a76c9d3cb00010ff605",0.7168,2.09970000000294,7.08333333333333,6.43055555555556,2.72222222222222,7.24074074074074,4.38888888888889,7.08333333333333,7.00925925925926,1,0,9.990740741,FALSE,TRUE,FALSE,FALSE,"XOR",4
"953",1.83510000000888,-1,-1,2.53290000000607,1,-1,-1,2,3.11111111111111,7.0462962962963,4.91666666666667,3.75925925925926,0,112,"5b184a76c9d3cb00010ff605",1.5469,1.83510000000888,3.11111111111111,4.70833333333333,2.12962962962963,7.0462962962963,3.11111111111111,4.91666666666667,3.75925925925926,2,0,9.990740741,TRUE,FALSE,FALSE,FALSE,"OR",1
"954",-1,4.91629999999714,-1,-1,-1,1,-1,-1,7.7037037037037,8.56481481481481,8.55555555555556,8.42592592592593,0,113,"5b184a76c9d3cb00010ff605",0.2504,4.91629999999714,8.56481481481481,8.3125,0.811728395061728,8.56481481481481,7.7037037037037,8.55555555555556,8.42592592592593,1,0,9.990740741,FALSE,FALSE,FALSE,TRUE,"OR",5
"955",3.375,-1,4.52469999998812,4.17459999999392,1,-1,3,2,2.81481481481481,2.75925925925926,2.32407407407407,0.37962962962963,0,114,"5b184a76c9d3cb00010ff605",1.4381,3.375,2.81481481481481,2.06944444444444,2.25308641975309,2.81481481481481,0.37962962962963,2.75925925925926,2.32407407407407,3,0,9.990740741,FALSE,FALSE,FALSE,TRUE,"OR",1
"956",-1,-1,-1,4.94200000000001,-1,-1,-1,1,8.23148148148148,6.30555555555556,8.08333333333333,6.90740740740741,1,115,"5b184a76c9d3cb00010ff605",0.2005,4.94200000000001,6.90740740740741,7.38194444444444,1.43518518518519,8.23148148148148,6.30555555555556,8.08333333333333,6.90740740740741,1,0,9.990740741,FALSE,FALSE,TRUE,FALSE,"XOR",4
"957",-1,-1,-1,5.20740000000569,-1,-1,-1,1,9.9537037037037,9.17592592592593,9.38888888888889,9.13888888888889,0,116,"5b184a76c9d3cb00010ff605",0.1505,5.20740000000569,9.13888888888889,9.41435185185185,0.367283950617283,9.9537037037037,9.13888888888889,9.38888888888889,9.17592592592593,1,0,9.990740741,TRUE,FALSE,FALSE,FALSE,"OR",5
"958",3.41680000001179,-1,-1,-1,1,-1,-1,-1,6.90740740740741,6.75925925925926,8.48148148148148,5.9537037037037,1,117,"5b184a76c9d3cb00010ff605",0.1868,3.41680000001179,6.90740740740741,7.02546296296296,1.42901234567901,8.48148148148148,5.9537037037037,6.90740740740741,6.75925925925926,1,0,9.990740741,FALSE,TRUE,FALSE,FALSE,"XOR",4
"959",-1,2.77559999999403,-1,-1,-1,1,-1,-1,9.99074074074074,0.00925925925925941,6.44444444444444,8.00925925925926,1,118,"5b184a76c9d3cb00010ff605",0.4505,2.77559999999403,0.00925925925925941,6.11342592592593,8.13888888888889,9.99074074074074,0.00925925925925941,8.00925925925926,6.44444444444444,1,0,9.990740741,TRUE,FALSE,FALSE,FALSE,"XOR",1
"960",1.33409999999412,-1,-1,-1,1,-1,-1,-1,6.83333333333333,7.30555555555556,4.99074074074074,3.75925925925926,1,119,"5b184a76c9d3cb00010ff605",0.8061,1.33409999999412,6.83333333333333,5.72222222222222,2.61728395061728,7.30555555555556,3.75925925925926,6.83333333333333,4.99074074074074,1,0,9.990740741,FALSE,TRUE,FALSE,FALSE,"XOR",2
"961",8.15009999999961,6.06670000000008,8.93340000000035,4.28340000000026,3,2,4,1,2.68518518518519,1.7037037037037,2.5462962962963,4.22222222222222,0,0,"5c2699d8867f660001ae2fd4",6.1196,4.28340000000026,4.22222222222222,2.78935185185185,1.44753086419753,4.22222222222222,1.7037037037037,2.68518518518519,2.5462962962963,4,0,9.990740741,FALSE,FALSE,FALSE,TRUE,"OR",1
"962",6.56690000000049,-1,-1,-1,1,-1,-1,-1,7.90740740740741,6.65740740740741,8.08333333333333,8.10185185185185,0,1,"5c2699d8867f660001ae2fd4",1.1084,6.56690000000049,7.90740740740741,7.6875,1.37345679012346,8.10185185185185,6.65740740740741,8.08333333333333,7.90740740740741,1,0,9.990740741,FALSE,FALSE,TRUE,FALSE,"OR",1
"963",-1,-1,8.48350000000005,-1,-1,-1,1,-1,2.02777777777778,6.91666666666667,6.30555555555556,7,1,2,"5c2699d8867f660001ae2fd4",2.3434,8.48350000000005,6.30555555555556,5.5625,4.71296296296296,7,2.02777777777778,6.91666666666667,6.30555555555556,1,0,9.990740741,FALSE,FALSE,TRUE,FALSE,"XOR",3
"964",-1,-1,-1,6.35020000000031,-1,-1,-1,1,9.19444444444444,9.93518518518518,9.98148148148148,9.26851851851852,1,3,"5c2699d8867f660001ae2fd4",1.0004,6.35020000000031,9.26851851851852,9.59490740740741,0.533950617283953,9.98148148148148,9.19444444444444,9.93518518518518,9.26851851851852,1,0,9.990740741,FALSE,FALSE,TRUE,FALSE,"XOR",2
"965",4.65010000000052,9.22640000000047,-1,6.11690000000044,1,3,-1,2,3.14814814814815,6.00925925925926,5.17592592592593,5.56481481481481,0,4,"5c2699d8867f660001ae2fd4",5.4336,4.65010000000052,3.14814814814815,4.97453703703704,2.43518518518518,6.00925925925926,3.14814814814815,5.56481481481481,5.17592592592593,3,0,9.990740741,TRUE,FALSE,FALSE,FALSE,"OR",1
"966",-1,6.13350000000014,-1,-1,-1,1,-1,-1,9.97222222222222,9.74074074074074,6.03703703703704,9.98148148148148,0,5,"5c2699d8867f660001ae2fd4",2.6704,6.13350000000014,9.74074074074074,8.93287037037037,3.86111111111111,9.98148148148148,6.03703703703704,9.97222222222222,9.74074074074074,1,0,9.990740741,FALSE,FALSE,TRUE,FALSE,"OR",1
"967",-1,-1,-1,4.18340000000035,-1,-1,-1,1,8.98148148148148,8.06481481481481,7.0462962962963,9.71296296296296,1,6,"5c2699d8867f660001ae2fd4",0.5839,4.18340000000035,9.71296296296296,8.45138888888889,1.87345679012346,9.71296296296296,7.0462962962963,8.98148148148148,8.06481481481481,1,0,9.990740741,FALSE,FALSE,FALSE,TRUE,"XOR",3
"968",-1,-1,-1,9.61670000000004,-1,-1,-1,1,9.03703703703704,8.10185185185185,6.11111111111111,7.23148148148148,1,7,"5c2699d8867f660001ae2fd4",0.495,9.61670000000004,7.23148148148148,7.62037037037037,2.01234567901234,9.03703703703704,6.11111111111111,8.10185185185185,7.23148148148148,1,0,9.990740741,FALSE,FALSE,TRUE,FALSE,"XOR",4
"969",-1,-1,-1,3.20020000000022,-1,-1,-1,1,3.87037037037037,3.50925925925926,2.07407407407407,3.60185185185185,1,8,"5c2699d8867f660001ae2fd4",0.9429,3.20020000000022,3.60185185185185,3.26388888888889,1.58641975308642,3.87037037037037,2.07407407407407,3.60185185185185,3.50925925925926,1,0,9.990740741,FALSE,TRUE,FALSE,FALSE,"XOR",4
"970",-1,-1,22.5080999999998,-1,-1,-1,1,-1,8.07407407407407,6.74074074074074,1.98148148148148,6.90740740740741,1,9,"5c2699d8867f660001ae2fd4",0.7289,22.5080999999998,1.98148148148148,5.92592592592593,5.25925925925926,8.07407407407407,1.98148148148148,6.90740740740741,6.74074074074074,1,0,9.990740741,TRUE,FALSE,FALSE,FALSE,"XOR",2
"971",12.0547999999999,12.7710000000002,4.33340000000044,9.63340000000039,3,4,1,2,4.31481481481481,6.50925925925926,6.48148148148148,5.97222222222222,0,10,"5c2699d8867f660001ae2fd4",9.9923,4.33340000000044,6.48148148148148,5.81944444444444,2.00617283950617,6.50925925925926,4.31481481481481,6.48148148148148,5.97222222222222,4,0,9.990740741,FALSE,TRUE,FALSE,FALSE,"OR",1
"972",4.04990000000043,5.31660000000056,-1,-1,1,2,-1,-1,2.10185185185185,4.37962962962963,6,8.08333333333333,0,11,"5c2699d8867f660001ae2fd4",2.2075,4.04990000000043,2.10185185185185,5.1412037037037,4.05246913580247,8.08333333333333,2.10185185185185,6,4.37962962962963,2,0,9.990740741,TRUE,FALSE,FALSE,FALSE,"OR",1
"973",-1,-1,-1,2.38349999999991,-1,-1,-1,1,7.99074074074074,8.06481481481481,4.26851851851852,3.59259259259259,1,12,"5c2699d8867f660001ae2fd4",0.672,2.38349999999991,3.59259259259259,5.97916666666667,3.1820987654321,8.06481481481481,3.59259259259259,7.99074074074074,4.26851851851852,1,0,9.990740741,TRUE,FALSE,FALSE,FALSE,"XOR",2
"974",-1,5.38340000000039,3.41679999999997,8.25,-1,2,1,3,6.61111111111111,1.81481481481481,1.01851851851852,6.12037037037037,0,13,"5c2699d8867f660001ae2fd4",5.217,3.41679999999997,1.01851851851852,3.8912037037037,3.83024691358025,6.61111111111111,1.01851851851852,6.12037037037037,1.81481481481481,3,0,9.990740741,TRUE,FALSE,FALSE,FALSE,"OR",1
"975",5.28790000000049,3.6835000000001,3.03700000000003,-1,3,2,1,-1,5.89814814814815,0,1.01851851851852,6.16666666666667,0,14,"5c2699d8867f660001ae2fd4",2.5989,3.03700000000003,1.01851851851852,3.27083333333333,4.36111111111111,6.16666666666667,0,5.89814814814815,1.01851851851852,3,0,9.990740741,FALSE,FALSE,TRUE,FALSE,"OR",1
"976",3.31670000000008,6.34999999999991,6.95010000000048,3.84999999999991,1,3,4,2,1.13888888888889,3.87037037037037,5.4537037037037,1.81481481481481,0,15,"5c2699d8867f660001ae2fd4",4.3394,3.31670000000008,1.13888888888889,3.06944444444444,2.57407407407407,5.4537037037037,1.13888888888889,3.87037037037037,1.81481481481481,4,0,9.990740741,TRUE,FALSE,FALSE,FALSE,"OR",1
"977",-1,-1,-1,7.38350000000014,-1,-1,-1,1,6.02777777777778,7.0462962962963,9.34259259259259,5.92592592592593,0,16,"5c2699d8867f660001ae2fd4",1.8037,7.38350000000014,5.92592592592593,7.08564814814815,1.5462962962963,9.34259259259259,5.92592592592593,7.0462962962963,6.02777777777778,1,0,9.990740741,TRUE,FALSE,FALSE,FALSE,"OR",2
"978",-1,-1,-1,10.2868000000008,-1,-1,-1,1,5.09259259259259,4.40740740740741,1.06481481481481,4.03703703703704,1,17,"5c2699d8867f660001ae2fd4",1.2507,10.2868000000008,4.03703703703704,3.65046296296296,3.44753086419753,5.09259259259259,1.06481481481481,4.40740740740741,4.03703703703704,1,0,9.990740741,FALSE,FALSE,TRUE,FALSE,"XOR",3
"979",-1,-1,5.46679999999969,-1,-1,-1,1,-1,1.7962962962963,6.65740740740741,8.25,4.26851851851852,1,18,"5c2699d8867f660001ae2fd4",0.5009,5.46679999999969,8.25,5.24305555555556,4.59567901234568,8.25,1.7962962962963,6.65740740740741,4.26851851851852,1,0,9.990740741,FALSE,FALSE,FALSE,TRUE,"XOR",2
"980",-1,4.22949999999992,-1,-1,-1,1,-1,-1,8.38888888888889,3.50925925925926,6.02777777777778,9.2962962962963,1,19,"5c2699d8867f660001ae2fd4",0.5009,4.22949999999992,3.50925925925926,6.80555555555556,4.39506172839506,9.2962962962963,3.50925925925926,8.38888888888889,6.02777777777778,1,0,9.990740741,TRUE,FALSE,FALSE,FALSE,"XOR",1
"981",6.16679999999974,-1,-1,-1,1,-1,-1,-1,5.96296296296296,3.14814814814815,3.2962962962963,8.43518518518519,1,20,"5c2699d8867f660001ae2fd4",1.0671,6.16679999999974,5.96296296296296,5.21064814814815,2.75,8.43518518518519,3.14814814814815,5.96296296296296,3.2962962962963,1,0,9.990740741,FALSE,TRUE,FALSE,FALSE,"XOR",3
"982",8.24610000000052,-1,-1,-1,1,-1,-1,-1,9.94444444444444,9.98148148148148,9.92592592592593,9.96296296296296,1,21,"5c2699d8867f660001ae2fd4",0.6218,8.24610000000052,9.94444444444444,9.9537037037037,0.0370370370370381,9.98148148148148,9.92592592592593,9.96296296296296,9.94444444444444,1,0,9.990740741,FALSE,FALSE,TRUE,FALSE,"XOR",2
"983",9.96669999999926,-1,-1,8.63329999999974,2,-1,-1,1,3.52777777777778,7.62962962962963,9.33333333333333,6.80555555555556,0,22,"5c2699d8867f660001ae2fd4",4.3013,8.63329999999974,6.80555555555556,6.82407407407407,4.39506172839506,9.33333333333333,3.52777777777778,7.62962962962963,6.80555555555556,2,0,9.990740741,FALSE,FALSE,TRUE,FALSE,"OR",3
"984",-1,-1,-1,3.68340000000057,-1,-1,-1,1,9.34259259259259,8.30555555555556,1.62037037037037,8.81481481481481,1,23,"5c2699d8867f660001ae2fd4",1.5856,3.68340000000057,8.81481481481481,7.02083333333333,7.20061728395062,9.34259259259259,1.62037037037037,8.81481481481481,8.30555555555556,1,0,9.990740741,FALSE,TRUE,FALSE,FALSE,"XOR",2
"985",3.08349999999996,-1,-1,-1,1,-1,-1,-1,8.11111111111111,8.43518518518519,8.07407407407407,8.98148148148148,0,24,"5c2699d8867f660001ae2fd4",2.2014,3.08349999999996,8.11111111111111,8.40046296296296,0.435185185185185,8.98148148148148,8.07407407407407,8.43518518518519,8.11111111111111,1,0,9.990740741,FALSE,FALSE,TRUE,FALSE,"OR",1
"986",-1,4.52029999999991,-1,-1,-1,1,-1,-1,4.13888888888889,3.82407407407407,3.7037037037037,3.94444444444444,0,25,"5c2699d8867f660001ae2fd4",2.817,4.52029999999991,3.82407407407407,3.90277777777778,0.265432098765432,4.13888888888889,3.7037037037037,3.94444444444444,3.82407407407407,1,0,9.990740741,FALSE,FALSE,TRUE,FALSE,"OR",2
"987",-1,-1,-1,6.86270000000036,-1,-1,-1,1,2.36111111111111,1.22222222222222,4.61111111111111,6.12037037037037,1,26,"5c2699d8867f660001ae2fd4",0.5232,6.86270000000036,6.12037037037037,3.5787037037037,3.14197530864197,6.12037037037037,1.22222222222222,4.61111111111111,2.36111111111111,1,0,9.990740741,FALSE,FALSE,FALSE,TRUE,"XOR",3
"988",-1,7.85010000000057,-1,-1,-1,1,-1,-1,9.97222222222222,6.03703703703704,9.84259259259259,8.84259259259259,1,27,"5c2699d8867f660001ae2fd4",0.9543,7.85010000000057,6.03703703703704,8.67361111111111,3.51543209876543,9.97222222222222,6.03703703703704,9.84259259259259,8.84259259259259,1,0,9.990740741,TRUE,FALSE,FALSE,FALSE,"XOR",2
"989",6.74990000000048,7.86659999999961,-1,-1,1,2,-1,-1,2.58333333333333,1.96296296296296,5.11111111111111,9.85185185185185,0,28,"5c2699d8867f660001ae2fd4",2.8493,6.74990000000048,2.58333333333333,4.87731481481481,3.8858024691358,9.85185185185185,1.96296296296296,5.11111111111111,2.58333333333333,2,0,9.990740741,FALSE,FALSE,TRUE,FALSE,"OR",1
"990",11.7665000000002,-1,-1,10.5165999999997,2,-1,-1,1,6.12037037037037,9.98148148148148,6.03703703703704,6.18518518518519,0,29,"5c2699d8867f660001ae2fd4",1.5944,10.5165999999997,6.18518518518519,7.08101851851852,1.39197530864198,9.98148148148148,6.03703703703704,6.18518518518519,6.12037037037037,2,0,9.990740741,FALSE,TRUE,FALSE,FALSE,"OR",1
"991",7.85489999999936,-1,-1,7.18349999999987,2,-1,-1,1,8.25,6.30555555555556,7.62962962962963,5.53703703703704,0,30,"5c2699d8867f660001ae2fd4",1.7004,7.18349999999987,5.53703703703704,6.93055555555556,1.85802469135802,8.25,5.53703703703704,7.62962962962963,6.30555555555556,2,0,9.990740741,TRUE,FALSE,FALSE,FALSE,"OR",1
"992",-1,-1,-1,8.41679999999997,-1,-1,-1,1,9.32407407407407,9.92592592592593,8.80555555555556,6.89814814814815,0,31,"5c2699d8867f660001ae2fd4",1.9836,8.41679999999997,6.89814814814815,8.73842592592593,2.4537037037037,9.92592592592593,6.89814814814815,9.32407407407407,8.80555555555556,1,0,9.990740741,TRUE,FALSE,FALSE,FALSE,"OR",1
"993",-1,-1,4.32879999999977,3.61229999999978,-1,-1,2,1,8.0462962962963,8.15740740740741,8.06481481481481,7.57407407407407,0,32,"5c2699d8867f660001ae2fd4",1.137,3.61229999999978,7.57407407407407,7.96064814814815,0.515432098765432,8.15740740740741,7.57407407407407,8.06481481481481,8.0462962962963,2,0,9.990740741,TRUE,FALSE,FALSE,FALSE,"OR",1
"994",-1,4.50940000000037,6.7331000000006,5.24979999999982,-1,1,3,2,6.0462962962963,3.91666666666667,4,3.59259259259259,0,33,"5c2699d8867f660001ae2fd4",3.2981,4.50940000000037,3.91666666666667,4.38888888888889,1.06172839506173,6.0462962962963,3.59259259259259,4,3.91666666666667,3,0,9.990740741,FALSE,FALSE,TRUE,FALSE,"OR",1
"995",-1,8.57930000000079,7.27930000000083,-1,-1,2,1,-1,6,5.53703703703704,8.81481481481481,7.85185185185185,0,34,"5c2699d8867f660001ae2fd4",1.7536,7.27930000000083,8.81481481481481,7.05092592592593,2.01851851851852,8.81481481481481,5.53703703703704,7.85185185185185,6,2,0,9.990740741,FALSE,FALSE,FALSE,TRUE,"OR",2
"996",9.16670000000022,7.68340000000035,-1,-1,2,1,-1,-1,7.32407407407407,7,8.93518518518519,8.98148148148148,0,35,"5c2699d8867f660001ae2fd4",1.9679,7.68340000000035,7,8.06018518518519,1.41358024691358,8.98148148148148,7,8.93518518518519,7.32407407407407,2,0,9.990740741,TRUE,FALSE,FALSE,FALSE,"OR",1
"997",5.27070000000003,-1,4.50420000000008,3.09999999999991,3,-1,2,1,9.03703703703704,8.90740740740741,5.9537037037037,2.92592592592593,0,36,"5c2699d8867f660001ae2fd4",3.3549,3.09999999999991,2.92592592592593,6.70601851851852,5.04012345679012,9.03703703703704,2.92592592592593,8.90740740740741,5.9537037037037,3,0,9.990740741,TRUE,FALSE,FALSE,FALSE,"OR",1
"998",-1,5.2294000000004,-1,-1,-1,1,-1,-1,1.06481481481481,7.96296296296296,8.03703703703704,5.99074074074074,0,37,"5c2699d8867f660001ae2fd4",1.1462,5.2294000000004,7.96296296296296,5.76388888888889,6.26543209876543,8.03703703703704,1.06481481481481,7.96296296296296,5.99074074074074,1,0,9.990740741,FALSE,TRUE,FALSE,FALSE,"OR",1
"999",-1,10.7333000000008,-1,-1,-1,1,-1,-1,9.37037037037037,5.96296296296296,8.06481481481481,6.37037037037037,0,38,"5c2699d8867f660001ae2fd4",0.4322,10.7333000000008,5.96296296296296,7.44212962962963,1.97222222222222,9.37037037037037,5.96296296296296,8.06481481481481,6.37037037037037,1,0,9.990740741,TRUE,FALSE,FALSE,FALSE,"OR",1
