"","RT1","RT2","RT3","RT4","Order1","Order2","Order3","Order4","Value1","Value2","Value3","Value4","choiceCondition","trialN","participant","firstRT","firstValue","meanValue","valueDiff","bestValue","worstValue","isMoreTarget","NChosen","minValue","maxValue","isWorstFirst","isBestFirst","catChoiceCondition","conflict","conflictRT","secondValue","thirdValue","isSecondFirst","isThirdFirst","multiTarget"
"3092",4.73350000000028,1.94949999999972,5.91749999999956,-1,2,1,3,-1,8.94481963811642,8.97810953859715,6.91415209894948,9.04468784954427,0,91,"5f918dd36eafaf09a1c8ef65",1.94949999999972,8.97810953859715,8.47044228130183,2.0750535764698,9.04468784954427,6.91415209894948,FALSE,3,1.032984649,9.98789524,FALSE,FALSE,"OR",3,1.6545,8.97810953859715,8.94481963811642,TRUE,FALSE,FALSE
"3093",-1,-1,-1,2.71770000004835,-1,-1,-1,1,9.94350771245235,9.84363950102449,8.97810953859715,8.00161373790548,1,92,"5f918dd36eafaf09a1c8ef65",2.71770000004835,8.00161373790548,9.19171762249487,1.58680517945252,9.94350771245235,8.00161373790548,FALSE,1,1.032984649,9.98789524,TRUE,FALSE,"XOR",3,1.5393,9.84363950102449,8.97810953859715,FALSE,FALSE,FALSE
"3094",3.83380000007128,-1,-1,-1,1,-1,-1,-1,8.11257883116264,8.96701340177502,9.94350771245235,8.93372350129429,1,93,"5f918dd36eafaf09a1c8ef65",3.83380000007128,8.11257883116264,8.98920586167107,1.16883604067792,9.94350771245235,8.11257883116264,FALSE,1,1.032984649,9.98789524,TRUE,FALSE,"XOR",3,1.7194,8.96701340177502,8.93372350129429,FALSE,FALSE,FALSE
"3095",-1,3.28300000000036,2.33399999999983,5.38280000007217,-1,2,1,3,6.07081515517357,5.94875318008711,5.95984857190207,6.00423609921928,0,94,"5f918dd36eafaf09a1c8ef65",2.33399999999983,5.95984857190207,5.99591325159551,0.0628800953445277,6.07081515517357,5.94875318008711,FALSE,3,1.032984649,9.98789524,FALSE,FALSE,"OR",3,2.232,6.00423609921928,5.95984857190207,FALSE,TRUE,FALSE
"3096",-1,7.41759999990518,2.6511999999293,-1,-1,2,1,-1,9.89912018513514,9.92131543880809,8.96701340177502,9.91021930198596,0,95,"5f918dd36eafaf09a1c8ef65",2.6511999999293,8.96701340177502,9.67441708192605,0.943204906868042,9.92131543880809,8.96701340177502,FALSE,2,1.032984649,9.98789524,TRUE,FALSE,"OR",3,1.7015,9.91021930198596,9.89912018513514,FALSE,FALSE,FALSE
"3097",1.91689999997652,-1,-1,-1,1,-1,-1,-1,4.9833527712104,5.01664341669831,4.90567832344115,5.01664341669831,1,96,"5f918dd36eafaf09a1c8ef65",1.91689999997652,4.9833527712104,4.98057948201204,0.0998682114278564,5.01664341669831,4.90567832344115,FALSE,1,1.032984649,9.98789524,FALSE,FALSE,"XOR",3,1.727,5.01664341669831,4.9833527712104,FALSE,TRUE,FALSE
"3098",3.66630000007171,-1,4.89990000009493,-1,1,-1,2,-1,7.90174478147045,8.93372350129429,9.05578547638075,8.98920567541928,0,97,"5f918dd36eafaf09a1c8ef65",3.66630000007171,7.90174478147045,8.72011485864119,1.09116010289432,9.05578547638075,7.90174478147045,FALSE,2,1.032984649,9.98789524,TRUE,FALSE,"OR",1,4.4849,8.98920567541928,8.93372350129429,FALSE,FALSE,FALSE
"3099",1.73910000002434,7.38460000002397,-1,-1,1,2,-1,-1,8.97810953859715,8.97810953859715,8.95591577493855,7.00292491856238,0,98,"5f918dd36eafaf09a1c8ef65",1.73910000002434,8.97810953859715,8.47876494267381,1.96778669881524,8.97810953859715,7.00292491856238,FALSE,2,1.032984649,9.98789524,FALSE,TRUE,"OR",3,30.7113,8.97810953859715,8.95591577493855,TRUE,FALSE,FALSE
"3100",-1,-1,1.81739999997626,-1,-1,-1,1,-1,8.95591577493855,9.89912018513514,7.03621407403594,9.04468784954427,1,99,"5f918dd36eafaf09a1c8ef65",1.81739999997626,7.03621407403594,8.73398447091348,2.26369386250338,9.89912018513514,7.03621407403594,FALSE,1,1.032984649,9.98789524,TRUE,FALSE,"XOR",3,1.9732,9.04468784954427,8.95591577493855,FALSE,FALSE,FALSE
"3101",-1,6.40130000007139,-1,-1,-1,1,-1,-1,8.02380675655691,9.00030181224141,9.98789523976956,9.94350771245235,0,100,"5f918dd36eafaf09a1c8ef65",6.40130000007139,9.00030181224141,9.23887788025506,1.62009483159753,9.98789523976956,8.02380675655691,FALSE,1,1.032984649,9.98789524,FALSE,FALSE,"OR",3,1.8872,9.94350771245235,9.00030181224141,FALSE,TRUE,FALSE
"3102",-1,-1,2.6840000000002,-1,-1,-1,1,-1,9.00030181224141,7.00292491856238,9.93241157563022,9.97679761293308,1,101,"5f918dd36eafaf09a1c8ef65",2.6840000000002,9.93241157563022,8.97810897984177,2.63357874837252,9.97679761293308,7.00292491856238,FALSE,1,1.032984649,9.98789524,FALSE,FALSE,"XOR",2,4.7678,9.93241157563022,9.00030181224141,TRUE,FALSE,FALSE
"3103",-1,-1,-1,-1,-1,-1,-1,-1,8.98920567541928,6.90305596212735,9.91021930198596,9.97679761293308,0,102,"5f918dd36eafaf09a1c8ef65",-1,-1,8.94481963811642,2.72235156798542,9.97679761293308,6.90305596212735,FALSE,-1,1.032984649,9.98789524,FALSE,FALSE,"OR",2,1.9687,9.91021930198596,8.98920567541928,FALSE,FALSE,FALSE
"3104",-1,-1,4.4994999999999,-1,-1,-1,1,-1,8.95591577493855,9.94350771245235,7.97942071925405,8.94481963811642,0,103,"5f918dd36eafaf09a1c8ef65",4.4994999999999,7.97942071925405,8.95591596119034,1.30199365591506,9.94350771245235,7.97942071925405,FALSE,1,1.032984649,9.98789524,TRUE,FALSE,"OR",2,1.7394,8.95591577493855,8.94481963811642,FALSE,FALSE,FALSE
"3105",-1,5.4673999999759,-1,-1,-1,1,-1,-1,9.94350771245235,8.02380675655691,9.94350771245235,8.0792889306819,0,104,"5f918dd36eafaf09a1c8ef65",5.4673999999759,8.02380675655691,8.99752777803588,1.29829469530529,9.94350771245235,8.02380675655691,FALSE,1,1.032984649,9.98789524,TRUE,FALSE,"OR",2,1.8448,9.94350771245235,8.0792889306819,FALSE,FALSE,FALSE
"3106",1.73539999997593,3.73330000007172,-1,5.56910000002426,1,2,-1,3,9.92131543880809,7.99051685607618,9.00030181224141,8.86714370033283,0,105,"5f918dd36eafaf09a1c8ef65",1.73539999997593,9.92131543880809,8.94481945186462,1.27240346105126,9.92131543880809,7.99051685607618,FALSE,3,1.032984649,9.98789524,FALSE,TRUE,"OR",1,5.0622,9.00030181224141,8.86714370033283,FALSE,FALSE,FALSE
"3107",-1,7.71329999995214,-1,1.74870000004739,-1,2,-1,1,5.94875318008711,4.05124449783594,5.06102945400117,5.94875318008711,0,106,"5f918dd36eafaf09a1c8ef65",1.74870000004739,5.94875318008711,5.25244507800283,1.60160077355586,5.94875318008711,4.05124449783594,FALSE,2,1.032984649,9.98789524,FALSE,TRUE,"OR",1,2.2186,5.94875318008711,5.06102945400117,TRUE,FALSE,FALSE
"3108",3.25089999997545,1.60060000002341,4.40070000004744,5.50330000007125,2,1,3,4,4.9833527712104,4.05124449783594,4.90567832344115,5.01664341669831,0,107,"5f918dd36eafaf09a1c8ef65",1.60060000002341,4.05124449783594,4.73922975229645,0.917313672614013,5.01664341669831,4.05124449783594,FALSE,4,1.032984649,9.98789524,TRUE,FALSE,"OR",1,3.4009,4.9833527712104,4.90567832344115,FALSE,FALSE,FALSE
"3109",5.85099999999966,-1,3.66719999992802,-1,2,-1,1,-1,9.92131543880809,7.95722695559545,8.91152973763569,9.00030181224141,0,108,"5f918dd36eafaf09a1c8ef65",3.66719999992802,8.91152973763569,8.94759348607016,1.32048870729962,9.92131543880809,7.95722695559545,FALSE,2,1.032984649,9.98789524,FALSE,FALSE,"OR",1,2.6666,9.00030181224141,8.91152973763569,FALSE,TRUE,FALSE
"3110",-1,-1,4.86589999997614,-1,-1,-1,1,-1,9.00030181224141,9.97679761293308,9.91021930198596,8.98920567541928,1,109,"5f918dd36eafaf09a1c8ef65",4.86589999997614,9.91021930198596,9.46913110064493,0.639900566967533,9.97679761293308,8.98920567541928,FALSE,1,1.032984649,9.98789524,FALSE,FALSE,"XOR",3,14.1759,9.91021930198596,9.00030181224141,TRUE,FALSE,FALSE
"3111",6.73389999997562,-1,4.49989999997615,3.35099999999966,3,-1,2,1,5.91546327960638,5.94875318008711,5.94875318008711,5.95984857190207,0,110,"5f918dd36eafaf09a1c8ef65",3.35099999999966,5.95984857190207,5.94320455292067,0.0369883644190505,5.95984857190207,5.91546327960638,FALSE,3,1.032984649,9.98789524,FALSE,TRUE,"OR",3,2.0354,5.94875318008711,5.94875318008711,FALSE,FALSE,FALSE
"3112",-1,3.53490000009606,-1,-1,-1,1,-1,-1,8.02380675655691,8.93372350129429,8.97810953859715,8.97810953859715,0,111,"5f918dd36eafaf09a1c8ef65",3.53490000009606,8.93372350129429,8.72843733376138,0.939507436272621,8.97810953859715,8.02380675655691,FALSE,1,1.032984649,9.98789524,FALSE,FALSE,"OR",3,4.6595,8.97810953859715,8.93372350129429,FALSE,TRUE,FALSE
"3113",5.11650000000009,-1,-1,-1,1,-1,-1,-1,5.87107724230352,9.94350771245235,5.06102945400117,8.97810953859715,1,112,"5f918dd36eafaf09a1c8ef65",5.11650000000009,5.87107724230352,7.46343098683855,3.20320204378317,9.94350771245235,5.06102945400117,FALSE,1,1.032984649,9.98789524,FALSE,FALSE,"XOR",2,5.2854,8.97810953859715,5.87107724230352,FALSE,TRUE,FALSE
"3114",-1,-1,7.66679999995176,-1,-1,-1,1,-1,9.93241157563022,8.82275766302996,9.94350771245235,7.08059936633163,0,113,"5f918dd36eafaf09a1c8ef65",7.66679999995176,9.94350771245235,8.94481907936104,2.48562628403921,9.94350771245235,7.08059936633163,FALSE,1,1.032984649,9.98789524,FALSE,TRUE,"OR",2,1.6018,9.93241157563022,8.82275766302996,FALSE,FALSE,FALSE
"3115",-1,-1,5.60039999997662,-1,-1,-1,1,-1,9.89912018513514,9.94350771245235,9.01139943907788,5.99313921738998,1,114,"5f918dd36eafaf09a1c8ef65",5.60039999997662,9.01139943907788,8.71179163851384,3.62486989483181,9.94350771245235,5.99313921738998,FALSE,1,1.032984649,9.98789524,FALSE,FALSE,"XOR",2,1.8834,9.89912018513514,9.01139943907788,FALSE,TRUE,FALSE
"3116",-1,-1,2.61669999992864,-1,-1,-1,1,-1,8.82275766302996,9.94350771245235,9.04468784954427,8.96701340177502,1,115,"5f918dd36eafaf09a1c8ef65",2.61669999992864,9.04468784954427,9.1944916567004,0.495645324893921,9.94350771245235,8.82275766302996,FALSE,1,1.032984649,9.98789524,FALSE,FALSE,"XOR",1,4.7164,9.04468784954427,8.96701340177502,TRUE,FALSE,FALSE
"3117",-1,6.23709999990479,-1,4.99039999997603,-1,2,-1,1,8.97810953859715,9.00030181224141,9.87692940150523,8.93372350129429,0,116,"5f918dd36eafaf09a1c8ef65",4.99039999997603,8.93372350129429,9.19726606340952,0.351390082820307,9.87692940150523,8.93372350129429,FALSE,2,1.032984649,9.98789524,TRUE,FALSE,"OR",3,3.683,9.00030181224141,8.97810953859715,FALSE,FALSE,FALSE
"3118",4.69969999992827,6.83389999997598,-1,1.76629999995203,2,3,-1,1,8.06819279385978,7.92393780012189,4.96115975255897,4.9833527712104,0,117,"5f918dd36eafaf09a1c8ef65",1.76629999995203,4.9833527712104,6.48416077943776,2.03066803583839,8.06819279385978,4.96115975255897,FALSE,3,1.032984649,9.98789524,FALSE,FALSE,"OR",3,1.6389,7.92393780012189,4.9833527712104,FALSE,TRUE,FALSE
"3119",-1,7.56680000007145,-1,4.51730000007137,-1,2,-1,1,8.96701340177502,8.98920567541928,8.93372350129429,9.05578547638075,0,118,"5f918dd36eafaf09a1c8ef65",4.51730000007137,9.05578547638075,8.98643201371734,0.0702780165640622,9.05578547638075,8.93372350129429,FALSE,2,1.032984649,9.98789524,FALSE,TRUE,"OR",3,1.6076,8.98920567541928,8.96701340177502,FALSE,FALSE,FALSE
"3120",-1,-1,4.38469999992867,2.65179999995235,-1,-1,2,1,9.98789523976956,8.96701340177502,5.91546327960638,8.98920567541928,0,119,"5f918dd36eafaf09a1c8ef65",2.65179999995235,8.98920567541928,8.46489439914256,3.3992414927149,9.98789523976956,5.91546327960638,FALSE,2,1.032984649,9.98789524,FALSE,FALSE,"OR",3,1.3345,8.98920567541928,8.96701340177502,TRUE,FALSE,FALSE
"3121",2.65409999996427,-1,-1,-1,1,-1,-1,-1,2.67592592592593,3,1.4537037037037,1.52777777777778,1,0,"600efc0ddfc7b602e6313c41",2.65409999996427,2.67592592592593,2.16435185185185,0.947530864197531,3,1.4537037037037,FALSE,1,0.194444444,9,FALSE,FALSE,"XOR",1,3.9738,2.67592592592593,1.52777777777778,TRUE,FALSE,FALSE
"3122",-1,5.32169999998814,-1,2.04099999999994,-1,2,-1,1,6.5,5.00925925925926,5.82407407407407,3.97222222222222,0,1,"600efc0ddfc7b602e6313c41",2.04099999999994,3.97222222222222,5.32638888888889,1.80555555555556,6.5,3.97222222222222,FALSE,2,0.194444444,9,TRUE,FALSE,"OR",1,4.2455,5.82407407407407,5.00925925925926,FALSE,FALSE,FALSE
"3123",3.92129999995245,-1,7.04229999995232,-1,1,-1,2,-1,3.97222222222222,5.82407407407407,2.06481481481481,6.01851851851852,0,2,"600efc0ddfc7b602e6313c41",3.92129999995245,3.97222222222222,4.46990740740741,3.20679012345679,6.01851851851852,2.06481481481481,FALSE,2,0.194444444,9,FALSE,FALSE,"OR",2,8.633,5.82407407407407,3.97222222222222,FALSE,TRUE,FALSE
"3124",-1,-1,-1,7.50960000002397,-1,-1,-1,1,7.11111111111111,5.53703703703704,4.97222222222222,3.00925925925926,1,3,"600efc0ddfc7b602e6313c41",7.50960000002397,3.00925925925926,5.15740740740741,2.8641975308642,7.11111111111111,3.00925925925926,FALSE,1,0.194444444,9,TRUE,FALSE,"XOR",1,4.0856,5.53703703703704,4.97222222222222,FALSE,FALSE,FALSE
"3125",4.98839999997608,-1,-1,-1,1,-1,-1,-1,3,4.93518518518519,2.98148148148148,3.97222222222222,1,4,"600efc0ddfc7b602e6313c41",4.98839999997608,3,3.72222222222222,0.987654320987654,4.93518518518519,2.98148148148148,FALSE,1,0.194444444,9,FALSE,FALSE,"XOR",1,4.0578,3.97222222222222,3,FALSE,TRUE,FALSE
"3126",-1,-1,-1,3.82760000002395,-1,-1,-1,1,4.12037037037037,3.52777777777778,5.0462962962963,2.89814814814815,1,5,"600efc0ddfc7b602e6313c41",3.82760000002395,2.89814814814815,3.89814814814815,1.33333333333333,5.0462962962963,2.89814814814815,FALSE,1,0.194444444,9,TRUE,FALSE,"XOR",1,4.5811,4.12037037037037,3.52777777777778,FALSE,FALSE,FALSE
"3127",-1,-1,-1,-1,-1,-1,-1,-1,6.21296296296296,4.99074074074074,5.0462962962963,6.77777777777778,1,6,"600efc0ddfc7b602e6313c41",-1,-1,5.75694444444444,1.02160493827161,6.77777777777778,4.99074074074074,FALSE,-1,0.194444444,9,FALSE,FALSE,"XOR",3,3.6627,6.21296296296296,5.0462962962963,FALSE,FALSE,FALSE
"3128",-1,3.76229999995212,-1,-1,-1,1,-1,-1,1.17592592592593,1.7962962962963,1.65740740740741,2.00925925925926,1,7,"600efc0ddfc7b602e6313c41",3.76229999995212,1.7962962962963,1.65972222222222,0.645061728395062,2.00925925925926,1.17592592592593,FALSE,1,0.194444444,9,FALSE,FALSE,"XOR",1,4.3763,1.7962962962963,1.65740740740741,TRUE,FALSE,FALSE
"3129",-1,3.14770000004773,-1,-1,-1,1,-1,-1,7.31481481481481,2.0462962962963,5.91666666666667,2.58333333333333,1,8,"600efc0ddfc7b602e6313c41",3.14770000004773,2.0462962962963,4.46527777777778,3.22530864197531,7.31481481481481,2.0462962962963,FALSE,1,0.194444444,9,TRUE,FALSE,"XOR",2,3.2797,5.91666666666667,2.58333333333333,FALSE,FALSE,FALSE
"3130",-1,1.34969999998793,-1,-1,-1,1,-1,-1,0.648148148148148,0.268518518518518,0.611111111111111,0.388888888888889,1,9,"600efc0ddfc7b602e6313c41",1.34969999998793,0.268518518518518,0.479166666666667,0.280864197530864,0.648148148148148,0.268518518518518,FALSE,1,0.194444444,9,TRUE,FALSE,"XOR",1,2.5274,0.611111111111111,0.388888888888889,FALSE,FALSE,FALSE
"3131",-1,-1,3.85550000000012,-1,-1,-1,1,-1,6.71296296296296,1.84259259259259,1.75925925925926,1.4537037037037,1,10,"600efc0ddfc7b602e6313c41",3.85550000000012,1.75925925925926,2.94212962962963,1.98456790123457,6.71296296296296,1.4537037037037,FALSE,1,0.194444444,9,FALSE,FALSE,"XOR",1,3.5738,1.84259259259259,1.75925925925926,FALSE,TRUE,FALSE
"3132",-1,-1,2.38839999997617,-1,-1,-1,1,-1,5.01851851851852,2.09259259259259,1.9537037037037,6.0462962962963,0,11,"600efc0ddfc7b602e6313c41",2.38839999997617,1.9537037037037,3.77777777777778,2.4320987654321,6.0462962962963,1.9537037037037,FALSE,1,0.194444444,9,TRUE,FALSE,"OR",2,4.9779,5.01851851851852,2.09259259259259,FALSE,FALSE,FALSE
"3133",-1,2.86779999995247,-1,-1,-1,1,-1,-1,1.02777777777778,2.89814814814815,7.06481481481481,5.00925925925926,1,12,"600efc0ddfc7b602e6313c41",2.86779999995247,2.89814814814815,4,3.96296296296296,7.06481481481481,1.02777777777778,FALSE,1,0.194444444,9,FALSE,FALSE,"XOR",1,3.9421,5.00925925925926,2.89814814814815,FALSE,TRUE,FALSE
"3134",4.13539999997624,-1,3.41429999995239,-1,2,-1,1,-1,5.9537037037037,3.12962962962963,3.78703703703704,4.16666666666667,0,13,"600efc0ddfc7b602e6313c41",3.41429999995239,3.78703703703704,4.25925925925926,1.50617283950617,5.9537037037037,3.12962962962963,FALSE,2,0.194444444,9,FALSE,FALSE,"OR",2,3.5247,4.16666666666667,3.78703703703704,FALSE,TRUE,FALSE
"3135",-1,-1,-1,4.57480000001192,-1,-1,-1,1,0.648148148148148,2.9537037037037,3.81481481481481,4.99074074074074,1,14,"600efc0ddfc7b602e6313c41",4.57480000001192,4.99074074074074,3.10185185185185,3.2716049382716,4.99074074074074,0.648148148148148,FALSE,1,0.194444444,9,FALSE,TRUE,"XOR",2,3.085,3.81481481481481,2.9537037037037,FALSE,FALSE,FALSE
"3136",-1,-1,-1,5.70969999998806,-1,-1,-1,1,6.13888888888889,3.81481481481481,3.97222222222222,3.17592592592593,1,15,"600efc0ddfc7b602e6313c41",5.70969999998806,3.17592592592593,4.27546296296296,1.46604938271605,6.13888888888889,3.17592592592593,FALSE,1,0.194444444,9,TRUE,FALSE,"XOR",4,5.0029,3.97222222222222,3.81481481481481,FALSE,FALSE,FALSE
"3137",-1,5.68210000002387,7.40220000004774,3.58780000001207,-1,2,3,1,1.62962962962963,2.93518518518519,2.44444444444444,1.13888888888889,0,16,"600efc0ddfc7b602e6313c41",3.58780000001207,1.13888888888889,2.03703703703704,1.19753086419753,2.93518518518519,1.13888888888889,FALSE,3,0.194444444,9,TRUE,FALSE,"OR",1,3.977,2.44444444444444,1.62962962962963,FALSE,FALSE,FALSE
"3138",-1,-1,2.2808999999761,4.36139999997613,-1,-1,1,2,6.13888888888889,6.99074074074074,2.52777777777778,6.99074074074074,0,17,"600efc0ddfc7b602e6313c41",2.2808999999761,2.52777777777778,5.66203703703704,4.17901234567901,6.99074074074074,2.52777777777778,FALSE,2,0.194444444,9,TRUE,FALSE,"OR",1,19.8741,6.99074074074074,6.13888888888889,FALSE,FALSE,FALSE
"3139",-1,2.97410000002378,-1,-1,-1,1,-1,-1,3.0462962962963,1.75925925925926,5.00925925925926,1.81481481481481,1,18,"600efc0ddfc7b602e6313c41",2.97410000002378,1.75925925925926,2.90740740740741,1.53086419753086,5.00925925925926,1.75925925925926,FALSE,1,0.194444444,9,TRUE,FALSE,"XOR",1,4.2131,3.0462962962963,1.81481481481481,FALSE,FALSE,FALSE
"3140",3.05410000002371,-1,-1,-1,1,-1,-1,-1,2.00925925925926,1.02777777777778,1.03703703703704,1.27777777777778,1,19,"600efc0ddfc7b602e6313c41",3.05410000002371,2.00925925925926,1.33796296296296,0.41358024691358,2.00925925925926,1.02777777777778,FALSE,1,0.194444444,9,FALSE,TRUE,"XOR",1,2.9979,1.27777777777778,1.03703703703704,FALSE,FALSE,FALSE
"3141",3.28119999998808,-1,-1,-1,1,-1,-1,-1,2.07407407407407,0.75925925925926,3.00925925925926,1.18518518518519,1,20,"600efc0ddfc7b602e6313c41",3.28119999998808,2.07407407407407,1.75694444444444,1.33024691358025,3.00925925925926,0.75925925925926,FALSE,1,0.194444444,9,FALSE,FALSE,"XOR",2,3.0577,2.07407407407407,1.18518518518519,TRUE,FALSE,FALSE
"3142",-1,-1,-1,3.41430000001196,-1,-1,-1,1,2.40740740740741,2.06481481481481,0.296296296296296,0.824074074074074,0,21,"600efc0ddfc7b602e6313c41",3.41430000001196,0.824074074074074,1.39814814814815,1.46913580246914,2.40740740740741,0.296296296296296,FALSE,1,0.194444444,9,FALSE,FALSE,"OR",1,3.5418,2.06481481481481,0.824074074074074,FALSE,TRUE,FALSE
"3143",-1,7.69650000000001,2.6283000000119,-1,-1,2,1,-1,4.99074074074074,4.97222222222222,4.23148148148148,3.42592592592593,0,22,"600efc0ddfc7b602e6313c41",2.6283000000119,4.23148148148148,4.40509259259259,1.30555555555556,4.99074074074074,3.42592592592593,FALSE,2,0.194444444,9,FALSE,FALSE,"OR",1,2.6699,4.97222222222222,4.23148148148148,FALSE,TRUE,FALSE
"3144",-1,4.21489999997607,2.40100000000007,-1,-1,2,1,-1,4.97222222222222,2.2962962962963,0.296296296296296,4.09259259259259,0,23,"600efc0ddfc7b602e6313c41",2.40100000000007,0.296296296296296,2.91435185185185,3.49074074074074,4.97222222222222,0.296296296296296,FALSE,2,0.194444444,9,TRUE,FALSE,"OR",2,3.8439,4.09259259259259,2.2962962962963,FALSE,FALSE,FALSE
"3145",6.0954999999999,3.00230000001193,-1,4.654699999988,3,1,-1,2,1.22222222222222,1.76851851851852,1.96296296296296,0.675925925925926,0,24,"600efc0ddfc7b602e6313c41",3.00230000001193,1.76851851851852,1.40740740740741,0.975308641975309,1.96296296296296,0.675925925925926,FALSE,3,0.194444444,9,FALSE,FALSE,"OR",1,4.1767,1.76851851851852,1.22222222222222,TRUE,FALSE,FALSE
"3146",6.7623999999762,-1,3.8415,-1,2,-1,1,-1,5.88888888888889,6.99074074074074,5.90740740740741,7.19444444444444,0,25,"600efc0ddfc7b602e6313c41",3.8415,5.90740740740741,6.49537037037037,0.808641975308642,7.19444444444444,5.88888888888889,FALSE,2,0.194444444,9,FALSE,FALSE,"OR",4,5.1195,6.99074074074074,5.90740740740741,FALSE,TRUE,FALSE
"3147",5.57529999995222,-1,6.41529999995214,3.90829999995231,2,-1,3,1,2.7962962962963,3.97222222222222,3.52777777777778,2.53703703703704,0,26,"600efc0ddfc7b602e6313c41",3.90829999995231,2.53703703703704,3.20833333333333,0.895061728395062,3.97222222222222,2.53703703703704,FALSE,3,0.194444444,9,TRUE,FALSE,"OR",1,3.8062,3.52777777777778,2.7962962962963,FALSE,FALSE,FALSE
"3148",-1,4.94830000001184,-1,-1,-1,1,-1,-1,7.0462962962963,6.99074074074074,6.72222222222222,7.12037037037037,1,27,"600efc0ddfc7b602e6313c41",4.94830000001184,6.99074074074074,6.96990740740741,0.330246913580245,7.12037037037037,6.72222222222222,FALSE,1,0.194444444,9,FALSE,FALSE,"XOR",3,5.0622,7.0462962962963,6.99074074074074,FALSE,TRUE,FALSE
"3149",6.38900000000012,-1,-1,3.90819999998803,2,-1,-1,1,6.07407407407407,7.00925925925926,6.10185185185185,5.88888888888889,0,28,"600efc0ddfc7b602e6313c41",3.90819999998803,5.88888888888889,6.26851851851852,0.506172839506173,7.00925925925926,5.88888888888889,FALSE,2,0.194444444,9,TRUE,FALSE,"OR",2,3.3929,6.10185185185185,6.07407407407407,FALSE,FALSE,FALSE
"3150",3.48209999996425,-1,2.13400000000001,-1,2,-1,1,-1,2.97222222222222,4,2.85185185185185,5,0,29,"600efc0ddfc7b602e6313c41",2.13400000000001,2.85185185185185,3.70601851851852,1.13888888888889,5,2.85185185185185,FALSE,2,0.194444444,9,TRUE,FALSE,"OR",1,4.0443,4,2.97222222222222,FALSE,FALSE,FALSE
"3151",-1,-1,-1,2.42819999998824,-1,-1,-1,1,7.00925925925926,6.43518518518519,4.9537037037037,5.97222222222222,1,30,"600efc0ddfc7b602e6313c41",2.42819999998824,5.97222222222222,6.09259259259259,1.51851851851852,7.00925925925926,4.9537037037037,FALSE,1,0.194444444,9,FALSE,FALSE,"XOR",3,4.3715,6.43518518518519,5.97222222222222,FALSE,TRUE,FALSE
"3152",3.88099999999986,-1,-1,3.14739999997619,2,-1,-1,1,3.0462962962963,2.67592592592593,6.07407407407407,3,0,31,"600efc0ddfc7b602e6313c41",3.14739999997619,3,3.69907407407407,1.3641975308642,6.07407407407407,2.67592592592593,FALSE,2,0.194444444,9,FALSE,FALSE,"OR",4,3.5366,3.0462962962963,3,FALSE,TRUE,FALSE
"3153",5.29510000002392,-1,3.85450000000014,2.4408000000119,3,-1,2,1,1.84259259259259,0.972222222222222,0.583333333333333,1.98148148148148,0,32,"600efc0ddfc7b602e6313c41",2.4408000000119,1.98148148148148,1.34490740740741,1.01543209876543,1.98148148148148,0.583333333333333,FALSE,3,0.194444444,9,FALSE,TRUE,"OR",1,2.8709,1.84259259259259,0.972222222222222,FALSE,FALSE,FALSE
"3154",-1,-1,2.73400000000015,-1,-1,-1,1,-1,2.98148148148148,6.57407407407407,0.638888888888889,1.27777777777778,1,33,"600efc0ddfc7b602e6313c41",2.73400000000015,0.638888888888889,2.86805555555556,2.97222222222222,6.57407407407407,0.638888888888889,FALSE,1,0.194444444,9,TRUE,FALSE,"XOR",1,3.217,2.98148148148148,1.27777777777778,FALSE,FALSE,FALSE
"3155",-1,-1,-1,4.34789999997611,-1,-1,-1,1,3.87037037037037,7.10185185185185,3.78703703703704,0.75925925925926,1,34,"600efc0ddfc7b602e6313c41",4.34789999997611,0.75925925925926,3.87962962962963,4.16049382716049,7.10185185185185,0.75925925925926,FALSE,1,0.194444444,9,TRUE,FALSE,"XOR",1,3.2613,3.87037037037037,3.78703703703704,FALSE,FALSE,FALSE
"3156",-1,-1,4.1880000000001,-1,-1,-1,1,-1,3.81481481481481,2.09259259259259,1.98148148148148,4.99074074074074,1,35,"600efc0ddfc7b602e6313c41",4.1880000000001,1.98148148148148,3.21990740740741,1.65123456790124,4.99074074074074,1.98148148148148,FALSE,1,0.194444444,9,TRUE,FALSE,"XOR",1,2.9563,3.81481481481481,2.09259259259259,FALSE,FALSE,FALSE
"3157",-1,-1,-1,4.21590000003562,-1,-1,-1,1,5.87037037037037,5.91666666666667,3.12962962962963,3.99074074074074,1,36,"600efc0ddfc7b602e6313c41",4.21590000003562,3.99074074074074,4.72685185185185,2.12962962962963,5.91666666666667,3.12962962962963,FALSE,1,0.194444444,9,FALSE,FALSE,"XOR",2,10.3542,5.87037037037037,3.99074074074074,FALSE,TRUE,FALSE
"3158",-1,-1,-1,4.32139999997617,-1,-1,-1,1,4.16666666666667,3.52777777777778,3.03703703703704,3.9537037037037,1,37,"600efc0ddfc7b602e6313c41",4.32139999997617,3.9537037037037,3.6712962962963,0.845679012345679,4.16666666666667,3.03703703703704,FALSE,1,0.194444444,9,FALSE,FALSE,"XOR",1,3.0309,3.9537037037037,3.52777777777778,TRUE,FALSE,FALSE
