"","RT1","RT2","RT3","RT4","Order1","Order2","Order3","Order4","Value1","Value2","Value3","Value4","choiceCondition","trialN","participant","firstRT","firstValue","meanValue","valueDiff","bestValue","worstValue","NChosen","minValue","maxValue","isWorstFirst","isBestFirst","catChoiceCondition","conflict","multiTarget"
"1",4.634125,3.185055,7.675515,-1,2,1,3,-1,6.453703704,8.074074074,5.12037037,3.064814815,0,0,"577d6a6c160201000103d7fc",3.185055,8.074074074,5.678240741,3.194444444,8.074074074,3.064814815,3,0.111111111,9.981481481,FALSE,TRUE,"OR",3,FALSE
"2",5.53311,6.967525,3.334625,-1,2,3,1,-1,5,5.055555556,4.351851852,0.555555556,0,1,"577d6a6c160201000103d7fc",3.334625,4.351851852,3.740740741,1.75308642,5.055555556,0.555555556,3,0.111111111,9.981481481,FALSE,FALSE,"OR",1,FALSE
"3",3.199965,-1,-1,-1,1,-1,-1,-1,3.537037037,2.462962963,2.407407407,3.574074074,1,2,"577d6a6c160201000103d7fc",3.199965,3.537037037,2.99537037,0.771604938,3.574074074,2.407407407,1,0.111111111,9.981481481,FALSE,FALSE,"XOR",1,FALSE
"4",4.167505,-1,-1,-1,1,-1,-1,-1,3.537037037,2.537037037,4.972222222,4.990740741,1,3,"577d6a6c160201000103d7fc",4.167505,3.537037037,4.009259259,1.308641975,4.990740741,2.537037037,1,0.111111111,9.981481481,FALSE,FALSE,"XOR",1,FALSE
"5",-1,-1,4.033345,-1,-1,-1,1,-1,9.416666667,6.972222222,8.509259259,7.148148148,1,4,"577d6a6c160201000103d7fc",4.033345,8.509259259,8.011574074,1.87345679,9.416666667,6.972222222,1,0.111111111,9.981481481,FALSE,FALSE,"XOR",2,FALSE
"6",-1,7.89961,6.587945,3.00038,-1,3,2,1,6.814814815,5.092592593,4.925925926,5.12962963,0,5,"577d6a6c160201000103d7fc",3.00038,5.12962963,5.490740741,1.765432099,6.814814815,4.925925926,3,0.111111111,9.981481481,FALSE,FALSE,"OR",2,FALSE
"7",-1,-1,4.965945,-1,-1,-1,1,-1,4.611111111,6.12037037,8.074074074,7.027777778,1,6,"577d6a6c160201000103d7fc",4.965945,8.074074074,6.458333333,2.154320988,8.074074074,4.611111111,1,0.111111111,9.981481481,FALSE,TRUE,"XOR",3,FALSE
"8",7.83192,5.616075,6.247885,7.248765,4,1,2,3,2.888888889,6.138888889,7.657407407,5,0,7,"577d6a6c160201000103d7fc",5.616075,6.138888889,5.421296296,2.981481481,7.657407407,2.888888889,4,0.111111111,9.981481481,FALSE,FALSE,"OR",1,FALSE
"9",4.81889,3.799735,5.63317,6.79198,2,1,3,4,8.314814815,8.361111111,7.111111111,4.944444444,0,8,"577d6a6c160201000103d7fc",3.799735,8.361111111,7.18287037,1.570987654,8.361111111,4.944444444,4,0.111111111,9.981481481,FALSE,TRUE,"OR",2,FALSE
"10",-1,3.81929,-1,-1,-1,1,-1,-1,8.212962963,6,4.611111111,7.157407407,1,9,"577d6a6c160201000103d7fc",3.81929,6,6.49537037,2.290123457,8.212962963,4.611111111,1,0.111111111,9.981481481,FALSE,FALSE,"XOR",2,FALSE
"11",5.512165,1.8623,5.062375,4.16215,4,1,3,2,7.944444444,8.5,5,4.824074074,0,10,"577d6a6c160201000103d7fc",1.8623,8.5,6.56712963,2.577160494,8.5,4.824074074,4,0.111111111,9.981481481,FALSE,TRUE,"OR",2,FALSE
"12",-1,-1,2.3503,-1,-1,-1,1,-1,4.981481481,5.185185185,7.666666667,4.990740741,1,11,"577d6a6c160201000103d7fc",2.3503,7.666666667,5.706018519,2.614197531,7.666666667,4.981481481,1,0.111111111,9.981481481,FALSE,TRUE,"XOR",2,FALSE
"13",-1,3.91713,-1,-1,-1,1,-1,-1,8.305555556,4.87962963,4.87962963,8.277777778,1,12,"577d6a6c160201000103d7fc",3.91713,4.87962963,6.585648148,2.293209877,8.305555556,4.87962963,1,0.111111111,9.981481481,TRUE,FALSE,"XOR",1,FALSE
"14",-1,-1,-1,2.249355,-1,-1,-1,1,8.203703704,5.101851852,7.462962963,5.009259259,1,13,"577d6a6c160201000103d7fc",2.249355,5.009259259,6.444444444,2.345679012,8.203703704,5.009259259,1,0.111111111,9.981481481,TRUE,FALSE,"XOR",1,FALSE
"15",-1,7.236005,-1,-1,-1,1,-1,-1,8.509259259,7.314814815,4.842592593,8.314814815,0,14,"577d6a6c160201000103d7fc",7.236005,7.314814815,7.24537037,1.685185185,8.509259259,4.842592593,1,0.111111111,9.981481481,FALSE,FALSE,"OR",1,FALSE
"16",4.282155,3.2659,4.70161,2.382765,3,2,4,1,4.981481481,4.87962963,1.777777778,6.324074074,0,15,"577d6a6c160201000103d7fc",2.382765,6.324074074,4.490740741,2.444444444,6.324074074,1.777777778,4,0.111111111,9.981481481,FALSE,TRUE,"OR",1,FALSE
"17",6.96388,6.28083,3.83081,5.180685,4,3,1,2,5.055555556,4.981481481,5.101851852,7.574074074,0,16,"577d6a6c160201000103d7fc",3.83081,5.101851852,5.678240741,2.527777778,7.574074074,4.981481481,4,0.111111111,9.981481481,FALSE,FALSE,"OR",1,FALSE
"18",3.716065,-1,-1,-1,1,-1,-1,-1,9.12037037,5.435185185,6.009259259,7.462962963,1,17,"577d6a6c160201000103d7fc",3.716065,9.12037037,7.006944444,2.817901235,9.12037037,5.435185185,1,0.111111111,9.981481481,FALSE,TRUE,"XOR",3,FALSE
"19",7.099265,4.781375,5.570765,6.814625,4,1,2,3,4.518518519,5.12962963,6.194444444,6.981481481,0,18,"577d6a6c160201000103d7fc",4.781375,5.12962963,5.706018519,1.700617284,6.981481481,4.518518519,4,0.111111111,9.981481481,FALSE,FALSE,"OR",1,FALSE
"20",-1,-1,5.78758,-1,-1,-1,1,-1,6.055555556,3.962962963,5.074074074,5.009259259,1,19,"577d6a6c160201000103d7fc",5.78758,5.074074074,5.025462963,1.37345679,6.055555556,3.962962963,1,0.111111111,9.981481481,FALSE,FALSE,"XOR",1,FALSE
"21",-1,3.567735,-1,-1,-1,1,-1,-1,1.787037037,4.898148148,4.981481481,5.074074074,1,20,"577d6a6c160201000103d7fc",3.567735,4.898148148,4.185185185,1.185185185,5.074074074,1.787037037,1,0.111111111,9.981481481,FALSE,FALSE,"XOR",1,FALSE
"22",-1,-1,4.864785,-1,-1,-1,1,-1,7.175925926,7.027777778,6.453703704,8.027777778,1,21,"577d6a6c160201000103d7fc",4.864785,6.453703704,7.171296296,1.141975309,8.027777778,6.453703704,1,0.111111111,9.981481481,TRUE,FALSE,"XOR",1,FALSE
"23",4.116755,6.08433,5.099625,3.26657,2,4,3,1,5.074074074,5.490740741,8.888888889,8.064814815,0,22,"577d6a6c160201000103d7fc",3.26657,8.064814815,6.87962963,2.679012346,8.888888889,5.074074074,4,0.111111111,9.981481481,FALSE,FALSE,"OR",1,FALSE
"24",3.283685,5.833475,6.58313,7.06685,1,2,3,4,6.018518519,7.398148148,6.935185185,8.175925926,0,23,"577d6a6c160201000103d7fc",3.283685,6.018518519,7.131944444,1.391975309,8.175925926,6.018518519,4,0.111111111,9.981481481,TRUE,FALSE,"OR",2,FALSE
"25",6.43301,-1,-1,-1,1,-1,-1,-1,8.935185185,4.990740741,5.75,7.537037037,1,24,"577d6a6c160201000103d7fc",6.43301,8.935185185,6.803240741,2.842592593,8.935185185,4.990740741,1,0.111111111,9.981481481,FALSE,TRUE,"XOR",3,FALSE
"26",6.56089,6.877065,4.043105,5.87678,3,4,1,2,4.037037037,7.953703704,5.601851852,4.351851852,0,25,"577d6a6c160201000103d7fc",4.043105,5.601851852,5.486111111,3.290123457,7.953703704,4.037037037,4,0.111111111,9.981481481,FALSE,FALSE,"OR",1,FALSE
"27",4.03257,4.28292,2.91635,2.28419,3,4,2,1,3.453703704,2.472222222,5.046296296,6.240740741,0,26,"577d6a6c160201000103d7fc",2.28419,6.240740741,4.303240741,2.583333333,6.240740741,2.472222222,4,0.111111111,9.981481481,FALSE,TRUE,"OR",1,FALSE
"28",3.15385,5.616435,4.817015,2.36644,2,4,3,1,5.009259259,8.027777778,5.037037037,6.018518519,0,27,"577d6a6c160201000103d7fc",2.36644,6.018518519,6.023148148,2.672839506,8.027777778,5.009259259,4,0.111111111,9.981481481,FALSE,FALSE,"OR",3,FALSE
"29",6.200245,6.482385,7.018615,5.448775,2,3,4,1,7.518518519,5.018518519,5.092592593,5.972222222,0,28,"577d6a6c160201000103d7fc",5.448775,5.972222222,5.900462963,2.157407407,7.518518519,5.018518519,4,0.111111111,9.981481481,FALSE,FALSE,"OR",1,FALSE
"30",-1,-1,2.381685,-1,-1,-1,1,-1,7.537037037,5.601851852,8.074074074,5.435185185,1,29,"577d6a6c160201000103d7fc",2.381685,8.074074074,6.662037037,1.882716049,8.074074074,5.435185185,1,0.111111111,9.981481481,FALSE,TRUE,"XOR",2,FALSE
"31",-1,-1,4.00028,-1,-1,-1,1,-1,5.601851852,6.638888889,4.861111111,5.009259259,1,30,"577d6a6c160201000103d7fc",4.00028,4.861111111,5.527777778,1.481481481,6.638888889,4.861111111,1,0.111111111,9.981481481,TRUE,FALSE,"XOR",1,FALSE
"32",-1,-1,3.4649,-1,-1,-1,1,-1,5.064814815,4.842592593,4.861111111,4.962962963,1,31,"577d6a6c160201000103d7fc",3.4649,4.861111111,4.93287037,0.175925926,5.064814815,4.842592593,1,0.111111111,9.981481481,FALSE,FALSE,"XOR",1,FALSE
"33",5.469855,6.966435,6.01694,6.6332,1,4,2,3,5.009259259,6.009259259,5.222222222,8.175925926,0,32,"577d6a6c160201000103d7fc",5.469855,5.009259259,6.104166667,2.762345679,8.175925926,5.009259259,4,0.111111111,9.981481481,TRUE,FALSE,"OR",1,FALSE
"34",-1,-1,-1,2.38263,-1,-1,-1,1,5.222222222,5.046296296,5.490740741,6.861111111,1,33,"577d6a6c160201000103d7fc",2.38263,6.861111111,5.655092593,1.608024691,6.861111111,5.046296296,1,0.111111111,9.981481481,FALSE,TRUE,"XOR",1,FALSE
"35",-1,-1,6.70173,-1,-1,-1,1,-1,5.101851852,4.990740741,7.62962963,4.481481481,1,34,"577d6a6c160201000103d7fc",6.70173,7.62962963,5.550925926,2.771604938,7.62962963,4.481481481,1,0.111111111,9.981481481,FALSE,TRUE,"XOR",1,FALSE
"36",6.650245,7.317485,4.16824,-1,2,3,1,-1,6.981481481,6.018518519,4.898148148,6,0,35,"577d6a6c160201000103d7fc",4.16824,4.898148148,5.974537037,1.342592593,6.981481481,4.898148148,3,0.111111111,9.981481481,TRUE,FALSE,"OR",1,FALSE
"37",2.672885,6.78571,7.15163,4.684125,1,3,4,2,6.12037037,4.981481481,7.157407407,5.601851852,0,36,"577d6a6c160201000103d7fc",2.672885,6.12037037,5.965277778,1.589506173,7.157407407,4.981481481,4,0.111111111,9.981481481,FALSE,FALSE,"OR",1,FALSE
"38",5.849845,4.81677,5.26815,6.300345,3,1,2,4,6.138888889,6.907407407,5.046296296,4.972222222,0,37,"577d6a6c160201000103d7fc",4.81677,6.907407407,5.766203704,1.521604938,6.907407407,4.972222222,4,0.111111111,9.981481481,FALSE,TRUE,"OR",2,FALSE
"39",5.599865,4.799895,2.84984,3.549805,4,3,1,2,8.935185185,8.268518519,8.074074074,8.935185185,0,38,"577d6a6c160201000103d7fc",2.84984,8.074074074,8.553240741,0.509259259,8.935185185,8.074074074,4,0.111111111,9.981481481,TRUE,FALSE,"OR",3,TRUE
"40",-1,-1,3.917295,-1,-1,-1,1,-1,5.935185185,6.148148148,5.601851852,6.444444444,1,39,"577d6a6c160201000103d7fc",3.917295,5.601851852,6.032407407,0.549382716,6.444444444,5.601851852,1,0.111111111,9.981481481,TRUE,FALSE,"XOR",1,FALSE
"41",1.999855,-1,-1,-1,1,-1,-1,-1,5.074074074,8.888888889,6.018518519,8.277777778,1,40,"577d6a6c160201000103d7fc",1.999855,5.074074074,7.064814815,2.432098765,8.888888889,5.074074074,1,0.111111111,9.981481481,TRUE,FALSE,"XOR",1,FALSE
"42",-1,-1,-1,6.94921,-1,-1,-1,1,5.018518519,4.981481481,5.074074074,5.027777778,1,41,"577d6a6c160201000103d7fc",6.94921,5.027777778,5.025462963,0.064814815,5.074074074,4.981481481,1,0.111111111,9.981481481,FALSE,FALSE,"XOR",1,FALSE
"43",3.236305,2.43087,6.915455,6.48053,2,1,4,3,5.12962963,4.962962963,4.888888889,5.009259259,0,42,"577d6a6c160201000103d7fc",2.43087,4.962962963,4.997685185,0.175925926,5.12962963,4.888888889,4,0.111111111,9.981481481,FALSE,FALSE,"OR",1,FALSE
"44",3.449715,-1,-1,-1,1,-1,-1,-1,8.990740741,8.027777778,8.212962963,8.361111111,1,43,"577d6a6c160201000103d7fc",3.449715,8.990740741,8.398148148,0.790123457,8.990740741,8.027777778,1,0.111111111,9.981481481,FALSE,TRUE,"XOR",1,FALSE
"45",-1,-1,5.728375,-1,-1,-1,1,-1,4.518518519,5.046296296,8.990740741,4.972222222,1,44,"577d6a6c160201000103d7fc",5.728375,8.990740741,5.881944444,4.145061728,8.990740741,4.518518519,1,0.111111111,9.981481481,FALSE,TRUE,"XOR",1,FALSE
"46",1.649935,-1,-1,-1,1,-1,-1,-1,8.314814815,5.009259259,4.962962963,8.175925926,1,45,"577d6a6c160201000103d7fc",1.649935,8.314814815,6.615740741,2.265432099,8.314814815,4.962962963,1,0.111111111,9.981481481,FALSE,TRUE,"XOR",1,FALSE
"47",-1,-1,-1,1.90001,-1,-1,-1,1,5.018518519,6.037037037,6.638888889,8.935185185,1,46,"577d6a6c160201000103d7fc",1.90001,8.935185185,6.657407407,3.037037037,8.935185185,5.018518519,1,0.111111111,9.981481481,FALSE,TRUE,"XOR",1,FALSE
"48",6.53439,-1,7.486885,5.40926,2,-1,3,1,8.111111111,8.935185185,8.027777778,5.37962963,0,47,"577d6a6c160201000103d7fc",5.40926,5.37962963,7.613425926,1.762345679,8.935185185,5.37962963,3,0.111111111,9.981481481,TRUE,FALSE,"OR",1,FALSE
"49",4.764375,-1,7.83169,7.27194,1,-1,3,2,5.12962963,6.814814815,4.990740741,5.694444444,0,48,"577d6a6c160201000103d7fc",4.764375,5.12962963,5.657407407,1.543209877,6.814814815,4.990740741,3,0.111111111,9.981481481,FALSE,FALSE,"OR",1,FALSE
"50",-1,-1,-1,2.32168,-1,-1,-1,1,5.277777778,5.009259259,5.027777778,7.175925926,1,49,"577d6a6c160201000103d7fc",2.32168,7.175925926,5.622685185,2.070987654,7.175925926,5.009259259,1,0.111111111,9.981481481,FALSE,TRUE,"XOR",1,FALSE
"51",4.803555,7.649115,7.95221,6.2857,1,3,4,2,4.990740741,6.055555556,5.111111111,5.055555556,0,50,"577d6a6c160201000103d7fc",4.803555,4.990740741,5.303240741,1.00308642,6.055555556,4.990740741,4,0.111111111,9.981481481,TRUE,FALSE,"OR",1,FALSE
"52",4.33666,-1,-1,-1,1,-1,-1,-1,4.898148148,5.962962963,5.055555556,5.12962963,1,51,"577d6a6c160201000103d7fc",4.33666,4.898148148,5.261574074,0.935185185,5.962962963,4.898148148,1,0.111111111,9.981481481,TRUE,FALSE,"XOR",1,FALSE
"53",4.065725,5.065905,6.015455,6.33178,1,2,3,4,5.074074074,5.435185185,5.703703704,7.194444444,0,52,"577d6a6c160201000103d7fc",4.065725,5.074074074,5.851851852,1.790123457,7.194444444,5.074074074,4,0.111111111,9.981481481,TRUE,FALSE,"OR",2,FALSE
"54",1.21785,-1,-1,-1,1,-1,-1,-1,6.861111111,5.064814815,4.611111111,4.935185185,1,53,"577d6a6c160201000103d7fc",1.21785,6.861111111,5.368055556,1.990740741,6.861111111,4.611111111,1,0.111111111,9.981481481,FALSE,TRUE,"XOR",1,FALSE
"55",2.067995,4.5834,3.01637,4.20352,1,4,2,3,5.009259259,5,7.027777778,5.972222222,0,54,"577d6a6c160201000103d7fc",2.067995,5.009259259,5.752314815,1.700617284,7.027777778,5,4,0.111111111,9.981481481,FALSE,FALSE,"OR",1,FALSE
"56",-1,1.715915,-1,-1,-1,1,-1,-1,5.009259259,4.962962963,4.935185185,5.222222222,1,55,"577d6a6c160201000103d7fc",1.715915,4.962962963,5.032407407,0.25308642,5.222222222,4.935185185,1,0.111111111,9.981481481,FALSE,FALSE,"XOR",1,FALSE
"57",-1,-1,-1,-1,-1,-1,-1,-1,3.37962963,3.194444444,2.888888889,2.537037037,0,56,"577d6a6c160201000103d7fc",-1,-1,3,0.50617284,3.37962963,2.537037037,-1,0.111111111,9.981481481,FALSE,FALSE,"OR",1,FALSE
"58",5.618555,5.267425,3.61695,2.984715,4,3,2,1,6.981481481,6.148148148,7.027777778,6.638888889,0,57,"577d6a6c160201000103d7fc",2.984715,6.638888889,6.699074074,0.438271605,7.027777778,6.148148148,4,0.111111111,9.981481481,FALSE,FALSE,"OR",1,FALSE
"59",-1,-1,3.998625,-1,-1,-1,1,-1,7.462962963,7.898148148,8.935185185,8.277777778,1,58,"577d6a6c160201000103d7fc",3.998625,8.935185185,8.143518519,1.055555556,8.935185185,7.462962963,1,0.111111111,9.981481481,FALSE,TRUE,"XOR",1,FALSE
"60",3.1657,-1,-1,-1,1,-1,-1,-1,6.444444444,8.268518519,8.074074074,4.824074074,1,59,"577d6a6c160201000103d7fc",3.1657,6.444444444,6.902777778,1.820987654,8.268518519,4.824074074,1,0.111111111,9.981481481,FALSE,FALSE,"XOR",1,FALSE
"61",2.633825,-1,-1,-1,1,-1,-1,-1,6.861111111,6.907407407,8.361111111,9.583333333,1,60,"577d6a6c160201000103d7fc",2.633825,6.861111111,7.928240741,2.206790123,9.583333333,6.861111111,1,0.111111111,9.981481481,TRUE,FALSE,"XOR",3,FALSE
"62",-1,-1,-1,7.974745,-1,-1,-1,1,0.907407407,0.796296296,0.111111111,0.962962963,1,61,"577d6a6c160201000103d7fc",7.974745,0.962962963,0.694444444,0.358024691,0.962962963,0.111111111,1,0.111111111,9.981481481,FALSE,TRUE,"XOR",3,FALSE
"63",-1,-1,1.432675,-1,-1,-1,1,-1,6.037037037,4.990740741,8.074074074,4.87962963,1,62,"577d6a6c160201000103d7fc",1.432675,8.074074074,5.99537037,2.771604938,8.074074074,4.87962963,1,0.111111111,9.981481481,FALSE,TRUE,"XOR",2,FALSE
"64",5.83192,4.364835,3.61588,5.132,4,2,1,3,5.12037037,5.194444444,5.092592593,5.962962963,0,63,"577d6a6c160201000103d7fc",3.61588,5.092592593,5.342592593,0.827160494,5.962962963,5.092592593,4,0.111111111,9.981481481,TRUE,FALSE,"OR",1,FALSE
"65",4.27,4.73367,3.766975,2.43337,3,4,2,1,5.277777778,5.018518519,7.111111111,8.064814815,0,64,"577d6a6c160201000103d7fc",2.43337,8.064814815,6.368055556,2.262345679,8.064814815,5.018518519,4,0.111111111,9.981481481,FALSE,TRUE,"OR",1,FALSE
"66",3.115755,4.68173,1.93255,5.048185,2,3,1,4,6.638888889,5.046296296,9.009259259,5.074074074,0,65,"577d6a6c160201000103d7fc",1.93255,9.009259259,6.44212963,3.422839506,9.009259259,5.046296296,4,0.111111111,9.981481481,FALSE,TRUE,"OR",1,FALSE
"67",4.153065,2.66709,3.78266,1.350175,4,2,3,1,8.842592593,8.935185185,7.203703704,9.009259259,0,66,"577d6a6c160201000103d7fc",1.350175,9.009259259,8.497685185,0.682098765,9.009259259,7.203703704,4,0.111111111,9.981481481,FALSE,TRUE,"OR",3,FALSE
"68",-1,3.00112,-1,-1,-1,1,-1,-1,6.444444444,7.583333333,5.962962963,7.944444444,1,67,"577d6a6c160201000103d7fc",3.00112,7.583333333,6.983796296,1.280864198,7.944444444,5.962962963,1,0.111111111,9.981481481,FALSE,FALSE,"XOR",2,FALSE
"69",7.05134,-1,-1,6.15044,2,-1,-1,1,8.111111111,5.055555556,5.962962963,5.046296296,0,68,"577d6a6c160201000103d7fc",6.15044,5.046296296,6.043981481,2.75617284,8.111111111,5.046296296,2,0.111111111,9.981481481,TRUE,FALSE,"OR",1,FALSE
"70",5.850145,3.601735,4.19938,5.43279,4,1,2,3,8.277777778,8.888888889,8.990740741,7.157407407,0,69,"577d6a6c160201000103d7fc",3.601735,8.888888889,8.328703704,0.882716049,8.990740741,7.157407407,4,0.111111111,9.981481481,FALSE,FALSE,"OR",2,FALSE
"71",4.233065,3.733315,3.17319,4.651685,3,2,1,4,3.962962963,3.768518519,2.888888889,2.472222222,0,70,"577d6a6c160201000103d7fc",3.17319,2.888888889,3.273148148,0.919753086,3.962962963,2.472222222,4,0.111111111,9.981481481,FALSE,FALSE,"OR",1,FALSE
"72",-1,3.68416,-1,-1,-1,1,-1,-1,0.796296296,1.787037037,0.555555556,0.953703704,1,71,"577d6a6c160201000103d7fc",3.68416,1.787037037,1.023148148,1.018518519,1.787037037,0.555555556,1,0.111111111,9.981481481,FALSE,TRUE,"XOR",1,FALSE
"73",3.148665,4.635995,3.799715,5.032125,1,3,2,4,8.935185185,5.972222222,6.037037037,9.416666667,0,72,"577d6a6c160201000103d7fc",3.148665,8.935185185,7.590277778,2.435185185,9.416666667,5.972222222,4,0.111111111,9.981481481,FALSE,FALSE,"OR",1,FALSE
"74",3.383585,5.401195,3.96737,5.132895,1,4,2,3,3.166666667,3.453703704,3.37962963,3.194444444,0,73,"577d6a6c160201000103d7fc",3.383585,3.166666667,3.298611111,0.206790123,3.453703704,3.166666667,4,0.111111111,9.981481481,TRUE,FALSE,"OR",1,FALSE
"75",3.84903,2.46516,5.298375,4.864425,2,1,4,3,5.009259259,4.962962963,5.092592593,5.435185185,0,74,"577d6a6c160201000103d7fc",2.46516,4.962962963,5.125,0.413580247,5.435185185,4.962962963,4,0.111111111,9.981481481,TRUE,FALSE,"OR",2,FALSE
"76",3.579905,-1,-1,-1,1,-1,-1,-1,4.925925926,5.027777778,5.009259259,5.055555556,1,75,"577d6a6c160201000103d7fc",3.579905,4.925925926,5.00462963,0.067901235,5.055555556,4.925925926,1,0.111111111,9.981481481,TRUE,FALSE,"XOR",1,FALSE
"77",2.630425,-1,-1,-1,1,-1,-1,-1,5.37962963,7.027777778,5.009259259,4.87962963,1,76,"577d6a6c160201000103d7fc",2.630425,5.37962963,5.574074074,1.938271605,7.027777778,4.87962963,1,0.111111111,9.981481481,FALSE,FALSE,"XOR",1,FALSE
"78",3.41304,-1,-1,-1,1,-1,-1,-1,6.907407407,8.212962963,6.972222222,5.694444444,1,77,"577d6a6c160201000103d7fc",3.41304,6.907407407,6.946759259,1.688271605,8.212962963,5.694444444,1,0.111111111,9.981481481,FALSE,FALSE,"XOR",3,FALSE
"79",2.800185,3.732655,2.234615,4.166845,2,3,1,4,6.240740741,7.925925926,9.981481481,6.444444444,0,78,"577d6a6c160201000103d7fc",2.234615,9.981481481,7.648148148,3.111111111,9.981481481,6.240740741,4,0.111111111,9.981481481,FALSE,TRUE,"OR",3,FALSE
"80",5.83219,2.499175,3.982595,5.56652,4,1,2,3,4.518518519,7.203703704,7.148148148,5.222222222,0,79,"577d6a6c160201000103d7fc",2.499175,7.203703704,6.023148148,1.574074074,7.203703704,4.518518519,4,0.111111111,9.981481481,FALSE,TRUE,"OR",3,FALSE
"81",-1,2.3825,-1,-1,-1,1,-1,-1,7.398148148,6.453703704,5.027777778,5.962962963,1,80,"577d6a6c160201000103d7fc",2.3825,6.453703704,6.210648148,1.583333333,7.398148148,5.027777778,1,0.111111111,9.981481481,FALSE,FALSE,"XOR",2,FALSE
"82",5.18382,5.99999,6.58412,6.96769,1,2,3,4,2.462962963,2.388888889,0.907407407,0.953703704,0,81,"577d6a6c160201000103d7fc",5.18382,2.462962963,1.678240741,1.046296296,2.462962963,0.907407407,4,0.111111111,9.981481481,FALSE,TRUE,"OR",1,FALSE
"83",-1,-1,2.85018,-1,-1,-1,1,-1,4.592592593,5.194444444,7.87037037,5.935185185,1,82,"577d6a6c160201000103d7fc",2.85018,7.87037037,5.898148148,2.62962963,7.87037037,4.592592593,1,0.111111111,9.981481481,FALSE,TRUE,"XOR",1,FALSE
"84",-1,-1,-1,2.06642,-1,-1,-1,1,8.5,4.861111111,7.87037037,9.981481481,1,83,"577d6a6c160201000103d7fc",2.06642,9.981481481,7.803240741,2.904320988,9.981481481,4.861111111,1,0.111111111,9.981481481,FALSE,TRUE,"XOR",3,FALSE
"85",3.450175,4.934,6.58332,7.00129,1,2,3,4,8.111111111,6.240740741,5.009259259,4.990740741,0,84,"577d6a6c160201000103d7fc",3.450175,8.111111111,6.087962963,2.697530864,8.111111111,4.990740741,4,0.111111111,9.981481481,FALSE,TRUE,"OR",2,FALSE
"86",3.698745,-1,-1,-1,1,-1,-1,-1,7.666666667,3.962962963,4.842592593,4.972222222,1,85,"577d6a6c160201000103d7fc",3.698745,7.666666667,5.361111111,3.074074074,7.666666667,3.962962963,1,0.111111111,9.981481481,FALSE,TRUE,"XOR",1,FALSE
"87",4.335965,-1,-1,-1,1,-1,-1,-1,2.388888889,5.055555556,5.185185185,5.064814815,1,86,"577d6a6c160201000103d7fc",4.335965,2.388888889,4.423611111,1.015432099,5.185185185,2.388888889,1,0.111111111,9.981481481,TRUE,FALSE,"XOR",1,FALSE
"88",-1,-1,1.900065,-1,-1,-1,1,-1,5.055555556,6,6.194444444,4.981481481,1,87,"577d6a6c160201000103d7fc",1.900065,6.194444444,5.55787037,0.848765432,6.194444444,4.981481481,1,0.111111111,9.981481481,FALSE,TRUE,"XOR",1,FALSE
"89",3.61814,-1,-1,-1,1,-1,-1,-1,5.055555556,5.75,5.277777778,2.287037037,1,88,"577d6a6c160201000103d7fc",3.61814,5.055555556,4.592592593,1.543209877,5.75,2.287037037,1,0.111111111,9.981481481,FALSE,FALSE,"XOR",1,FALSE
"90",5.41631,5.89988,6.382525,4.767185,2,3,4,1,7.074074074,8.277777778,7.953703704,4.481481481,0,89,"577d6a6c160201000103d7fc",4.767185,4.481481481,6.946759259,1.774691358,8.277777778,4.481481481,4,0.111111111,9.981481481,TRUE,FALSE,"OR",1,FALSE
"91",5.78322,4.982195,6.63236,6.348625,2,1,4,3,3.574074074,5.037037037,2.472222222,4.592592593,0,90,"577d6a6c160201000103d7fc",4.982195,5.037037037,3.918981481,1.490740741,5.037037037,2.472222222,4,0.111111111,9.981481481,FALSE,TRUE,"OR",1,FALSE
"92",-1,1.48302,-1,-1,-1,1,-1,-1,4.990740741,6.444444444,3.768518519,5.074074074,1,91,"577d6a6c160201000103d7fc",1.48302,6.444444444,5.069444444,1.833333333,6.444444444,3.768518519,1,0.111111111,9.981481481,FALSE,TRUE,"XOR",1,FALSE
"93",-1,-1,-1,-1,-1,-1,-1,-1,8.5,4.962962963,5.12962963,4.592592593,1,92,"577d6a6c160201000103d7fc",-1,-1,5.796296296,3.604938272,8.5,4.592592593,-1,0.111111111,9.981481481,FALSE,FALSE,"XOR",1,FALSE
"94",4.12815,-1,-1,-1,1,-1,-1,-1,6.814814815,5.046296296,4.037037037,4.990740741,1,93,"577d6a6c160201000103d7fc",4.12815,6.814814815,5.222222222,2.12345679,6.814814815,4.037037037,1,0.111111111,9.981481481,FALSE,TRUE,"XOR",1,FALSE
"95",-1,-1,3.215605,-1,-1,-1,1,-1,9.851851852,8.935185185,9.962962963,9.12037037,1,94,"577d6a6c160201000103d7fc",3.215605,9.962962963,9.467592593,0.660493827,9.962962963,8.935185185,1,0.111111111,9.981481481,FALSE,TRUE,"XOR",1,FALSE
"96",-1,3.032435,-1,-1,-1,1,-1,-1,7.898148148,6.018518519,8.027777778,2.018518519,1,95,"577d6a6c160201000103d7fc",3.032435,6.018518519,5.990740741,2.716049383,8.027777778,2.018518519,1,0.111111111,9.981481481,FALSE,FALSE,"XOR",1,FALSE
