"","RT1","RT2","RT3","RT4","Order1","Order2","Order3","Order4","Value1","Value2","Value3","Value4","choiceCondition","trialN","participant","endTime","firstRT","firstValue","meanValue","valueDiff","bestValue","worstValue","secondValue","thirdValue","NChosen","minValue","maxValue","isWorstFirst","isSecondFirst","isThirdFirst","isBestFirst","catChoiceCondition","conflict","scaledTrialNum","scaledMeanValue","scaledValueDiff"
"32",-1,3.92020000000139,4.48309999999992,-1,-1,1,2,-1,7.50925954182943,1.99074088202582,3.93981509738498,1.67129643758138,0,31,"55b2d3f2fdf99b525bc839aa",1.3077,3.92020000000139,1.99074088202582,3.7777779897054,4.97530873616537,7.50925954182943,1.67129643758138,3.93981509738498,1.99074088202582,2,0,9.625,FALSE,FALSE,TRUE,FALSE,"OR",2,-0.822694595837141,-0.65758336033611,1.73491276988943
"33",-1,1.52230000000054,-1,-1,-1,1,-1,-1,5.50925954182943,6.27314843071832,6.0370373196072,7.95833333333333,1,32,"55b2d3f2fdf99b525bc839aa",1.0004,1.52230000000054,6.27314843071832,6.44444465637207,2.01851823594835,7.95833333333333,5.50925954182943,6.27314843071832,6.0370373196072,1,0,9.625,FALSE,TRUE,FALSE,FALSE,"XOR",4,-0.793828118790224,0.388391910800963,-0.0740713148901919
"34",-1,-1,3.78840000000036,-1,-1,-1,1,-1,1.57407421535916,1.77314843071832,2.39814843071832,2.59722222222222,1,33,"55b2d3f2fdf99b525bc839aa",1.1795,3.78840000000036,2.39814843071832,2.0856483247545,0.682098529956959,2.59722222222222,1.57407421535916,2.39814843071832,1.77314843071832,1,0,9.625,FALSE,TRUE,FALSE,FALSE,"XOR",2,-0.764961641743306,-1.32130552974715,-0.89170177553556
"35",-1,-1,-1,2.32159999999976,-1,-1,-1,1,3.28240797254774,4.09259287516276,1.48611111111111,7.7129635281033,1,34,"55b2d3f2fdf99b525bc839aa",0.4167,2.32159999999976,7.7129635281033,4.14351887173123,4.75925954182943,7.7129635281033,1.48611111111111,4.09259287516276,3.28240797254774,1,0,9.625,FALSE,FALSE,FALSE,TRUE,"XOR",4,-0.736095164696389,-0.51412489099503,1.6027324364994
"36",-1,-1,3.09999999999991,2.59949999999981,-1,-1,2,1,6.39351908365885,2.59722222222222,2.42592620849609,7.7129635281033,0,35,"55b2d3f2fdf99b525bc839aa",0.9398,2.59949999999981,7.7129635281033,4.78240776062012,3.90740768997757,7.7129635281033,2.42592620849609,6.39351908365885,2.59722222222222,2,0,9.625,FALSE,FALSE,FALSE,TRUE,"OR",2,-0.707228687649472,-0.263526648951773,1.08156381042428
"37",-1,-1,1.80040000000054,-1,-1,-1,1,-1,6.37963019476997,4.52777777777778,7.32870398627387,3.37963019476997,1,36,"55b2d3f2fdf99b525bc839aa",0.3363,1.80040000000054,7.32870398627387,5.4039355383979,2.5663579305013,7.32870398627387,3.37963019476997,6.37963019476997,4.52777777777778,1,0,9.625,FALSE,FALSE,FALSE,TRUE,"XOR",3,-0.678362210602555,-0.0197381417466475,0.26110065227626
"38",-1,4.52500000000009,-1,-1,-1,1,-1,-1,6.67129686143663,2.29629643758138,1.95833333333333,7.54166666666667,1,37,"55b2d3f2fdf99b525bc839aa",0.3401,4.52500000000009,2.29629643758138,4.6168983247545,3.89969112254955,7.54166666666667,1.95833333333333,6.67129686143663,2.29629643758138,1,0,9.625,FALSE,FALSE,TRUE,FALSE,"XOR",2,-0.649495733555637,-0.328446190347505,1.07684276317207
"39",-1,-1,3.72559999999976,-1,-1,-1,1,-1,5.63425954182943,3.28240797254774,2.86574088202582,3.70370398627387,0,38,"55b2d3f2fdf99b525bc839aa",0.4056,3.72559999999976,2.86574088202582,3.87152809566922,2.35030859488028,5.63425954182943,2.86574088202582,3.70370398627387,3.28240797254774,1,0,9.625,TRUE,FALSE,FALSE,FALSE,"OR",2,-0.62062925650872,-0.620810750646871,0.128920232447074
"40",-1,5.04630000000088,-1,-1,-1,1,-1,-1,6.17129686143663,7.27314843071832,3.76388888888889,3.35185241699219,1,39,"55b2d3f2fdf99b525bc839aa",0.3065,5.04630000000088,7.27314843071832,5.14004664950901,2.84413570827908,7.27314843071832,3.35185241699219,6.17129686143663,3.76388888888889,1,0,9.625,FALSE,FALSE,FALSE,TRUE,"XOR",1,-0.591762779461803,-0.123246111286254,0.431046943387711
"41",-1,5.06030000000055,-1,-1,-1,1,-1,-1,1.93518532647027,1.48611111111111,3.35185241699219,1.54629643758138,0,40,"55b2d3f2fdf99b525bc839aa",1.2679,5.06030000000055,1.48611111111111,2.07986132303874,1.69598812527127,3.35185241699219,1.48611111111111,1.93518532647027,1.54629643758138,1,0,9.625,TRUE,FALSE,FALSE,FALSE,"OR",3,-0.562896302414886,-1.32357542750541,-0.271397380782998
"42",-1,-1,5.08090000000038,-1,-1,-1,1,-1,3.98148176405165,3.64814843071832,2.88425954182943,3.28240797254774,1,41,"55b2d3f2fdf99b525bc839aa",1.398,5.08090000000038,2.88425954182943,3.44907442728678,0.70987644901982,3.98148176405165,2.88425954182943,3.64814843071832,3.28240797254774,1,0,9.625,TRUE,FALSE,FALSE,FALSE,"XOR",2,-0.534029825367969,-0.786514284520311,-0.874707059985261
"43",3.0097999999989,3.5935999999997,-1,-1,1,2,-1,-1,6.43055555555556,6.40740797254774,6.7129635281033,7.73148176405165,0,42,"55b2d3f2fdf99b525bc839aa",1.773,3.0097999999989,6.43055555555556,6.82060220506456,1.21450607864945,7.73148176405165,6.40740797254774,6.7129635281033,6.43055555555556,2,0,9.625,FALSE,FALSE,TRUE,FALSE,"OR",2,-0.505163348321051,0.535936221044919,-0.565971297799461
"44",-1,-1,2.50230000000056,1.80049999999983,-1,-1,2,1,1.93518532647027,3.43981509738498,1.70370398627387,2.39814843071832,0,43,"55b2d3f2fdf99b525bc839aa",1.0345,1.80049999999983,2.39814843071832,2.36921321021186,1.4274691828975,3.43981509738498,1.70370398627387,2.39814843071832,1.93518532647027,2,0,9.625,FALSE,TRUE,FALSE,FALSE,"OR",2,-0.476296871274134,-1.21007983301544,-0.435679054841527
"45",2.23819999999932,-1,1.6890999999996,-1,2,-1,1,-1,6.43055555555556,7.14351908365885,7.17592620849609,7.47685241699219,0,44,"55b2d3f2fdf99b525bc839aa",0.9754,1.6890999999996,7.17592620849609,7.05671331617567,0.560185467755353,7.47685241699219,6.43055555555556,7.17592620849609,7.14351908365885,2,0,9.625,FALSE,TRUE,FALSE,FALSE,"OR",4,-0.447430394227217,0.628548614843513,-0.966288997468688
"46",-1,1.9116999999992,2.73169999999891,-1,-1,1,2,-1,2.62962977091471,3.64814843071832,1.63425954182943,2.61574088202582,0,45,"55b2d3f2fdf99b525bc839aa",1.2926,1.9116999999992,3.64814843071832,2.63194465637207,1.35493836579499,3.64814843071832,1.63425954182943,2.62962977091471,2.61574088202582,2,0,9.625,FALSE,FALSE,FALSE,TRUE,"OR",3,-0.4185639171803,-1.10702585965282,-0.480053890929803
"47",-1,-1,7.23580000000084,7.63890000000038,-1,-1,1,2,7.47685241699219,6.68981509738498,6.4120373196072,6.43981509738498,0,46,"55b2d3f2fdf99b525bc839aa",3.6933,7.23580000000084,6.4120373196072,6.75462998284234,0.962963245533131,7.47685241699219,6.4120373196072,6.68981509738498,6.43981509738498,2,0,9.625,TRUE,FALSE,FALSE,FALSE,"OR",3,-0.389697440133382,0.510059228660018,-0.719866875357086
"48",5.35880000000043,-1,-1,-1,1,-1,-1,-1,3.95833333333333,2.35648176405165,2.13425954182943,2.81944444444444,1,47,"55b2d3f2fdf99b525bc839aa",0.4732,5.35880000000043,3.95833333333333,2.81712977091471,1.52160474989149,3.95833333333333,2.13425954182943,2.81944444444444,2.35648176405165,1,0,9.625,FALSE,FALSE,FALSE,TRUE,"XOR",4,-0.360830963086465,-1.03438871575496,-0.37808628914124
"49",-1,12.4977000000008,-1,-1,-1,1,-1,-1,5.26851908365886,2.10648176405165,5.64814843071832,6.43055555555556,1,48,"55b2d3f2fdf99b525bc839aa",0.3621,12.4977000000008,2.10648176405165,4.86342620849609,2.08950579607928,6.43055555555556,2.10648176405165,5.64814843071832,5.26851908365886,1,0,9.625,TRUE,FALSE,FALSE,FALSE,"XOR",2,-0.331964486039548,-0.231747914082708,-0.0306406536767025
"50",-1,-1,-1,4.55949999999984,-1,-1,-1,1,2.05555555555556,2.1435186598036,7.47685241699219,2.07407421535916,1,49,"55b2d3f2fdf99b525bc839aa",0.3472,4.55949999999984,2.07407421535916,3.43750021192763,5.38580294008608,7.47685241699219,2.05555555555556,2.1435186598036,2.07407421535916,1,0,9.625,FALSE,FALSE,TRUE,FALSE,"XOR",2,-0.303098008992631,-0.791054163163493,1.98605585281409
"51",1.20239999999831,-1,5.06009999999969,-1,1,-1,2,-1,7.95833333333333,7.97685241699219,8.09259287516276,7.98148176405165,0,50,"55b2d3f2fdf99b525bc839aa",4.1076,1.20239999999831,7.95833333333333,8.00231509738498,0.120370370370371,8.09259287516276,7.95833333333333,7.98148176405165,7.97685241699219,2,0,9.625,TRUE,FALSE,FALSE,FALSE,"OR",2,-0.274231531945714,0.999452144651552,-1.23537079794012
"52",1.62649999999985,-1,-1,2.0991999999992,1,-1,-1,2,4.09259287516276,7.375,6.75925954182943,6.53240797254774,0,51,"55b2d3f2fdf99b525bc839aa",1.3491,1.62649999999985,4.09259287516276,6.18981509738498,1.58024653682002,7.375,4.09259287516276,6.75925954182943,6.53240797254774,2,0,9.625,TRUE,FALSE,FALSE,FALSE,"OR",1,-0.245365054898796,0.288515827550575,-0.342208854047694
"53",2.34940000000006,-1,-1,2.81540000000041,1,-1,-1,2,2.38425954182943,1.95833333333333,7.98148176405165,2.71759287516276,0,52,"55b2d3f2fdf99b525bc839aa",0.9829,2.34940000000006,2.38425954182943,3.76041687859429,5.62808651394314,7.98148176405165,1.95833333333333,2.71759287516276,2.38425954182943,2,0,9.625,FALSE,FALSE,TRUE,FALSE,"OR",3,-0.216498577851879,-0.664393095174241,2.13428655400133
"54",-1,-1,3.14880000000039,-1,-1,-1,1,-1,2.81944444444444,5.45370398627387,6.56944444444444,1.67129643758138,1,53,"55b2d3f2fdf99b525bc839aa",2.5645,3.14880000000039,6.56944444444444,4.12847232818604,3.25462948834455,6.56944444444444,1.67129643758138,5.45370398627387,2.81944444444444,1,0,9.625,FALSE,FALSE,FALSE,TRUE,"XOR",2,-0.187632100804962,-0.520026758169163,0.682189766994916
"55",-1,-1,7.27050000000008,-1,-1,-1,1,-1,6.27314843071832,6.13425954182943,1.74074088202582,5.63425954182943,1,54,"55b2d3f2fdf99b525bc839aa",6.5786,7.27050000000008,1.74074088202582,4.94560209910075,1.77006177549009,6.27314843071832,1.74074088202582,6.13425954182943,5.63425954182943,1,0,9.625,TRUE,FALSE,FALSE,FALSE,"XOR",1,-0.158765623758045,-0.199515183036656,-0.226078629137407
"56",1.52090000000044,-1,3.31419999999889,-1,1,-1,2,-1,7.5,7.17592620849609,3.40277777777778,3.76388888888889,0,55,"55b2d3f2fdf99b525bc839aa",2.0928,1.52090000000044,7.5,5.46064821879069,2.71913570827908,7.5,3.40277777777778,7.17592620849609,3.76388888888889,2,0,9.625,FALSE,FALSE,FALSE,TRUE,"OR",2,-0.129899146711127,0.00250688122238709,0.354571112387559
"57",-1,1.71669999999904,2.29369999999926,-1,-1,1,2,-1,6.0370373196072,7.7870373196072,7.38425954182943,2.55092620849609,0,56,"55b2d3f2fdf99b525bc839aa",1.4628,1.71669999999904,7.7870373196072,5.93981509738498,2.46296296296296,7.7870373196072,2.55092620849609,7.38425954182943,6.0370373196072,2,0,9.625,FALSE,FALSE,FALSE,TRUE,"OR",3,-0.10103266966421,0.190455645881474,0.197842923766434
"58",3.77410000000191,-1,2.12680000000091,-1,2,-1,1,-1,6.05555555555556,6.50925954182943,7.12963019476996,2.9120373196072,0,57,"55b2d3f2fdf99b525bc839aa",2.029,2.12680000000091,7.12963019476996,5.65162065294054,1.9706793891059,7.12963019476996,2.9120373196072,6.50925954182943,6.05555555555556,2,0,9.625,FALSE,FALSE,FALSE,TRUE,"OR",2,-0.072166192617293,0.0774140475684854,-0.103339439421115
"59",-1,1.60590000000047,-1,-1,-1,1,-1,-1,2.55092620849609,2.39814843071832,3.85648176405165,2.13425954182943,1,58,"55b2d3f2fdf99b525bc839aa",0.668,1.60590000000047,2.39814843071832,2.73495398627387,1.49537037037037,3.85648176405165,2.13425954182943,2.55092620849609,2.39814843071832,1,0,9.625,FALSE,FALSE,TRUE,FALSE,"XOR",1,-0.0432997155703758,-1.06662140523769,-0.394136656938448
"60",-1,1.46660000000111,2.08530000000064,-1,-1,1,2,-1,2.62962977091471,2.86574088202582,2.49074088202582,7.04166666666667,0,59,"55b2d3f2fdf99b525bc839aa",0.9308,1.46660000000111,2.86574088202582,3.75694455040826,4.37962948834454,7.04166666666667,2.49074088202582,2.86574088202582,2.62962977091471,2,0,9.625,FALSE,TRUE,FALSE,FALSE,"OR",3,-0.0144332385234586,-0.665755083705188,1.37047224599628
