"","value","rating.rt","participant","pic_path"
"1",7.989417788,5.5313,"5af1c4dfaec2b600010a96c9","EC_0065.jpg"
"2",6.931216729,3.2493,"5af1c4dfaec2b600010a96c9","EC_0106.jpg"
"3",8.042328042,4.5883,"5af1c4dfaec2b600010a96c9","EC_0166.jpg"
"4",8.055555354,4.0403,"5af1c4dfaec2b600010a96c9","EC_0135.jpg"
"5",2.010582212,4.0916,"5af1c4dfaec2b600010a96c9","EC_0069.jpg"
"6",5.992063492,3.8092,"5af1c4dfaec2b600010a96c9","EC_0226.jpg"
"7",0.992064098,4.5536,"5af1c4dfaec2b600010a96c9","EC_0113.jpg"
"8",8.928572034,4.2712,"5af1c4dfaec2b600010a96c9","EC_0221.jpg"
"9",8.955026657,3.5781,"5af1c4dfaec2b600010a96c9","EC_0093.jpg"
"10",7.843915344,7.1056,"5af1c4dfaec2b600010a96c9","EC_0117.jpg"
"11",6.044973747,4.9389,"5af1c4dfaec2b600010a96c9","EC_0154.jpg"
"12",8.9947096,5.8764,"5af1c4dfaec2b600010a96c9","EC_0018.jpg"
"13",8.01587342,4.4908,"5af1c4dfaec2b600010a96c9","EC_0098.jpg"
"14",8.042328042,3.6219,"5af1c4dfaec2b600010a96c9","EC_0105.jpg"
"15",9.007936912,4.6942,"5af1c4dfaec2b600010a96c9","EC_0074.jpg"
"16",8.082010986,3.8394,"5af1c4dfaec2b600010a96c9","EC_0099.jpg"
"17",10,4.5435,"5af1c4dfaec2b600010a96c9","EC_0211.jpg"
"18",9.060847166,4.0396,"5af1c4dfaec2b600010a96c9","EC_0096.jpg"
"19",8.955026657,7.1718,"5af1c4dfaec2b600010a96c9","EC_0084.jpg"
"20",0.873016277,3.9577,"5af1c4dfaec2b600010a96c9","EC_0227.jpg"
"21",4.986772689,15.9227,"5af1c4dfaec2b600010a96c9","EC_0244.jpg"
"22",0.079364978,6.7141,"5af1c4dfaec2b600010a96c9","EC_0040.jpg"
"23",5.052910255,4.5717,"5af1c4dfaec2b600010a96c9","EC_0041.jpg"
"24",4.973545377,3.0894,"5af1c4dfaec2b600010a96c9","EC_0147.png"
"25",8.98148128,3.2816,"5af1c4dfaec2b600010a96c9","EC_0157.jpg"
"26",8.968253968,3.4048,"5af1c4dfaec2b600010a96c9","EC_0207.jpg"
"27",9.021164223,3.0542,"5af1c4dfaec2b600010a96c9","EC_0062.jpg"
"28",0.052910356,3.4774,"5af1c4dfaec2b600010a96c9","EC_0095.jpg"
"29",6.957672361,3.922,"5af1c4dfaec2b600010a96c9","EC_0061.jpg"
"30",1.058201664,3.8712,"5af1c4dfaec2b600010a96c9","EC_0234.jpg"
"31",9.801587705,5.5033,"5af1c4dfaec2b600010a96c9","EC_0060.jpg"
