"","RT1","RT2","RT3","RT4","Order1","Order2","Order3","Order4","Value1","Value2","Value3","Value4","trialNGlobal","participant","choiceCondition","phase","firstRT","firstValue","meanValue","valueDiff","bestValue","worstValue","secondValue","thirdValue","isBestFirst","varValue","conflict","confrt"
"35",-1,1.47199999999975,-1,-1,-1,1,-1,-1,4.93386243386243,7.28836019203146,9.00793691160818,9.94709115810495,34,"5af1c4dfaec2b600010a96c9",0,"OR1",1.47199999999975,7.28836019203146,7.79431267390175,2.87037131227093,9.94709115810495,4.93386243386243,9.00793691160818,7.28836019203146,FALSE,4.84850082734948,5,3.3809
"36",-1,-1,-1,7.0273999999913,-1,-1,-1,1,3.58465648832775,0.952381154216786,0.0529103556638039,3.53174623358187,35,"5af1c4dfaec2b600010a96c9",0,"OR1",7.0273999999913,3.53174623358187,2.03042355794755,2.07231057384027,3.58465648832775,0.0529103556638039,3.53174623358187,0.952381154216786,FALSE,3.24744788923338,2,3.1389
"37",3.51599999999962,-1,-1,-1,1,-1,-1,-1,5.03968294335421,5.06613756613757,1.97089926906364,0.0925927944284266,36,"5af1c4dfaec2b600010a96c9",1,"XOR",3.51599999999962,5.03968294335421,3.04232814324596,2.69841256385548,5.06613756613757,0.0925927944284266,5.03968294335421,1.97089926906364,FALSE,5.97804307939854,2,2.2612
"38",-1,-1,-1,2.25649999999996,-1,-1,-1,1,5.67460297276734,8.04232804232804,6.00529080345517,8.98148127964565,37,"5af1c4dfaec2b600010a96c9",1,"XOR",2.25649999999996,8.98148127964565,7.17592577454905,2.4074073401288,8.98148127964565,5.67460297276734,8.04232804232804,6.00529080345517,TRUE,2.54501332076495,3,2.6778
"39",-1,-1,-1,3.96909999999389,-1,-1,-1,1,8.002646108153,8.91534371350808,8.65079344895782,9.04761884578321,38,"5af1c4dfaec2b600010a96c9",1,"XOR",3.96909999999389,9.04761884578321,8.65410052910053,0.524691088910245,9.04761884578321,8.002646108153,8.91534371350808,8.65079344895782,TRUE,0.215836155438439,2,1.8865
"40",-1,-1,3.09990000000607,-1,-1,-1,1,-1,0.0661376670554831,0.145502544584728,9.8941798941799,1.00917916801002e-07,39,"5af1c4dfaec2b600010a96c9",1,"XOR",3.09990000000607,9.8941798941799,2.52645505168451,9.82363312332719,9.8941798941799,1.00917916801002e-07,0.145502544584728,0.0661376670554831,TRUE,24.1294801490497,2,1.6962
"41",-1,-1,-1,7.81670000000304,-1,-1,-1,1,0.0529103556638039,1.94444464628028,0.0529103556638039,3.0291003272647,40,"5af1c4dfaec2b600010a96c9",1,"XOR",7.81670000000304,3.0291003272647,1.26984142121815,2.3456785413954,3.0291003272647,0.0529103556638039,1.94444464628028,0.0529103556638039,TRUE,2.17064128213026,1,2.1706
"42",2.23340000000553,-1,-1,-1,1,-1,-1,-1,9.98677208310082,8.04232804232804,8.34656125023252,6.54761965312655,41,"5af1c4dfaec2b600010a96c9",1,"XOR",2.23340000000553,9.98677208310082,8.23082025719698,2.34126910120512,9.98677208310082,6.54761965312655,8.34656125023252,8.04232804232804,TRUE,1.98848546032438,1,1.7971
"43",8.74979999999687,-1,-1,-1,1,-1,-1,-1,0.224867926703559,0.11904792180137,1.05820166370856,2.01058221241784,42,"5af1c4dfaec2b600010a96c9",1,"XOR",8.74979999999687,0.224867926703559,0.853174931157833,1.54320970834668,2.01058221241784,0.11904792180137,1.05820166370856,0.224867926703559,FALSE,0.771779911162362,5,2.5914
"44",-1,3.3994000000057,-1,-1,-1,1,-1,-1,2.01058221241784,2.91005351556041,2.36772466588903,3.95502625319062,43,"5af1c4dfaec2b600010a96c9",1,"XOR",3.3994000000057,2.91005351556041,2.81084666176448,1.52557278856819,3.95502625319062,2.01058221241784,2.91005351556041,2.36772466588903,FALSE,0.718589743130964,2,2.4794
"45",-1,-1,-1,2.19960000000856,-1,-1,-1,1,0.0529103556638039,0.0529103556638039,0.11904792180137,5.99206349206349,44,"5af1c4dfaec2b600010a96c9",1,"XOR",2.19960000000856,5.99206349206349,1.55423303129812,5.9171072810205,5.99206349206349,0.0529103556638039,0.11904792180137,0.0529103556638039,TRUE,8.75401168325525,1,1.5969
"46",-1,3.09329999999727,-1,-1,-1,1,-1,-1,5.11904782088345,9.98677208310082,7.01058261608951,3.10846621397311,45,"5af1c4dfaec2b600010a96c9",1,"XOR",3.09329999999727,9.98677208310082,6.30621718351173,4.90740653278546,9.98677208310082,3.10846621397311,7.01058261608951,5.11904782088345,TRUE,8.55919913008272,1,2.0316
"47",-1,-1,-1,3.5898999999913,-1,-1,-1,1,2.48677248677249,0.0264552282908603,4.97354537721664,9.86772527139654,46,"5af1c4dfaec2b600010a96c9",1,"XOR",3.5898999999913,9.86772527139654,4.33862459091913,7.37213424063654,9.86772527139654,0.0264552282908603,4.97354537721664,2.48677248677249,TRUE,17.6660798557835,2,1.8459
"48",-1,-1,-1,4.87790000000587,-1,-1,-1,1,4.8941804996874,4.98677268860832,0.992064097570994,6.335978634143,47,"5af1c4dfaec2b600010a96c9",1,"XOR",4.87790000000587,6.335978634143,4.30224898000243,2.7116395388541,6.335978634143,0.992064097570994,4.98677268860832,4.8941804996874,TRUE,5.30411196454949,1,1.8288
"49",-1,-1,-1,3.07309999999416,-1,-1,-1,1,0.436507936507936,1.21693141876705,5.27777757594194,6.0317464354177,48,"5af1c4dfaec2b600010a96c9",0,"OR1",3.07309999999416,6.0317464354177,3.24074084165866,3.72134079167872,6.0317464354177,0.436507936507936,5.27777757594194,1.21693141876705,TRUE,7.9662525492429,2,2.7147
"50",-1,-1,-1,3.63850000000002,-1,-1,-1,1,1.89153439153439,6.04497374680938,1.17724847541284,1.56084656084656,49,"5af1c4dfaec2b600010a96c9",0,"OR1",3.63850000000002,1.56084656084656,2.66865079365079,4.50176393754478,6.04497374680938,1.17724847541284,1.89153439153439,1.56084656084656,FALSE,5.15165922650946,3,1.3811
"51",-1,4.8500999999942,-1,-1,-1,1,-1,-1,8.05555535371972,8.51851831668268,6.58730158730159,7.52645482461919,50,"5af1c4dfaec2b600010a96c9",0,"OR1",4.8500999999942,8.51851831668268,7.6719575205808,1.12874772813585,8.51851831668268,6.58730158730159,8.05555535371972,7.52645482461919,TRUE,0.687154002405142,3,2.7627
"52",-1,-1,-1,3.89420000000291,-1,-1,-1,1,7.50000020183584,0.727513328431144,0.0529103556638039,4.97354537721664,51,"5af1c4dfaec2b600010a96c9",0,"OR1",3.89420000000291,4.97354537721664,3.31349231578686,5.58201051473197,7.50000020183584,0.0529103556638039,4.97354537721664,0.727513328431144,FALSE,12.5337688294793,3,2.7022
"53",-1,3.73360000000912,-1,-1,-1,1,-1,-1,0.185185487938936,3.95502625319062,0.529100630018446,4.00793650793651,52,"5af1c4dfaec2b600010a96c9",0,"OR1",3.73360000000912,3.95502625319062,2.16931221977113,2.45149905088717,4.00793650793651,0.185185487938936,3.95502625319062,0.529100630018446,FALSE,4.39878894310436,1,3.3601
"54",2.18760000000884,-1,-1,-1,1,-1,-1,-1,9.98677208310082,5.03968294335421,0.0925927944284266,0.873016276687541,53,"5af1c4dfaec2b600010a96c9",0,"OR1",2.18760000000884,9.98677208310082,3.99801602439275,7.98500807827743,9.98677208310082,0.0925927944284266,5.03968294335421,0.873016276687541,TRUE,20.656074376358,1,1.7129
"55",-1,-1,-1,6.47819999998819,-1,-1,-1,1,9.32539642172516,6.57407427590991,6.08465669016359,6.95767236134363,54,"5af1c4dfaec2b600010a96c9",0,"OR1",6.47819999998819,6.95767236134363,7.23544993728557,2.78659531258612,9.32539642172516,6.08465669016359,6.95767236134363,6.57407427590991,FALSE,2.06892651753307,2,1.7631
"56",-1,-1,-1,3.96110000000908,-1,-1,-1,1,4.97354537721664,5.01322731139168,4.97354537721664,4.25925946109509,55,"5af1c4dfaec2b600010a96c9",0,"OR1",3.96110000000908,4.25925946109509,4.80489438173001,0.277777239548886,5.01322731139168,4.25925946109509,4.97354537721664,4.97354537721664,FALSE,0.132668797584983,1,2.3773
"57",-1,-1,-1,4.48949999999968,-1,-1,-1,1,7.84391534391534,9.06084716635406,7.88359828726955,7.5661377679734,56,"5af1c4dfaec2b600010a96c9",0,"OR1",4.48949999999968,7.5661377679734,8.08862464137809,1.29629669996797,9.06084716635406,7.5661377679734,7.88359828726955,7.84391534391534,FALSE,0.440042539031539,1,2.1447
"58",4.19990000000598,-1,-1,-1,1,-1,-1,-1,6.78571428571429,9.06084716635406,2.52645543012669,0.4497357524892,57,"5af1c4dfaec2b600010a96c9",0,"OR1",4.19990000000598,6.78571428571429,4.70568815867106,5.80687867691067,9.06084716635406,0.4497357524892,6.78571428571429,2.52645543012669,FALSE,15.3853682800763,2,1.4048
"59",-1,-1,-1,5.23390000000563,-1,-1,-1,1,0.595238196156012,2.98941839308966,2.94973544973545,3.0291003272647,58,"5af1c4dfaec2b600010a96c9",0,"OR1",5.23390000000563,3.0291003272647,2.39087309156145,0.850969647604322,3.0291003272647,0.595238196156012,2.98941839308966,2.94973544973545,TRUE,1.43407409845213,2,2.6872
"60",-1,-1,4.2165,-1,-1,-1,1,-1,5.97883618067181,5.55555616106306,6.57407427590991,5.47619027435464,59,"5af1c4dfaec2b600010a96c9",0,"OR1",4.2165,6.57407427590991,5.89616422299985,0.903880070546736,6.57407427590991,5.47619027435464,5.97883618067181,5.55555616106306,TRUE,0.252929553939606,2,2.1102
"61",-1,3.13250000000016,-1,-1,-1,1,-1,-1,7.98941778758216,6.95767236134363,7.14285774836465,8.43915343915344,60,"5af1c4dfaec2b600010a96c9",0,"OR1",3.13250000000016,6.95767236134363,7.63227533411097,1.07583747338996,8.43915343915344,6.95767236134363,7.98941778758216,7.14285774836465,FALSE,0.491073917524214,2,2.8234
"62",-1,1.16750000000002,-1,-1,-1,1,-1,-1,9.92063451696325,9.96031746031746,9.94709115810495,9.80158770525897,61,"5af1c4dfaec2b600010a96c9",0,"OR1",1.16750000000002,9.96031746031746,9.90740771016116,0.0705463335417384,9.96031746031746,9.80158770525897,9.94709115810495,9.92063451696325,TRUE,0.00524901318599658,3,3.2463
"63",-1,-1,2.49950000000035,-1,-1,-1,1,-1,9.88095359196739,0.674603073685257,6.99735429551866,3.01587301587302,62,"5af1c4dfaec2b600010a96c9",0,"OR1",2.49950000000035,6.99735429551866,5.14219599426108,6.31834346360841,9.88095359196739,0.674603073685257,6.99735429551866,3.01587301587302,FALSE,16.7926906016482,3,2.195
"64",-1,9.14949999999999,-1,-1,-1,1,-1,-1,0.0925927944284266,1.46825437192564,0.515873318626767,1.98412758963449,63,"5af1c4dfaec2b600010a96c9",0,"OR1",9.14949999999999,1.46825437192564,1.01521201865383,1.29188742797421,1.98412758963449,0.0925927944284266,1.46825437192564,0.515873318626767,FALSE,0.748203375933943,1,2.2887
"65",-1,3.29949999999963,-1,-1,-1,1,-1,-1,3.94179894179894,4.93386243386243,4.25925946109509,5.03968294335421,64,"5af1c4dfaec2b600010a96c9",0,"OR1",3.29949999999963,4.93386243386243,4.54365094502767,0.661375997768719,5.03968294335421,3.94179894179894,4.93386243386243,4.25925946109509,FALSE,0.280472366435422,2,1.9474
"66",-1,3.63340000000608,-1,-1,-1,1,-1,-1,0.0529103556638039,7.9629631647988,2.01058221241784,7.42063532430659,65,"5af1c4dfaec2b600010a96c9",0,"OR1",3.63340000000608,7.9629631647988,4.36177276429676,4.80158720066938,7.9629631647988,0.0529103556638039,7.42063532430659,2.01058221241784,TRUE,15.4732015764909,2,2.2253
"67",-1,3.16670000000295,-1,-1,-1,1,-1,-1,9.92063451696325,3.95502625319062,1.98412758963449,0.0529103556638039,66,"5af1c4dfaec2b600010a96c9",0,"OR1",3.16670000000295,3.95502625319062,3.97817467886304,7.92327978413362,9.92063451696325,0.0529103556638039,3.95502625319062,1.98412758963449,FALSE,18.2324295260289,1,3.5046
"68",-1,-1,3.6564999999996,-1,-1,-1,1,-1,0.0264552282908603,0.0529103556638039,3.0291003272647,0.0661376670554831,67,"5af1c4dfaec2b600010a96c9",0,"OR1",3.6564999999996,3.0291003272647,0.793650894568711,2.98059924359465,3.0291003272647,0.0264552282908603,0.0661376670554831,0.0529103556638039,TRUE,2.22126513289339,1,2.7958
"69",3.09709999999404,-1,-1,-1,1,-1,-1,-1,0.105820105820105,1.00917916801002e-07,0.0793649784471617,0.11904792180137,68,"5af1c4dfaec2b600010a96c9",0,"OR1",3.09709999999404,0.105820105820105,0.0760582767466385,0.0573195267396422,0.11904792180137,1.00917916801002e-07,0.105820105820105,0.0793649784471617,FALSE,0.00284321881275302,1,2.6198
"70",-1,-1,-1,2.73259999999391,-1,-1,-1,1,1.05820166370856,8.43915343915344,6.99735429551866,8.05555535371972,69,"5af1c4dfaec2b600010a96c9",0,"OR1",2.73259999999391,8.05555535371972,6.1375661880251,3.06878300150446,8.43915343915344,1.05820166370856,8.05555535371972,6.99735429551866,FALSE,11.8383886249837,1,2.4099
"71",3.85109999999395,-1,-1,-1,1,-1,-1,-1,6.98412698412698,6.04497374680938,4.98677268860832,6.0317464354177,70,"5af1c4dfaec2b600010a96c9",0,"OR1",3.85109999999395,6.98412698412698,6.0119049637406,1.29629602718185,6.98412698412698,4.98677268860832,6.04497374680938,6.0317464354177,TRUE,0.66586635561801,2,3.7315
"72",-1,7.70030000001179,-1,-1,-1,1,-1,-1,5.01322731139168,8.06878367429057,1.04497334313771,0.4497357524892,71,"5af1c4dfaec2b600010a96c9",0,"OR1",7.70030000001179,8.06878367429057,3.64418002032729,5.89947153861771,8.06878367429057,0.4497357524892,5.01322731139168,1.04497334313771,TRUE,12.8039191703022,1,2.3532
"73",3.2165,-1,-1,-1,1,-1,-1,-1,2.52645543012669,2.98941839308966,0.11904792180137,0.992064097570994,72,"5af1c4dfaec2b600010a96c9",1,"XOR",3.2165,2.52645543012669,1.65674646064718,1.7768959099233,2.98941839308966,0.11904792180137,2.52645543012669,0.992064097570994,FALSE,1.77957587042206,1,1.6701
"74",3.32260000000906,-1,-1,-1,1,-1,-1,-1,5.10582050949177,4.85449755633319,2.01058221241784,5.55555616106306,73,"5af1c4dfaec2b600010a96c9",1,"XOR",3.32260000000906,5.10582050949177,4.38161410982647,1.56525606831545,5.55555616106306,2.01058221241784,5.10582050949177,4.85449755633319,FALSE,2.58267528716232,1,1.9048
"75",-1,-1,-1,2.83370000000286,-1,-1,-1,1,5.06613756613757,4.76190536741226,5.05291025474589,7.88359828726955,74,"5af1c4dfaec2b600010a96c9",1,"XOR",2.83370000000286,7.88359828726955,5.69113786889132,2.92328055783765,7.88359828726955,4.76190536741226,5.06613756613757,5.05291025474589,TRUE,2.15610519795344,2,1.4905
"76",4.68329999999696,-1,-1,-1,1,-1,-1,-1,9.58994668627542,5.02645563196253,0.145502544584728,0.0925927944284266,75,"5af1c4dfaec2b600010a96c9",1,"XOR",4.68329999999696,9.58994668627542,3.71362441431278,7.83509636261686,9.58994668627542,0.0925927944284266,5.02645563196253,0.145502544584728,TRUE,20.6993509731446,2,2.156
