"","RT1","RT2","RT3","RT4","Order1","Order2","Order3","Order4","Value1","Value2","Value3","Value4","trialN","participant","duration","firstRT","firstValue","meanValue","valueDiff","bestValue","worstValue","secondValue","thirdValue","NChosen","minValue","maxValue","isWorstFirst","isSecondFirst","isThirdFirst","isBestFirst","conflict"
"16",-1,-1,-1,0.833499999999958,-1,-1,-1,1,8.25396825396825,9.46428571428571,9.05423361157614,9.04761904761905,15,"5588ee6ffdf99b304dd48297",60,0.833499999999958,9.04761904761905,8.95502665686229,0.679012076564566,9.46428571428571,8.25396825396825,9.05423361157614,9.04761904761905,1,2.665344723,9.973545377,FALSE,FALSE,TRUE,FALSE,2
"17",-1,1.16680000001202,-1,-1,-1,1,-1,-1,4.99338664705791,7.83730158730159,6.72619047619048,9.16005331372458,16,"5588ee6ffdf99b304dd48297",3,1.16680000001202,7.83730158730159,7.17923300606864,2.64109374354125,9.16005331372458,4.99338664705791,7.83730158730159,6.72619047619048,1,2.665344723,9.973545377,FALSE,TRUE,FALSE,FALSE,4
"18",-1,1.05369999998811,-1,-1,-1,1,-1,-1,7.60582091316344,8.9484126984127,9.20634920634921,9.02777777777778,17,"5588ee6ffdf99b304dd48297",3,1.05369999998811,8.9484126984127,8.69709014892578,0.679012076564568,9.20634920634921,7.60582091316344,9.02777777777778,8.9484126984127,1,2.665344723,9.973545377,FALSE,FALSE,TRUE,FALSE,3
"19",-1,-1,-1,0.846699999988004,-1,-1,-1,1,6.09788440522693,6.50132315499442,7.46031746031746,9.03439234173487,18,"5588ee6ffdf99b304dd48297",3,0.846699999988004,9.03439234173487,7.27347934056842,2.34788400155527,9.03439234173487,6.09788440522693,7.46031746031746,6.50132315499442,1,2.665344723,9.973545377,FALSE,FALSE,FALSE,TRUE,3
"20",-1,-1,1.00009999996428,-1,-1,-1,1,-1,7.07010662744916,9.03439234173487,6.95105900840154,6.81878347245474,19,"5588ee6ffdf99b304dd48297",60,1.00009999996428,6.95105900840154,7.46858536251008,2.08774263896639,9.03439234173487,6.81878347245474,7.07010662744916,6.95105900840154,1,2.665344723,9.973545377,FALSE,FALSE,TRUE,FALSE,3
"21",-1,0.766800000011926,-1,-1,-1,1,-1,-1,9.79497394864521,9.9338628375341,8.67063492063492,9.45767236134363,20,"5588ee6ffdf99b304dd48297",60,0.766800000011926,9.9338628375341,9.46428601703947,0.626102427326181,9.9338628375341,8.67063492063492,9.79497394864521,9.45767236134363,1,2.665344723,9.973545377,FALSE,FALSE,FALSE,TRUE,2
"22",-1,-1,-1,1.00750000000016,-1,-1,-1,1,8.26719617086744,8.67724948459201,8.06217011951265,8.24735490102617,21,"5588ee6ffdf99b304dd48297",3,1.00750000000016,8.24735490102617,8.31349266899957,0.485009087456598,8.67724948459201,8.06217011951265,8.26719617086744,8.24735490102617,1,2.665344723,9.973545377,FALSE,FALSE,TRUE,FALSE,2
"23",-1,-1,0.946800000011763,-1,-1,-1,1,-1,9.84788440522694,9.36507936507937,8.05555555555556,9.90079365079365,22,"5588ee6ffdf99b304dd48297",60,0.946800000011763,8.05555555555556,9.29232824416388,0.811287208839701,9.90079365079365,8.05555555555556,9.84788440522694,9.36507936507937,1,2.665344723,9.973545377,TRUE,FALSE,FALSE,FALSE,1
"24",-1,-1,1.72050000000013,-1,-1,-1,1,-1,6.81878347245474,9.94047619047619,6.53439234173487,6.49470980205233,23,"5588ee6ffdf99b304dd48297",60,1.72050000000013,6.53439234173487,7.44709045167953,3.32451431839554,9.94047619047619,6.49470980205233,6.81878347245474,6.53439234173487,1,2.665344723,9.973545377,FALSE,FALSE,TRUE,FALSE,1
"25",-1,-1,-1,0.863300000011805,-1,-1,-1,1,9.92063492063492,9.84788440522694,9.35185265919519,9.88095238095238,24,"5588ee6ffdf99b304dd48297",3,0.863300000011805,9.88095238095238,9.75033109150236,0.227071772176751,9.92063492063492,9.35185265919519,9.88095238095238,9.84788440522694,1,2.665344723,9.973545377,FALSE,TRUE,FALSE,FALSE,1
"26",-1,1.06690000003573,-1,-1,-1,1,-1,-1,6.17724948459201,6.95767236134363,5.51587301587302,8.14153519887773,25,"5588ee6ffdf99b304dd48297",60,1.06690000003573,6.95767236134363,6.6980825151716,1.92460357827484,8.14153519887773,5.51587301587302,6.95767236134363,6.17724948459201,1,2.665344723,9.973545377,FALSE,TRUE,FALSE,FALSE,3
"27",-1,-1,-1,0.750200000047698,-1,-1,-1,1,7.99603174603175,7.81084696451823,9.76851932586186,9.9338628375341,26,"5588ee6ffdf99b304dd48297",3,0.750200000047698,9.9338628375341,8.87731521848648,1.40873015873016,9.9338628375341,7.81084696451823,9.76851932586186,7.99603174603175,1,2.665344723,9.973545377,FALSE,FALSE,FALSE,TRUE,2
"28",-1,-1,-1,0.783600000023853,-1,-1,-1,1,7.53968253968254,6.60714285714286,7.58597964332217,9.03439234173487,27,"5588ee6ffdf99b304dd48297",3,0.783600000023853,9.03439234173487,7.69179934547061,1.79012399501902,9.03439234173487,6.60714285714286,7.58597964332217,7.53968253968254,1,2.665344723,9.973545377,FALSE,FALSE,FALSE,TRUE,3
"29",-1,-1,-1,0.833399999976109,-1,-1,-1,1,9.51058281792535,9.16005331372458,9.51719617086744,9.30555555555556,28,"5588ee6ffdf99b304dd48297",3,0.833399999976109,9.30555555555556,9.37334696451823,0.191798941798941,9.51719617086744,9.16005331372458,9.51058281792535,9.30555555555556,1,2.665344723,9.973545377,FALSE,FALSE,TRUE,FALSE,3
"30",0.874499999999898,-1,-1,-1,1,-1,-1,-1,9.36507936507937,9.45767236134363,9.8015873015873,9.81481521848648,29,"5588ee6ffdf99b304dd48297",3,0.874499999999898,9.36507936507937,9.60978856162419,0.273368875816386,9.81481521848648,9.36507936507937,9.8015873015873,9.45767236134363,1,2.665344723,9.973545377,TRUE,FALSE,FALSE,FALSE,1
"31",-1,-1,-1,0.840900000035845,-1,-1,-1,1,8.93518599252852,9.90079365079365,8.46560886928014,9.44444444444444,30,"5588ee6ffdf99b304dd48297",3,0.840900000035845,9.44444444444444,9.18650823926169,0.952380548709286,9.90079365079365,8.46560886928014,9.44444444444444,8.93518599252852,1,2.665344723,9.973545377,FALSE,TRUE,FALSE,FALSE,2
"32",-1,-1,0.974599999964312,-1,-1,-1,1,-1,6.81878347245474,6.76587301587302,6.17724948459201,7.55291045658172,31,"5588ee6ffdf99b304dd48297",3,0.974599999964312,6.17724948459201,6.82870410737537,0.965608465608466,7.55291045658172,6.17724948459201,6.81878347245474,6.76587301587302,1,2.665344723,9.973545377,TRUE,FALSE,FALSE,FALSE,4
"33",0.851600000023836,-1,-1,-1,1,-1,-1,-1,6.16402156769283,8.9484126984127,6.19047619047619,4.66931297665551,32,"5588ee6ffdf99b304dd48297",3,0.851600000023836,6.16402156769283,6.49305585830931,3.27380912013786,8.9484126984127,4.66931297665551,6.19047619047619,6.16402156769283,1,2.665344723,9.973545377,FALSE,FALSE,TRUE,FALSE,3
"34",-1,-1,-1,1.04999999999995,-1,-1,-1,1,8.86904761904762,9.40476190476191,8.67724948459201,8.82275172642299,33,"5588ee6ffdf99b304dd48297",60,1.04999999999995,8.82275172642299,8.94345268370613,0.615078961407697,9.40476190476191,8.67724948459201,8.86904761904762,8.82275172642299,1,2.665344723,9.973545377,FALSE,FALSE,TRUE,FALSE,3
"35",1.43339999997625,-1,-1,-1,1,-1,-1,-1,9.66931297665551,7.83730158730159,8.26719617086744,9.64947170681424,34,"5588ee6ffdf99b304dd48297",3,1.43339999997625,9.66931297665551,8.85582061040969,1.08465648832775,9.66931297665551,7.83730158730159,9.64947170681424,8.26719617086744,1,2.665344723,9.973545377,FALSE,FALSE,FALSE,TRUE,2
"36",1.05009999996423,-1,-1,-1,1,-1,-1,-1,9.0806882343595,9.94047619047619,6.86507936507937,8.43915424649678,35,"5588ee6ffdf99b304dd48297",60,1.05009999996423,9.0806882343595,8.58134950910296,1.81216890849764,9.94047619047619,6.86507936507937,9.0806882343595,8.43915424649678,1,2.665344723,9.973545377,FALSE,TRUE,FALSE,FALSE,2
"37",-1,-1,-1,0.816800000011881,-1,-1,-1,1,8.13492063492063,7.65873015873016,9.86111111111111,8.82275172642299,36,"5588ee6ffdf99b304dd48297",3,0.816800000011881,8.82275172642299,8.61937840779622,1.65564360441985,9.86111111111111,7.65873015873016,8.82275172642299,8.13492063492063,1,2.665344723,9.973545377,FALSE,TRUE,FALSE,FALSE,2
"38",-1,0.866699999987986,-1,-1,-1,1,-1,-1,6.60052950420077,8.28042408776662,6.88492063492063,5.09259299626426,37,"5588ee6ffdf99b304dd48297",3,0.866699999987986,8.28042408776662,6.71461680578807,2.08774304263806,8.28042408776662,5.09259299626426,6.88492063492063,6.60052950420077,1,2.665344723,9.973545377,FALSE,FALSE,FALSE,TRUE,3
"39",-1,-1,0.749900000035723,-1,-1,-1,1,-1,7.28836059570312,6.52116442483569,7.88359869094122,7.59920634920635,38,"5588ee6ffdf99b304dd48297",60,0.749900000035723,7.88359869094122,7.3230825151716,0.747354901026166,7.88359869094122,6.52116442483569,7.59920634920635,7.28836059570312,1,2.665344723,9.973545377,FALSE,FALSE,FALSE,TRUE,4
"40",-1,-1,-1,0.833499999999958,-1,-1,-1,1,7.91666666666667,8.13492063492063,8.05555555555556,9.45767236134363,39,"5588ee6ffdf99b304dd48297",3,0.833499999999958,9.45767236134363,8.39120380462162,1.42195807562934,9.45767236134363,7.91666666666667,8.13492063492063,8.05555555555556,1,2.665344723,9.973545377,FALSE,FALSE,FALSE,TRUE,2
"41",-1,0.716900000035821,-1,-1,-1,1,-1,-1,8.43915424649678,8.28042408776662,8.90211680578807,9.35185265919519,40,"5588ee6ffdf99b304dd48297",3,0.716900000035821,8.28042408776662,8.74338694981166,0.811287612511366,9.35185265919519,8.28042408776662,8.90211680578807,8.43915424649678,1,2.665344723,9.973545377,TRUE,FALSE,FALSE,FALSE,3
"42",-1,-1,0.809199999988095,-1,-1,-1,1,-1,8.06217011951265,7.77777777777778,9.94047619047619,5.05291045658172,41,"5588ee6ffdf99b304dd48297",60,0.809199999988095,9.94047619047619,7.70833363608708,2.97619007251881,9.94047619047619,5.05291045658172,8.06217011951265,7.77777777777778,1,2.665344723,9.973545377,FALSE,FALSE,FALSE,TRUE,3
"43",-1,-1,-1,0.893000000000029,-1,-1,-1,1,8.12169392903646,8.12169392903646,8.06217011951265,8.15476190476191,42,"5588ee6ffdf99b304dd48297",60,0.893000000000029,8.15476190476191,8.11507997058687,0.0529092455667168,8.15476190476191,8.06217011951265,8.12169392903646,8.12169392903646,1,2.665344723,9.973545377,FALSE,FALSE,FALSE,TRUE,3
"44",-1,-1,-1,0.850100000023758,-1,-1,-1,1,8.34656125023252,9.31217011951265,8.161376468719,8.86904761904762,43,"5588ee6ffdf99b304dd48297",60,0.850100000023758,8.86904761904762,8.67228886437795,0.853175006846271,9.31217011951265,8.161376468719,8.86904761904762,8.34656125023252,1,2.665344723,9.973545377,FALSE,TRUE,FALSE,FALSE,2
"45",-1,-1,0.696699999988141,-1,-1,-1,1,-1,8.24735490102617,8.12169392903646,8.9484126984127,8.26058281792535,44,"5588ee6ffdf99b304dd48297",60,0.696699999988141,8.9484126984127,8.39451108660017,0.738535482416708,8.9484126984127,8.12169392903646,8.26058281792535,8.24735490102617,1,2.665344723,9.973545377,FALSE,FALSE,FALSE,TRUE,2
"46",-1,-1,-1,0.700199999988172,-1,-1,-1,1,8.26058281792535,9.28571428571429,9.35185265919519,5.92592632959759,45,"5588ee6ffdf99b304dd48297",60,0.700199999988172,5.92592632959759,8.20601902310811,1.52777818144944,9.35185265919519,5.92592632959759,9.28571428571429,8.26058281792535,1,2.665344723,9.973545377,TRUE,FALSE,FALSE,FALSE,1
"47",-1,0.833300000012059,-1,-1,-1,1,-1,-1,9.81481521848648,9.76190476190476,9.16005331372458,8.53836059570312,46,"5588ee6ffdf99b304dd48297",60,0.833300000012059,9.76190476190476,9.31878347245474,0.661375661375663,9.81481521848648,8.53836059570312,9.76190476190476,9.16005331372458,1,2.665344723,9.973545377,FALSE,TRUE,FALSE,FALSE,2
"48",-1,-1,-1,0.800099999964232,-1,-1,-1,1,9.20634920634921,9.07407488141741,9.86111111111111,9.18650793650794,47,"5588ee6ffdf99b304dd48297",60,0.800099999964232,9.18650793650794,9.33201078384642,0.705467103019592,9.86111111111111,9.07407488141741,9.20634920634921,9.18650793650794,1,2.665344723,9.973545377,FALSE,FALSE,TRUE,FALSE,3
"49",-1,-1,0.816800000011881,-1,-1,-1,1,-1,8.161376468719,8.26058281792535,9.16005331372458,8.25396825396825,48,"5588ee6ffdf99b304dd48297",3,0.816800000011881,9.16005331372458,8.45899521358429,0.934744133520377,9.16005331372458,8.161376468719,8.26058281792535,8.25396825396825,1,2.665344723,9.973545377,FALSE,FALSE,FALSE,TRUE,3
"50",-1,-1,-1,1.12429999995243,-1,-1,-1,1,8.67724948459201,9.00793650793651,9.82804313538566,9.40476190476191,49,"5588ee6ffdf99b304dd48297",60,1.12429999995243,9.40476190476191,9.22949775816902,0.798060502955522,9.82804313538566,8.67724948459201,9.40476190476191,9.00793650793651,1,2.665344723,9.973545377,FALSE,TRUE,FALSE,FALSE,2
"51",-1,-1,0.713199999988092,-1,-1,-1,1,-1,6.7791009327722,8.26058281792535,9.90079365079365,6.52116442483569,50,"5588ee6ffdf99b304dd48297",60,0.713199999988092,9.90079365079365,7.86541045658172,2.71384425894924,9.90079365079365,6.52116442483569,8.26058281792535,6.7791009327722,1,2.665344723,9.973545377,FALSE,FALSE,FALSE,TRUE,3
"52",-1,-1,-1,0.849999999999909,-1,-1,-1,1,7.81084696451823,8.24735490102617,5.27116442483569,9.17328123062376,51,"5588ee6ffdf99b304dd48297",3,0.849999999999909,9.17328123062376,7.62566188025096,2.06349246716373,9.17328123062376,5.27116442483569,8.24735490102617,7.81084696451823,1,2.665344723,9.973545377,FALSE,FALSE,FALSE,TRUE,4
"53",-1,1.32050000000004,-1,-1,-1,1,-1,-1,9.00793650793651,9.86111111111111,9.39814855181982,8.82936507936508,52,"5588ee6ffdf99b304dd48297",3,1.32050000000004,9.86111111111111,9.27414031255813,0.782627731403977,9.86111111111111,8.82936507936508,9.39814855181982,9.00793650793651,1,2.665344723,9.973545377,FALSE,FALSE,FALSE,TRUE,2
"54",-1,-1,-1,1.2036999999882,-1,-1,-1,1,5.51587301587302,7.66534472268725,8.06217011951265,9.48412698412698,53,"5588ee6ffdf99b304dd48297",3,1.2036999999882,9.48412698412698,7.68187871054998,2.40299769810268,9.48412698412698,5.51587301587302,8.06217011951265,7.66534472268725,1,2.665344723,9.973545377,FALSE,FALSE,FALSE,TRUE,3
"55",-1,-1,0.950300000011794,-1,-1,-1,1,-1,7.51984126984127,7.53968253968254,7.46031746031746,7.58597964332217,54,"5588ee6ffdf99b304dd48297",3,0.950300000011794,7.46031746031746,7.52645522829086,0.0793658867084162,7.58597964332217,7.46031746031746,7.53968253968254,7.51984126984127,1,2.665344723,9.973545377,TRUE,FALSE,FALSE,FALSE,2
"56",-1,-1,-1,0.816899999976158,-1,-1,-1,1,9.04761904761905,8.13492063492063,8.95502726236979,9.18650793650794,55,"5588ee6ffdf99b304dd48297",60,0.816899999976158,9.18650793650794,8.83101872035435,0.473985621538111,9.18650793650794,8.13492063492063,9.04761904761905,8.95502726236979,1,2.665344723,9.973545377,FALSE,FALSE,FALSE,TRUE,3
"57",-1,-1,1.20379999995225,-1,-1,-1,1,-1,9.76190476190476,9.00793650793651,6.16402156769283,4.23941839308966,56,"5588ee6ffdf99b304dd48297",60,1.20379999995225,6.16402156769283,7.29332030765594,3.29144593899843,9.76190476190476,4.23941839308966,9.00793650793651,6.16402156769283,1,2.665344723,9.973545377,FALSE,FALSE,TRUE,FALSE,4
"58",-1,-1,1.18350000000009,-1,-1,-1,1,-1,8.67063492063492,8.41931297665551,9.8015873015873,8.28042408776662,57,"5588ee6ffdf99b304dd48297",3,1.18350000000009,9.8015873015873,8.79298982166109,1.34479663990162,9.8015873015873,8.28042408776662,8.67063492063492,8.41931297665551,1,2.665344723,9.973545377,FALSE,FALSE,FALSE,TRUE,3
"59",-1,1.23019999998814,-1,-1,-1,1,-1,-1,6.95767236134363,7.77116442483569,7.16269841269841,7.24867805602059,58,"5588ee6ffdf99b304dd48297",3,1.23019999998814,7.77116442483569,7.28505331372458,0.64814814814815,7.77116442483569,6.95767236134363,7.24867805602059,7.16269841269841,1,2.665344723,9.973545377,FALSE,FALSE,FALSE,TRUE,3
"60",-1,0.983500000000049,-1,-1,-1,1,-1,-1,8.52513267880394,8.82275172642299,8.41931297665551,8.26058281792535,59,"5588ee6ffdf99b304dd48297",60,0.983500000000049,8.82275172642299,8.50694504995195,0.421075568628059,8.82275172642299,8.26058281792535,8.52513267880394,8.41931297665551,1,2.665344723,9.973545377,FALSE,FALSE,FALSE,TRUE,4
"61",-1,-1,1.20789999997623,-1,-1,-1,1,-1,7.60582091316344,8.12169392903646,8.24735490102617,8.41269841269841,60,"5588ee6ffdf99b304dd48297",3,1.20789999997623,8.24735490102617,8.09689203898112,0.421075164956392,8.41269841269841,7.60582091316344,8.24735490102617,8.12169392903646,1,2.665344723,9.973545377,FALSE,TRUE,FALSE,FALSE,3
"62",-1,-1,-1,1.12209999996412,-1,-1,-1,1,9.72883678617931,9.54365079365079,9.66931297665551,9.64947170681424,61,"5588ee6ffdf99b304dd48297",3,1.12209999996412,9.64947170681424,9.64781806582496,0.10802496047247,9.72883678617931,9.54365079365079,9.66931297665551,9.64947170681424,1,2.665344723,9.973545377,FALSE,FALSE,TRUE,FALSE,3
"63",-1,-1,1.74500000000012,-1,-1,-1,1,-1,8.26058281792535,8.41931297665551,7.14947170681424,9.57010662744916,62,"5588ee6ffdf99b304dd48297",60,1.74500000000012,7.14947170681424,8.34986853221106,1.62698412698413,9.57010662744916,7.14947170681424,8.41931297665551,8.26058281792535,1,2.665344723,9.973545377,TRUE,FALSE,FALSE,FALSE,2
"64",-1,-1,-1,1.08689999997614,-1,-1,-1,1,3.52513267880394,6.72619047619048,2.66534472268725,8.85582091316344,63,"5588ee6ffdf99b304dd48297",3,1.08689999997614,8.85582091316344,5.44312219771128,4.55026495393622,8.85582091316344,2.66534472268725,6.72619047619048,3.52513267880394,1,2.665344723,9.973545377,FALSE,FALSE,FALSE,TRUE,5
"65",-1,-1,0.942899999976134,-1,-1,-1,1,-1,5.91931297665551,5.9854501391214,6.78571428571429,7.90343996078249,64,"5588ee6ffdf99b304dd48297",60,0.942899999976134,6.78571428571429,6.64847934056842,1.67328082695209,7.90343996078249,5.91931297665551,6.78571428571429,5.9854501391214,1,2.665344723,9.973545377,FALSE,TRUE,FALSE,FALSE,4
"66",1.55009999996423,-1,-1,-1,1,-1,-1,-1,4.06746031746032,4.66931297665551,4.67592632959759,3.60449775816902,65,"5588ee6ffdf99b304dd48297",3,1.55009999996423,4.06746031746032,4.25429934547061,0.562169312169313,4.67592632959759,3.60449775816902,4.66931297665551,4.06746031746032,1,2.665344723,9.973545377,FALSE,FALSE,TRUE,FALSE,3
"67",-1,-1,1.25769999998806,-1,-1,-1,1,-1,8.12169392903646,8.06217011951265,9.30555555555556,9.76851932586186,66,"5588ee6ffdf99b304dd48297",3,1.25769999998806,9.30555555555556,8.81448473249163,1.27204612449363,9.76851932586186,8.06217011951265,9.30555555555556,8.12169392903646,1,2.665344723,9.973545377,FALSE,TRUE,FALSE,FALSE,3
"68",-1,-1,-1,1.16690000003587,-1,-1,-1,1,8.52513267880394,9.16005331372458,6.32275172642299,8.34656125023252,67,"5588ee6ffdf99b304dd48297",3,1.16690000003587,8.34656125023252,8.08862474229601,1.42857142857143,9.16005331372458,6.32275172642299,8.52513267880394,8.34656125023252,1,2.665344723,9.973545377,FALSE,FALSE,TRUE,FALSE,3
"69",-1,-1,-1,1.05020000004765,-1,-1,-1,1,9.76190476190476,7.77777777777778,7.90343996078249,9.17328123062376,68,"5588ee6ffdf99b304dd48297",3,1.05020000004765,9.17328123062376,8.6541009327722,1.47707177217676,9.76190476190476,7.77777777777778,9.17328123062376,7.90343996078249,1,2.665344723,9.973545377,FALSE,TRUE,FALSE,FALSE,2
"70",-1,1.38350000000014,-1,-1,-1,1,-1,-1,5.90608505975632,7.77116442483569,8.37301587301587,8.14153519887773,69,"5588ee6ffdf99b304dd48297",3,1.38350000000014,7.77116442483569,7.5479501391214,1.10008764519263,8.37301587301587,5.90608505975632,8.14153519887773,7.77116442483569,1,2.665344723,9.973545377,FALSE,FALSE,TRUE,FALSE,2
"71",-1,-1,-1,0.816700000047604,-1,-1,-1,1,9.72222222222222,9.88095238095238,9.46428571428571,9.57010662744916,70,"5588ee6ffdf99b304dd48297",60,0.816700000047604,9.57010662744916,9.65939173622737,0.295414192966684,9.88095238095238,9.46428571428571,9.72222222222222,9.57010662744916,1,2.665344723,9.973545377,FALSE,FALSE,TRUE,FALSE,1
"72",-1,-1,0.933499999999867,-1,-1,-1,1,-1,8.85582091316344,9.0806882343595,7.03042408776662,8.37301587301587,71,"5588ee6ffdf99b304dd48297",3,0.933499999999867,7.03042408776662,8.33498727707636,0.994267943044187,9.0806882343595,7.03042408776662,8.85582091316344,8.37301587301587,1,2.665344723,9.973545377,TRUE,FALSE,FALSE,FALSE,2
"73",-1,-1,2.06680000001188,-1,-1,-1,1,-1,5.88624378991505,5.23809523809524,6.73280504014757,5.90608505975632,72,"5588ee6ffdf99b304dd48297",60,2.06680000001188,6.73280504014757,5.94080728197855,1.05599701089203,6.73280504014757,5.23809523809524,5.90608505975632,5.88624378991505,1,2.665344723,9.973545377,FALSE,FALSE,FALSE,TRUE,3
"74",1.65010000002394,-1,-1,-1,1,-1,-1,-1,9.44444444444444,6.13095238095238,5.90608505975632,6.73280504014757,73,"5588ee6ffdf99b304dd48297",60,1.65010000002394,9.44444444444444,7.05357173132518,3.18783028415902,9.44444444444444,5.90608505975632,6.73280504014757,6.13095238095238,1,2.665344723,9.973545377,FALSE,FALSE,FALSE,TRUE,2
