"","RT1","RT2","RT3","RT4","Order1","Order2","Order3","Order4","Value1","Value2","Value3","Value4","choiceCondition","trialN","participant","sex","firstRT","firstValue","meanValue","valueDiff","bestValue","worstValue","NChosen","minValue","maxValue","isBestFirst","isWorstFirst","catChoiceCondition","conflict","multiTarget"
"479",-1,-1,3.66882671699932,-1,-1,-1,1,-1,6.40678108512581,1.94293133624188,7.07468008066153,9.05150574523133,1,158,1006,1,3.66882671699932,7.07468008066153,6.11897456181514,3.91004157788826,9.05150574523133,1.94293133624188,1,0,1,0,0,"XOR",4,FALSE
"480",-1,-1,2.61355705299866,-1,-1,-1,1,-1,8.55220646053166,8.54063356077516,10,8.70416021966315,1,159,1006,1,2.61355705299866,10,8.94925006024249,1.40099991967668,10,8.54063356077516,1,0,1,1,0,"XOR",2,FALSE
"481",1.07000409100146,-1,2.28603940199537,3.15799146000063,1,-1,2,3,7.81245244013799,5.91410054788961,8.80585905793425,7.84689370687906,0,0,1007,0,1.07000409100146,7.81245244013799,7.59482643821023,1.61471015963203,8.80585905793425,5.91410054788961,3,0.20537061815138,0.927190607244318,0,0,"OR",1,FALSE
"482",-1,-1,2.07913788899896,-1,-1,-1,1,-1,5.27342957335633,5.6082906351461,8.04910238687094,5.90470747514205,1,1,1007,0,2.07913788899896,8.04910238687094,6.20888251762886,2.45362649232278,8.04910238687094,5.27342957335633,1,0.20537061815138,0.927190607244318,1,0,"XOR",1,FALSE
"483",2.36855094500061,5.6167066120106,-1,3.12055426200095,1,3,-1,2,8.16257229099026,3.94892704951299,5.94925521256088,4.05177525111607,0,2,1007,0,2.36855094500061,8.16257229099026,5.52813245104505,3.51258645326028,8.16257229099026,3.94892704951299,3,0.20537061815138,0.927190607244318,1,0,"OR",1,FALSE
"484",-1,2.07291216000158,5.40898387201014,3.28092671101331,-1,1,3,2,3.16672585227273,8.14608487215909,7.00104156097808,6.61069399350649,0,3,1007,0,2.07291216000158,8.14608487215909,6.2311365697291,2.55326440323999,8.14608487215909,3.16672585227273,3,0.20537061815138,0.927190607244318,1,0,"OR",4,FALSE
"485",1.28560518099403,-1,2.10156482800085,2.78155591399991,1,-1,2,3,7.06247304941153,6.49108094054383,8.95892254717938,6.08856597504058,0,4,1007,0,1.28560518099403,7.06247304941153,7.15026062804383,2.41154922551407,8.95892254717938,6.08856597504058,3,0.20537061815138,0.927190607244318,0,0,"OR",3,FALSE
"486",2.53862493099587,-1,-1,-1,1,-1,-1,-1,8.13609730113636,3.56610979352679,3.57292670708198,7.92128525771104,1,5,1007,0,2.53862493099587,8.13609730113636,5.79910476486404,3.11599004836309,8.13609730113636,3.56610979352679,1,0.20537061815138,0.927190607244318,1,0,"XOR",2,FALSE
"487",-1,-1,3.67374217498582,-1,-1,-1,1,-1,7.82240037794237,6.7612209567776,8.25543292157062,3.98118848924513,1,6,1007,0,3.67374217498582,8.25543292157062,6.70506068638393,2.06716298024892,8.25543292157062,3.98118848924513,1,0.20537061815138,0.927190607244318,1,0,"XOR",2,FALSE
"488",2.30131885298761,-1,4.70933192899975,5.19743705599103,1,-1,2,3,8.79230449726055,8.23617117745536,7.06247304941153,7.42428469967533,0,7,1007,0,2.30131885298761,8.79230449726055,7.87880835595069,1.21799485507982,8.79230449726055,7.06247304941153,3,0.20537061815138,0.927190607244318,1,0,"OR",1,FALSE
"489",-1,-1,-1,3.46792697199271,-1,-1,-1,1,6.42560686383929,7.40962040888799,6.65397346793831,8.06269658076299,1,8,1007,0,3.46792697199271,8.06269658076299,7.13797433035714,1.23296300054113,8.06269658076299,6.42560686383929,1,0.20537061815138,0.927190607244318,1,0,"XOR",3,FALSE
"490",-1,-1,3.62319125198701,-1,-1,-1,1,-1,5.98314161424513,3.92197646103896,3.91757717380276,4.90206631747159,0,9,1007,0,3.62319125198701,3.91757717380276,4.68119039163961,1.73593496347403,5.98314161424513,3.91757717380276,1,0.20537061815138,0.927190607244318,0,1,"OR",2,FALSE
"491",-1,1.78048381199187,3.67634740499489,2.46031825499085,-1,1,3,2,6.95926814884334,7.6618462104302,7.73833832183442,6.83283818232549,0,10,1007,0,1.78048381199187,7.6618462104302,7.29807271585836,0.587020807968074,7.73833832183442,6.83283818232549,3,0.20537061815138,0.927190607244318,0,0,"OR",4,FALSE
"492",-1,-1,-1,2.47008245700272,-1,-1,-1,1,7.84209808745942,8.18528212510146,5.59497387378247,8.79313679484578,1,11,1007,0,2.47008245700272,8.79313679484578,7.60387272029728,1.58568543273133,8.79313679484578,5.59497387378247,1,0.20537061815138,0.927190607244318,1,0,"XOR",1,FALSE
"493",-1,-1,-1,3.17903299099999,-1,-1,-1,1,6.47653554941153,2.93978604403409,6.80596686028815,6.52564110693994,1,12,1007,0,3.17903299099999,6.52564110693994,5.68698239016843,1.49197929349297,6.80596686028815,2.93978604403409,1,0.20537061815138,0.927190607244318,0,0,"XOR",3,FALSE
"494",-1,-1,2.60220782499528,-1,-1,-1,1,-1,6.23445585176542,6.65397346793831,5.0173197164164,4.92648037997159,0,13,1007,0,2.60220782499528,5.0173197164164,5.70805735402293,1.26122148522051,6.65397346793831,4.92648037997159,1,0.20537061815138,0.927190607244318,0,0,"OR",2,FALSE
"495",-1,-1,3.27239322700188,4.02441461100534,-1,-1,1,2,4.90206631747159,2.0537061815138,8.51538720068994,5.02290800020292,0,14,1007,0,3.27239322700188,8.51538720068994,5.12351692496956,4.5224937009605,8.51538720068994,2.0537061815138,2,0.20537061815138,0.927190607244318,1,0,"OR",2,FALSE
"496",3.84042519200011,-1,-1,-1,1,-1,-1,-1,8.33204393262987,6.80097307477679,7.73556399655033,7.85882330560065,1,15,1007,0,3.84042519200011,8.33204393262987,7.68185107738941,0.866923806987281,8.33204393262987,6.80097307477679,1,0.20537061815138,0.927190607244318,1,0,"XOR",3,FALSE
"497",3.81959038799687,5.21956851700088,2.82773260600516,-1,2,3,1,-1,8.04910238687094,3.87861772017045,9.27190607244318,3.38680911373782,0,16,1007,0,2.82773260600516,9.27190607244318,6.1466088233056,4.16706299885011,9.27190607244318,3.38680911373782,3,0.20537061815138,0.927190607244318,1,0,"OR",1,FALSE
"498",-1,-1,-1,2.47948275400267,-1,-1,-1,1,6.42560686383929,8.20109577922078,3.29763437246347,8.79313679484578,1,17,1007,0,2.47948275400267,8.79313679484578,6.67936845259233,2.81835778967127,8.79313679484578,3.29763437246347,1,0.20537061815138,0.927190607244318,1,0,"XOR",1,FALSE
"499",-1,4.36821333199623,-1,-1,-1,1,-1,-1,6.96826488940747,6.18229853642451,4.45892730316558,6.23445585176542,0,18,1007,0,4.36821333199623,6.18229853642451,5.96098664519075,1.34303765895563,6.96826488940747,4.45892730316558,1,0.20537061815138,0.927190607244318,0,0,"OR",3,FALSE
"500",-1,3.96662915399065,-1,-1,-1,1,-1,-1,2.85378196022727,5.59334891183036,5.35697639762581,3.6171970119724,0,19,1007,0,3.96662915399065,5.59334891183036,4.35532607041396,1.65069712188853,5.59334891183036,2.85378196022727,1,0.20537061815138,0.927190607244318,1,0,"OR",1,FALSE
"501",1.69535957399057,-1,-1,-1,1,-1,-1,-1,8.04910238687094,7.14601987368101,7.19235110592533,6.33040787337662,1,20,1007,0,1.69535957399057,8.04910238687094,7.17947030996347,1.15950943587662,8.04910238687094,6.33040787337662,1,0.20537061815138,0.927190607244318,1,0,"XOR",1,FALSE
"502",1.45996033400297,4.67597191399545,2.07595360100095,2.78793648099236,1,4,2,3,7.45714063768263,7.49166117086039,8.29074611911526,8.80942604758523,0,21,1007,0,1.45996033400297,7.45714063768263,8.01224349381088,1.06291007169913,8.80942604758523,7.45714063768263,4,0.20537061815138,0.927190607244318,0,1,"OR",1,FALSE
"503",-1,-1,-1,1.99119892700401,-1,-1,-1,1,5.49719872412744,8.05072734882305,7.38488928064123,8.61518364448052,1,22,1007,0,1.99119892700401,8.61518364448052,7.38699974951806,1.63757852661661,8.61518364448052,5.49719872412744,1,0.20537061815138,0.927190607244318,1,0,"XOR",2,FALSE
"504",3.65114351300872,-1,-1,-1,1,-1,-1,-1,6.80882045200893,6.66550673447646,6.04532613382711,6.37923599837662,0,23,1007,0,3.65114351300872,6.80882045200893,6.47472232967228,0.44546416311553,6.80882045200893,6.04532613382711,1,0.20537061815138,0.927190607244318,1,0,"OR",2,FALSE
"505",-1,-1,-1,2.02492258099664,-1,-1,-1,1,6.65258630529627,4.45016836191153,6.22573654372971,6.33040787337662,1,24,1007,0,2.02492258099664,6.33040787337662,5.91472477107853,0.98381537895698,6.65258630529627,4.45016836191153,1,0.20537061815138,0.927190607244318,0,0,"XOR",2,FALSE
"506",-1,2.64664673000516,1.44684741999663,-1,-1,2,1,-1,5.9498100776177,7.30352228338068,4.05177525111607,3.67399141385958,0,25,1007,0,1.44684741999663,4.05177525111607,5.24477475649351,2.74499670251623,7.30352228338068,3.67399141385958,2,0.20537061815138,0.927190607244318,0,0,"OR",2,FALSE
"507",1.02721954899607,-1,-1,2.01123184300377,1,-1,-1,2,6.89165387834821,5.14775263798701,3.67399141385958,7.28695559811283,0,26,1007,0,1.02721954899607,6.89165387834821,5.75008838207691,2.04915628804789,7.28695559811283,3.67399141385958,2,0.20537061815138,0.927190607244318,0,0,"OR",2,FALSE
"508",-1,-1,-1,2.13748529698933,-1,-1,-1,1,7.64175216872971,7.42428469967533,6.80882045200893,8.25543292157062,1,27,1007,0,2.13748529698933,8.25543292157062,7.53257256049614,0.963813814765964,8.25543292157062,6.80882045200893,1,0.20537061815138,0.927190607244318,1,0,"XOR",2,FALSE
"509",-1,-1,-1,2.03367403900484,-1,-1,-1,1,6.55124416599026,4.03877555549919,5.55973994267451,5.0081644429789,1,28,1007,0,2.03367403900484,5.0081644429789,5.28948102678571,1.68235085227273,6.55124416599026,4.03877555549919,1,0.20537061815138,0.927190607244318,0,0,"XOR",3,FALSE
"510",1.50443387699488,-1,-1,-1,1,-1,-1,-1,7.35001204849838,4.20670150162338,7.00104156097808,4.13139838676948,0,29,1007,0,1.50443387699488,7.35001204849838,5.67228837446733,2.23696489870806,7.35001204849838,4.13139838676948,1,0.20537061815138,0.927190607244318,1,0,"OR",2,FALSE
"511",2.25381974398624,1.11780812899815,-1,-1,2,1,-1,-1,8.64054890422078,8.64871334719968,6.7618550882711,4.16465065696023,0,30,1007,0,1.11780812899815,8.64871334719968,7.05394199916295,2.12636179738231,8.64871334719968,4.16465065696023,2,0.20537061815138,0.927190607244318,1,0,"OR",1,FALSE
"512",1.4967016629962,2.01670623398968,-1,-1,1,2,-1,-1,6.81329900568182,6.07084992644075,7.92980639965503,7.12216067623783,0,31,1007,0,1.4967016629962,6.81329900568182,6.98402900200386,1.26103653020157,7.92980639965503,6.07084992644075,2,0.20537061815138,0.927190607244318,0,0,"OR",1,FALSE
"513",3.57765308200032,-1,-1,-1,1,-1,-1,-1,6.0446920023336,4.74559437144886,6.00838797433036,4.14261458756088,1,32,1007,0,3.57765308200032,6.0446920023336,5.23532223391842,1.07915969122024,6.0446920023336,4.14261458756088,1,0.20537061815138,0.927190607244318,1,0,"XOR",3,FALSE
"514",2.32908495000447,1.75310657599766,3.15310638600204,-1,2,1,3,-1,7.39840420809659,7.6618462104302,7.82465947138799,4.38663631290584,0,33,1007,0,1.75310657599766,7.6618462104302,6.81788655070515,1.34236389424378,7.82465947138799,4.38663631290584,3,0.20537061815138,0.927190607244318,0,0,"OR",2,FALSE
"515",1.18539547099499,-1,-1,-1,1,-1,-1,-1,6.07084992644075,5.37972586495536,6.1817436713677,4.07337535511364,0,34,1007,0,1.18539547099499,6.07084992644075,5.42642370446936,1.00709328919778,6.1817436713677,4.07337535511364,1,0.20537061815138,0.927190607244318,0,0,"OR",2,FALSE
"516",2.37443036699551,4.59837476498797,3.2063991479954,5.1503915439971,1,3,2,4,8.02995954241072,6.90108658431412,8.92499651227679,7.76136522169237,0,35,1007,0,2.37443036699551,8.02995954241072,7.9043519651735,1.36085939613772,8.92499651227679,6.90108658431412,4,0.20537061815138,0.927190607244318,0,0,"OR",1,FALSE
"517",-1,1.04782144400815,-1,-1,-1,1,-1,-1,6.72543216061283,5.02290800020292,4.38663631290584,7.35346013849432,1,36,1007,0,1.04782144400815,5.02290800020292,5.87210915305398,1.97513464725379,7.35346013849432,4.38663631290584,1,0.20537061815138,0.927190607244318,0,0,"XOR",1,FALSE
"518",-1,2.98542912100675,-1,1.64148071099771,-1,2,-1,1,5.73230297534497,7.30352228338068,6.7618550882711,4.97966815898945,0,37,1007,0,1.64148071099771,4.97966815898945,6.19433712649655,1.47891354251218,7.30352228338068,4.97966815898945,2,0.20537061815138,0.927190607244318,0,1,"OR",2,FALSE
"519",-1,5.03805671700684,-1,-1,-1,1,-1,-1,5.92658501166802,3.90572684151786,5.94925521256088,4.92648037997159,0,38,1007,0,5.03805671700684,3.90572684151786,5.17701186142959,1.02965780150839,5.94925521256088,3.90572684151786,1,0.20537061815138,0.927190607244318,0,1,"OR",3,FALSE
"520",-1,-1,-1,1.57413026200084,-1,-1,-1,1,7.75185324928977,8.80942604758523,7.73556399655033,8.11291186840503,1,39,1007,0,1.57413026200084,8.11291186840503,8.10243879045759,0.942649676170183,8.80942604758523,7.73556399655033,1,0.20537061815138,0.927190607244318,0,0,"XOR",2,FALSE
"521",-1,-1,3.41624944799696,-1,-1,-1,1,-1,7.45404924665179,6.58560616629464,5.47290356128247,4.27526696935877,1,40,1007,0,3.41624944799696,5.47290356128247,5.94695648589691,2.00945701433983,7.45404924665179,4.27526696935877,1,0.20537061815138,0.927190607244318,0,0,"XOR",2,FALSE
"522",-1,2.98679258700577,1.54681088900543,2.36285369099642,-1,3,1,2,5.11228090756899,7.13175191507711,7.68308961546266,6.52564110693994,0,41,1007,0,1.54681088900543,7.68308961546266,6.61319088626218,1.42653163893398,7.68308961546266,5.11228090756899,3,0.20537061815138,0.927190607244318,1,0,"OR",2,FALSE
"523",1.49407891200099,-1,2.06205379498715,2.61396151999361,1,-1,2,3,7.64619108918425,5.90470747514205,4.16465065696023,5.92658501166802,0,42,1007,0,1.49407891200099,7.64619108918425,5.91053355823864,2.31421004126082,7.64619108918425,4.16465065696023,3,0.20537061815138,0.927190607244318,1,0,"OR",2,FALSE
"524",1.54536339099286,-1,-1,-1,1,-1,-1,-1,6.26005891081575,4.50268237621753,5.14775263798701,5.02742618709416,1,43,1007,0,1.54536339099286,6.26005891081575,5.23448002802861,1.36743851038285,6.26005891081575,4.50268237621753,1,0.20537061815138,0.927190607244318,1,0,"XOR",3,FALSE
"525",-1,-1,2.47954267900786,-1,-1,-1,1,-1,3.57292670708198,7.57247330306412,6.89165387834821,8.40790191254059,1,44,1007,0,2.47954267900786,6.89165387834821,6.61123895025873,2.39555061637581,8.40790191254059,3.57292670708198,1,0.20537061815138,0.927190607244318,0,0,"XOR",1,FALSE
"526",1.20708617300261,3.10293038800592,1.91895126200689,2.46301062000566,1,4,2,3,6.61069399350649,3.92197646103896,7.92128525771104,8.23617117745536,0,45,1007,0,1.20708617300261,6.61069399350649,6.67253172242796,2.08485260670319,8.23617117745536,3.92197646103896,4,0.20537061815138,0.927190607244318,0,0,"OR",2,FALSE
"527",4.14752485799545,-1,2.87556327099446,3.32378480800253,3,-1,1,2,7.13175191507711,6.95926814884334,8.91703023538961,8.02995954241072,0,46,1007,0,2.87556327099446,8.91703023538961,7.7595024604302,1.54337036661255,8.91703023538961,6.95926814884334,3,0.20537061815138,0.927190607244318,1,0,"OR",2,FALSE
"528",-1,-1,3.037305121994,-1,-1,-1,1,-1,7.39840420809659,7.61464304738231,6.33857231635552,6.81329900568182,1,47,1007,0,3.037305121994,6.33857231635552,7.04122964437906,0.764551204004328,7.61464304738231,6.33857231635552,1,0.20537061815138,0.927190607244318,0,1,"XOR",4,FALSE
"529",-1,3.90173658099957,-1,-1,-1,1,-1,-1,5.61185762479708,4.74559437144886,5.35697639762581,4.39139229910714,1,48,1007,0,3.90173658099957,4.74559437144886,5.02645517324472,0.780536602069805,5.61185762479708,4.39139229910714,1,0.20537061815138,0.927190607244318,0,0,"XOR",2,FALSE
"530",-1,-1,1.34318636798707,2.05520613199042,-1,-1,1,2,5.46775124289773,6.49108094054383,8.16257229099026,7.61539607853084,0,49,1007,0,1.34318636798707,8.16257229099026,6.93420013824066,1.63782953699946,8.16257229099026,5.46775124289773,2,0.20537061815138,0.927190607244318,1,0,"OR",2,FALSE
"531",1.11617840701365,-1,-1,-1,1,-1,-1,-1,7.95465642755682,6.80596686028815,7.92980639965503,6.56642368861607,1,50,1007,0,1.11617840701365,7.95465642755682,7.31421334402902,0.853924111370402,7.95465642755682,6.56642368861607,1,0.20537061815138,0.927190607244318,1,0,"XOR",2,FALSE
"532",2.57760490599321,-1,-1,-1,1,-1,-1,-1,8.6783589945211,5.04807509385146,7.64619108918425,3.71659712357955,1,51,1007,0,2.57760490599321,8.6783589945211,6.27230557528409,3.20807122564935,8.6783589945211,3.71659712357955,1,0.20537061815138,0.927190607244318,1,0,"XOR",3,FALSE
"533",-1,-1,1.62529040999652,2.6734046490019,-1,-1,1,2,5.6082906351461,3.95677442674513,8.38570731026786,6.56460056057224,0,52,1007,0,1.62529040999652,8.38570731026786,6.12884323318283,3.00915210278003,8.38570731026786,3.95677442674513,2,0.20537061815138,0.927190607244318,1,0,"OR",2,FALSE
"534",1.47011285099143,-1,-1,-1,1,-1,-1,-1,8.03487406148539,8.04910238687094,5.23958280489042,8.29074611911526,1,53,1007,0,1.47011285099143,8.03487406148539,7.4035763430905,1.18289303469968,8.29074611911526,5.23958280489042,1,0.20537061815138,0.927190607244318,0,0,"XOR",2,FALSE
"535",3.88183308400039,-1,2.08185189600044,2.84170444399933,3,-1,1,2,6.09229149756494,4.1214504489651,4.14562671215503,6.51597060166396,0,54,1007,0,2.08185189600044,4.14562671215503,5.21883481508726,1.72951438210227,6.51597060166396,4.1214504489651,3,0.20537061815138,0.927190607244318,0,0,"OR",3,FALSE
"536",-1,-1,-1,2.53717648700695,-1,-1,-1,1,2.16888031402192,7.19235110592533,6.33857231635552,7.93460201907468,1,55,1007,0,2.53717648700695,7.93460201907468,5.90860143884436,2.70133410697376,7.93460201907468,2.16888031402192,1,0.20537061815138,0.927190607244318,1,0,"XOR",2,FALSE
"537",1.82697330300289,3.81084308899881,2.85893439300708,-1,1,3,2,-1,8.18528212510146,6.24983354048295,7.90955382508117,3.56103674157873,0,56,1007,0,1.82697330300289,8.18528212510146,6.47642655806108,2.27847408938718,8.18528212510146,3.56103674157873,3,0.20537061815138,0.927190607244318,1,0,"OR",2,FALSE
"538",-1,-1,-1,2.14843912700599,-1,-1,-1,1,3.98023729200487,7.90202351359578,2.95445033482143,7.84209808745942,1,57,1007,0,2.14843912700599,7.84209808745942,5.66970230697037,2.97642827550054,7.90202351359578,2.95445033482143,1,0.20537061815138,0.927190607244318,0,0,"XOR",2,FALSE
"539",-1,-1,3.65079387300648,-1,-1,-1,1,-1,3.30825607497971,4.90373091264205,8.34199187043425,7.81245244013799,1,58,1007,0,3.65079387300648,8.34199187043425,6.0916078245485,3.00051206118101,8.34199187043425,3.30825607497971,1,0.20537061815138,0.927190607244318,1,0,"XOR",2,FALSE
"540",-1,2.57839577199775,-1,-1,-1,1,-1,-1,5.02742618709416,6.75912039620536,7.43011078277192,4.45892730316558,1,59,1007,0,2.57839577199775,6.75912039620536,5.91889616730925,2.01495282061688,7.43011078277192,4.45892730316558,1,0.20537061815138,0.927190607244318,0,0,"XOR",2,FALSE
"541",-1,-1,-1,3.01180257600208,-1,-1,-1,1,6.12740652901786,4.14562671215503,5.02595975801542,4.40839494977679,0,60,1007,0,3.01180257600208,4.40839494977679,4.92684698724127,1.60074605570211,6.12740652901786,4.14562671215503,1,0.20537061815138,0.927190607244318,0,0,"OR",2,FALSE
"542",-1,2.6628638060065,-1,-1,-1,1,-1,-1,7.50870345474838,8.49176580255682,7.19956435166396,7.40962040888799,1,61,1007,0,2.6628638060065,8.49176580255682,7.65241350446429,1.11913639745671,8.49176580255682,7.19956435166396,1,0.20537061815138,0.927190607244318,1,0,"XOR",3,FALSE
"543",3.12436121600331,2.01230120200489,3.88445067800058,-1,2,1,3,-1,8.04910238687094,7.90202351359578,7.36784699675325,6.31744781097808,0,62,1007,0,2.01230120200489,7.90202351359578,7.40910517704951,0.853329613095237,8.04910238687094,6.31744781097808,3,0.20537061815138,0.927190607244318,0,0,"OR",3,FALSE
"544",-1,-1,3.51487644499866,-1,-1,-1,1,-1,6.00838797433036,4.15101682984984,3.90572684151786,4.14320908583604,0,63,1007,0,3.51487644499866,3.90572684151786,4.55208518288352,1.94173705526245,6.00838797433036,3.90572684151786,1,0.20537061815138,0.927190607244318,0,1,"OR",3,FALSE
"545",-1,1.25351900099486,2.25353618699592,-1,-1,1,2,-1,2.79484736454951,7.28695559811283,7.77273995535714,6.7612209567776,0,64,1007,0,1.25351900099486,7.28695559811283,6.15394096869927,2.15839864887716,7.77273995535714,2.79484736454951,2,0.20537061815138,0.927190607244318,0,0,"OR",2,FALSE
"546",1.59604520100402,-1,-1,-1,1,-1,-1,-1,8.49176580255682,5.79405152952516,9.27190607244318,6.22573654372971,1,65,1007,0,1.59604520100402,8.49176580255682,7.44586498706372,2.43472144717262,9.27190607244318,5.79405152952516,1,0.20537061815138,0.927190607244318,0,0,"XOR",2,FALSE
"547",2.07821671599231,-1,-1,-1,1,-1,-1,-1,6.75912039620536,5.46775124289773,6.56642368861607,4.03837922331575,1,66,1007,0,2.07821671599231,6.75912039620536,5.70791863775873,1.40160234459551,6.75912039620536,4.03837922331575,1,0.20537061815138,0.927190607244318,1,0,"XOR",2,FALSE
"548",4.06864461400255,-1,-1,1.35668675300258,2,-1,-1,1,3.54351885907062,6.66396103896104,7.03266886921672,8.64871334719968,0,67,1007,0,1.35668675300258,8.64871334719968,6.47221552861201,2.90199709145022,8.64871334719968,3.54351885907062,2,0.20537061815138,0.927190607244318,1,0,"OR",2,FALSE
"549",2.92326407000655,1.58743565100303,-1,2.36330671999895,3,1,-1,2,8.38570731026786,7.21648773589692,7.03266886921672,7.72462522828734,0,68,1007,0,1.58743565100303,7.21648773589692,7.58987228591721,1.06111336580087,8.38570731026786,7.03266886921672,3,0.20537061815138,0.927190607244318,0,0,"OR",2,FALSE
"550",-1,-1,-1,3.37125102100254,-1,-1,-1,1,3.94892704951299,6.15126572646104,7.12216067623783,4.97966815898945,1,69,1007,0,3.37125102100254,4.97966815898945,5.55050540280033,2.09554036458333,7.12216067623783,3.94892704951299,1,0.20537061815138,0.927190607244318,0,0,"XOR",3,FALSE
"551",-1,-1,-1,4.88952178200998,-1,-1,-1,1,3.30825607497971,3.16672585227273,5.04807509385146,6.1817436713677,0,70,1007,0,4.88952178200998,6.1817436713677,4.4262001731179,2.34072466433306,6.1817436713677,3.16672585227273,1,0.20537061815138,0.927190607244318,1,0,"OR",2,FALSE
"552",5.60805207499652,5.17596961199888,3.73601394500292,2.59996216700529,4,3,2,1,8.14449954342533,6.80592722706981,7.82465947138799,4.03671462814529,0,71,1007,0,2.59996216700529,4.03671462814529,6.7029502175071,1.92206576789096,8.14449954342533,4.03671462814529,4,0.20537061815138,0.927190607244318,0,1,"OR",2,FALSE
"553",-1,-1,3.26655379899603,2.31453771000088,-1,-1,2,1,5.59497387378247,5.37972586495536,7.95465642755682,7.2512064351664,0,72,1007,0,2.31453771000088,7.2512064351664,6.54514065036526,1.87935436958874,7.95465642755682,5.37972586495536,2,0.20537061815138,0.927190607244318,0,0,"OR",2,FALSE
"554",3.29526914900634,1.76737863299786,3.95139904599637,1.14337874199555,3,2,4,1,8.64054890422078,7.68308961546266,7.22251198508523,7.21089945211039,0,73,1007,0,1.14337874199555,7.21089945211039,7.68926248921976,1.26838188666802,8.64054890422078,7.21089945211039,4,0.20537061815138,0.927190607244318,0,1,"OR",3,FALSE
"555",1.07636305000051,-1,-1,-1,1,-1,-1,-1,8.04910238687094,4.29060502485795,7.61464304738231,7.45714063768263,1,74,1007,0,1.07636305000051,8.04910238687094,6.85287277419846,1.59497281689664,8.04910238687094,4.29060502485795,1,0.20537061815138,0.927190607244318,1,0,"XOR",1,FALSE
"556",-1,-1,-1,2.19234206799592,-1,-1,-1,1,5.78065550172484,6.7360934963474,6.98344441203328,8.6783589945211,1,75,1007,0,2.19234206799592,8.6783589945211,7.04463810115666,2.17829452448593,8.6783589945211,5.78065550172484,1,0.20537061815138,0.927190607244318,1,0,"XOR",2,FALSE
"557",-1,-1,2.59884300200792,-1,-1,-1,1,-1,6.37923599837662,7.61928013392857,8.09713784750406,5.49719872412744,1,76,1007,0,2.59884300200792,8.09713784750406,6.89821317598417,1.59856622869318,8.09713784750406,5.49719872412744,1,0.20537061815138,0.927190607244318,1,0,"XOR",2,FALSE
"558",-1,3.25723966999794,-1,-1,-1,1,-1,-1,3.29763437246347,8.9913425197849,3.89665083451705,5.63432965959821,1,77,1007,0,3.25723966999794,8.9913425197849,5.45498934659091,4.71513756425866,8.9913425197849,3.29763437246347,1,0.20537061815138,0.927190607244318,1,0,"XOR",3,FALSE
"559",-1,-1,1.42154140000639,-1,-1,-1,1,-1,5.43081308340097,4.15101682984984,7.61928013392857,5.55973994267451,0,78,1007,0,1.42154140000639,7.61928013392857,5.69021249746347,2.57209018195346,7.61928013392857,4.15101682984984,1,0.20537061815138,0.927190607244318,1,0,"OR",2,FALSE
"560",-1,-1,2.18128525999782,2.90924545700545,-1,-1,1,2,3.71659712357955,4.45016836191153,5.99705287388393,5.99495231331169,0,79,1007,0,2.18128525999782,5.99705287388393,5.03969266817167,1.27648027428301,5.99705287388393,3.71659712357955,2,0.20537061815138,0.927190607244318,1,0,"OR",2,FALSE
"561",-1,-1,2.552176341007,-1,-1,-1,1,-1,3.94896668273133,4.1214504489651,6.56460056057224,3.95677442674513,1,80,1007,0,2.552176341007,6.56460056057224,4.64794802975345,2.55553670775839,6.56460056057224,3.94896668273133,1,0.20537061815138,0.927190607244318,1,0,"XOR",2,FALSE
"562",-1,-1,-1,2.97371009699418,-1,-1,-1,1,5.94588638900162,4.53585537997159,3.94896668273133,6.60443194500812,1,81,1007,0,2.97371009699418,6.60443194500812,5.25878509917817,1.79419579443994,6.60443194500812,3.94896668273133,1,0.20537061815138,0.927190607244318,1,0,"XOR",2,FALSE
"563",3.61446537399024,2.19038480099698,-1,2.82239711198781,3,1,-1,2,6.40709815087257,3.91757717380276,4.27526696935877,8.00748750760958,0,82,1007,0,2.19038480099698,3.91757717380276,5.65185745041092,3.14084007626488,8.00748750760958,3.91757717380276,3,0.20537061815138,0.927190607244318,0,1,"OR",2,FALSE
"564",-1,-1,5.07359641100629,2.5775616030005,-1,-1,2,1,3.89665083451705,6.47653554941153,6.40709815087257,6.04952725497159,0,83,1007,0,2.5775616030005,6.04952725497159,5.70745294744318,1.02544346929113,6.47653554941153,3.89665083451705,2,0.20537061815138,0.927190607244318,0,0,"OR",2,FALSE
"565",2.54795976000605,-1,-1,3.45182532099716,1,-1,-1,2,6.27436650263799,5.87018694196429,2.79484736454951,5.43081308340097,0,84,1007,0,2.54795976000605,6.27436650263799,5.09255347313819,1.57575070599973,6.27436650263799,2.79484736454951,2,0.20537061815138,0.927190607244318,1,0,"OR",2,FALSE
"566",3.25757350900676,-1,2.8654723050131,2.49764853301167,3,-1,2,1,7.21089945211039,7.24054509943182,6.83283818232549,8.13609730113636,0,85,1007,0,2.49764853301167,8.13609730113636,7.35509500875101,1.04133638984713,8.13609730113636,6.83283818232549,3,0.20537061815138,0.927190607244318,1,0,"OR",3,FALSE
